"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.333416542E0,2.902464294E-1,1.923649750E0,1.103295685E1
1.353333542E0,2.312690735E-1,2.070045319E0,1.018721558E1
1.373250542E0,7.659571838E-1,1.538800049E0,9.909542999E0
1.393167542E0,1.423539734E0,1.144220581E0,9.570947113E0
1.413084542E0,1.794917450E0,1.210233307E0,8.662635956E0
1.433001542E0,2.150577850E0,1.064137115E0,8.054750061E0
1.452918542E0,2.471211090E0,9.279203796E-1,7.654931488E0
1.472835542E0,2.669249268E0,9.005273438E-1,7.226522369E0
1.492752542E0,2.722388763E0,8.448431396E-1,6.968608704E0
1.512669542E0,2.547103271E0,7.890092468E-1,7.137756958E0
1.532586542E0,2.276016998E0,8.346643066E-1,7.199129333E0
1.552502542E0,2.157313843E0,8.237370300E-1,7.213499451E0
1.572419542E0,2.179018707E0,7.155120850E-1,7.510182495E0
1.592336542E0,2.389930115E0,5.885760498E-1,7.836354218E0
1.612253542E0,2.784060516E0,4.246669006E-1,8.081694031E0
1.632170542E0,3.222498779E0,2.802172852E-1,8.559350739E0
1.652087542E0,3.420087891E0,3.686833191E-1,8.846004639E0
1.672004542E0,3.695814514E0,3.305126953E-1,9.082063751E0
1.691921542E0,4.060156860E0,-3.472778320E-2,9.916129303E0
1.711838542E0,4.057612152E0,-4.486170959E-1,1.102427490E1
1.731755167E0,3.673361206E0,-4.791535950E-1,1.188513474E1
1.751672167E0,3.372037811E0,-3.917353821E-1,1.234916977E1
1.771589167E0,2.950664062E0,-2.724334717E-1,1.337199280E1
1.791505167E0,2.035167847E0,3.273692322E-1,1.383393219E1
1.811422167E0,1.682351532E0,3.463796997E-1,1.402822815E1
1.831339167E0,1.571731567E0,1.134640503E-1,1.352781876E1
1.851256167E0,8.674461365E-1,-3.306623840E-1,1.222208405E1
1.871173167E0,7.794291687E-1,-9.057664490E-1,1.137439682E1
1.891090167E0,9.666897583E-1,-1.278790741E0,1.059152481E1
1.911007167E0,5.893244934E-1,-1.239123230E0,9.960437164E0
1.930924167E0,3.752696228E-1,-1.048719177E0,9.324559479E0
1.950841167E0,3.088078308E-1,-9.949809265E-1,8.878936157E0
1.970758167E0,2.344125366E-1,-1.063837738E0,8.313262482E0
1.990675167E0,3.143463135E-1,-1.142124939E0,7.973768463E0
2.010591167E0,5.084925842E-1,-1.138233032E0,7.775430908E0
2.030508167E0,6.641688538E-1,-1.250798950E0,7.522307281E0
2.050425167E0,7.870632935E-1,-1.289718018E0,7.411837006E0
2.070342167E0,6.274951172E-1,-1.128054199E0,7.561675415E0
2.090259167E0,6.253994751E-1,-8.255332947E-1,7.820038147E0
2.110176167E0,9.647438049E-1,-5.264552307E-1,7.819140015E0
2.130093167E0,1.266366577E0,-2.683918762E-1,8.061186676E0
2.150010167E0,1.631157990E0,-3.742218018E-2,8.139773254E0
2.169927167E0,2.410587158E0,-3.517684937E-2,8.350834351E0
2.189844167E0,3.201093292E0,-1.142124939E-1,9.108558655E0
2.209761167E0,3.472029877E0,7.694000244E-2,9.929152222E0
2.229678167E0,3.436553650E0,6.158193970E-1,1.002091141E1
2.249594167E0,3.728895721E0,1.352886658E0,9.965975647E0
2.269511167E0,3.988905029E0,1.078806610E0,1.121482864E1
2.289428167E0,3.864813080E0,7.149133301E-1,1.282996994E1
2.309345167E0,2.634222107E0,1.285377045E0,1.245859222E1
2.329262167E0,1.667831726E0,1.459764404E0,1.262474670E1
2.349179167E0,1.040486298E0,2.112856293E0,1.278790741E1
2.369096167E0,8.529263306E-1,2.717598724E0,1.179621964E1
2.389013167E0,6.486012268E-1,2.799628143E0,1.096799194E1
2.408930167E0,8.238867188E-1,2.283351746E0,1.021386017E1
2.428847167E0,1.131646729E0,1.631008301E0,9.269324341E0
2.448764167E0,1.505419464E0,1.258732452E0,8.373287659E0
2.468680167E0,1.713037720E0,1.037342834E0,7.667355652E0
2.488597167E0,1.645228729E0,1.058598633E0,7.157366180E0
2.508514167E0,1.519789581E0,1.080153809E0,7.140451355E0
2.528431167E0,1.601369934E0,1.097966766E0,7.109465790E0
2.548348167E0,1.920356598E0,1.157393188E0,6.913523254E0
2.568265167E0,2.143542480E0,1.065484314E0,7.015760651E0
2.588182167E0,2.399959259E0,8.626560974E-1,7.052733765E0
2.608099167E0,2.837798767E0,8.104147339E-1,6.911577301E0
2.628016167E0,3.347638550E0,7.652087402E-1,6.999743958E0
2.647933167E0,3.628753967E0,7.640112305E-1,7.489076385E0
2.667850167E0,3.598816223E0,1.547182617E0,8.451125793E0
2.687766167E0,3.698059845E0,2.273172913E0,9.925559692E0
2.707683167E0,3.971690826E0,1.759740601E0,1.084809128E1
2.727600167E0,4.052672424E0,1.106648712E0,1.101080292E1
2.747517958E0,3.477867737E0,7.331753540E-1,1.180714691E1
2.767434958E0,2.867137756E0,5.456153870E-1,1.247401016E1
2.787351958E0,3.294948120E0,-5.502557373E-1,1.301064423E1
2.807268959E0,3.190465393E0,-1.596130829E0,1.383692596E1
2.827185959E0,1.870959320E0,-8.152047729E-1,1.399140472E1
2.847102959E0,7.948471069E-1,1.422042847E-1,1.361074631E1
2.867019958E0,4.863386536E-1,2.628533936E-1,1.279464340E1
2.886936958E0,3.611988831E-1,1.342707825E-1,1.175295959E1
2.906852959E0,1.303788757E-1,1.493893433E-1,1.065110092E1
2.926769958E0,4.650828552E-1,2.121089172E-1,9.550290070E0
2.946686958E0,7.875123596E-1,-2.335144043E-1,8.880283356E0
2.966603959E0,8.593629456E-1,-6.351292419E-1,8.135282593E0
2.986520959E0,1.121018829E0,-8.321195984E-1,7.473359070E0
3.006437959E0,1.358724518E0,-8.598120117E-1,6.891219635E0
3.026354958E0,1.458716583E0,-8.146060181E-1,6.403084717E0
3.046271958E0,1.569635925E0,-8.011340332E-1,6.168223114E0
3.066188958E0,1.546134796E0,-7.795788574E-1,6.306834869E0
3.086105959E0,1.294508057E0,-5.026547241E-1,6.234984283E0
3.106022959E0,1.401535492E0,-4.590953064E-1,6.501280518E0
3.125939958E0,1.864073639E0,-6.388714600E-1,7.060816956E0
3.145855959E0,2.476300507E0,-5.779481506E-1,7.693551178E0
3.165772959E0,2.969225464E0,-3.903881836E-1,8.193661194E0
3.185689958E0,3.355272675E0,-3.974235535E-1,8.914412384E0
3.205606958E0,3.709286499E0,-4.715194702E-1,1.005025040E1
3.225523958E0,3.988156586E0,-3.210823059E-1,1.114746872E1
3.245440959E0,3.936513977E0,3.309617615E-1,1.185729263E1
3.265357959E0,4.064797211E0,8.556207275E-1,1.245634689E1
3.285274959E0,4.655917969E0,1.178199921E0,1.233704498E1
3.305191958E0,5.189857635E0,9.891430664E-1,1.243583954E1
3.325108958E0,4.132456512E0,1.201701050E0,1.239347763E1
3.345025958E0,1.722168732E0,1.694775696E0,1.193034073E1
3.364941958E0,2.607577515E-1,1.770218811E0,1.144699585E1
3.384858958E0,1.157093811E-1,2.153272247E0,1.154758667E1
3.404775959E0,4.153862000E-1,2.634671173E0,1.125120300E1
3.424692959E0,8.267308044E-1,2.713557129E0,1.030921188E1
3.444609959E0,1.248703308E0,2.645748138E0,9.395511932E0
3.464526958E0,1.603914642E0,1.923350372E0,8.415200500E0
3.484443958E0,2.046843567E0,1.347647552E0,7.455695801E0
3.504360958E0,2.545606384E0,8.993298340E-1,6.636748810E0
3.524277959E0,2.844684448E0,6.807843018E-1,6.280489655E0
3.544194959E0,2.685265961E0,8.086184692E-1,6.253545685E0
3.564111959E0,2.238894196E0,9.967771912E-1,6.048322449E0
3.584028958E0,1.725761261E0,1.264720001E0,5.906118164E0
3.603944959E0,1.348845062E0,1.463806000E0,6.425687714E0
3.623861958E0,1.120869141E0,1.510957947E0,7.468119965E0
3.643778958E0,1.062640228E0,1.555116119E0,8.345894623E0
3.663695958E0,1.702858887E0,1.285975800E0,8.709488525E0
3.683612959E0,2.878065033E0,1.166075134E0,9.006021881E0
3.703529959E0,3.817511444E0,1.175206146E0,1.046159500E1
3.723446959E0,4.004472656E0,9.259744263E-1,1.163889679E1
3.743363292E0,3.893852692E0,4.358935547E-1,1.248987717E1
3.763280292E0,4.443809052E0,-1.805245972E-1,1.286858963E1
3.783197292E0,5.855523376E0,-7.523355103E-1,1.287173309E1
3.803113292E0,5.905519409E0,-6.173162842E-1,1.269300476E1
3.823030292E0,4.271367645E0,8.577163696E-2,1.238778946E1
3.842947292E0,2.435285797E0,7.467970276E-1,1.227237946E1
3.862864292E0,6.819818115E-1,8.574169922E-1,1.259675491E1
3.882781292E0,3.278182983E-2,6.185137939E-1,1.246353195E1
3.902698292E0,-6.036946106E-1,-2.112107849E-1,1.250349884E1
3.922615292E0,-1.259480896E0,-7.003935242E-1,1.197255295E1
3.942532292E0,-1.370998993E0,-8.255332947E-1,1.061577438E1
3.962449292E0,-4.730163574E-2,-6.256988525E-1,9.350755005E0
3.982366292E0,5.375321960E-1,-3.796105957E-1,7.488028564E0
4.002282292E0,1.292262726E0,-1.341210938E-1,6.568341064E0
4.022199292E0,2.316283264E0,-9.160949707E-2,6.102360077E0
4.042116292E0,2.918331299E0,-2.115101624E-1,5.719007263E0
4.062033292E0,2.651585999E0,-1.032852173E-1,5.486540680E0
4.081950292E0,2.337688751E0,1.017883301E-1,5.221142578E0
4.101867292E0,1.936373291E0,2.086660767E-1,5.476661224E0
4.121784292E0,1.735790405E0,4.490661621E-4,6.176605682E0
4.141701292E0,1.643582153E0,-2.880010986E-1,7.145391083E0
4.161618292E0,1.254092102E0,2.323168945E-1,8.163274384E0
4.181535292E0,1.012644196E0,1.057401123E0,8.800648956E0
4.201451292E0,1.284029846E0,9.062155151E-1,1.035262161E1
4.221368292E0,9.970765686E-1,7.158114624E-1,1.183828217E1
4.241285292E0,1.571282501E0,1.843416595E0,1.256217682E1
4.261202292E0,2.838397522E0,2.878214722E0,1.342707825E1
4.281119292E0,3.954925690E0,3.254831543E0,1.342543167E1
4.301036292E0,4.477638702E0,2.863694916E0,1.339773926E1
4.320953292E0,4.376449127E0,2.959196320E0,1.357931168E1
4.340870292E0,2.324216766E0,3.053500214E0,1.338756042E1
4.360787292E0,2.149530029E-1,2.008523254E0,1.320434143E1
4.380704292E0,-7.978408813E-1,1.550775146E0,1.278805710E1
4.400621292E0,-1.100810852E0,1.231339417E0,1.212538513E1
4.420538292E0,-1.292861481E0,8.960366821E-1,1.151480484E1
4.440455292E0,-7.966433716E-1,8.255332947E-1,1.041085052E1
4.460371292E0,7.918533325E-2,7.656578064E-1,9.161698151E0
4.480288292E0,9.116043091E-1,6.505471802E-1,7.772886200E0
4.500205292E0,1.745071106E0,4.543052673E-1,6.617139587E0
4.520122292E0,2.370769958E0,2.454895020E-1,5.981261902E0
4.540039292E0,2.750530243E0,3.772155762E-1,5.539979553E0
4.559956292E0,2.599793701E0,5.622308350E-1,4.940925293E0
4.579873292E0,2.233954468E0,8.978329468E-1,4.397106171E0
4.599790292E0,1.838626556E0,9.135502625E-1,4.347259827E0
4.619707292E0,1.649719391E0,7.158114624E-1,5.540428619E0
4.639624292E0,1.385219421E0,7.674540710E-1,7.194938049E0
4.659541292E0,9.924362183E-1,1.376537476E0,7.276368713E0
4.679457292E0,8.949888611E-1,2.153571625E0,8.375383301E0
4.699374292E0,1.755699005E0,3.368894348E0,1.002659958E1
4.719291292E0,3.398682404E0,4.511917419E0,1.164937500E1
4.739211958E0,3.611240387E0,3.917653198E0,1.329220871E1
4.759128958E0,3.859723663E0,1.998344421E0,1.378678024E1
4.779045959E0,5.798042908E0,8.232879639E-1,1.384800293E1
4.798962959E0,7.159312134E0,4.716691589E-1,1.319625824E1
4.818879959E0,6.461313629E0,-1.410067749E-1,1.250589386E1
4.838796958E0,3.292553101E0,-9.081614685E-1,1.309611649E1
4.858713958E0,2.698887634E-1,-1.138981476E0,1.343935272E1
4.878630958E0,-1.200802917E0,-8.701405334E-1,1.361972763E1
4.898546958E0,-1.006357269E0,-1.246907043E-1,1.289283920E1
4.918463958E0,-5.749543762E-1,2.433938599E-1,1.148830994E1
4.938380959E0,2.606080627E-1,7.607180786E-1,1.001627106E1
4.958297959E0,1.527723083E0,1.213676147E0,8.632997589E0
4.978214959E0,2.351011047E0,1.018332367E0,7.254514160E0
4.998131958E0,2.753673706E0,6.011499023E-1,6.143075409E0
5.018048958E0,2.731669464E0,4.796026611E-1,5.358706512E0
5.037965958E0,2.743345184E0,4.014651489E-1,4.764142914E0
5.057882959E0,2.197131042E0,3.523672485E-1,4.276457062E0
5.077799959E0,1.723366241E0,1.857637024E-1,4.101470947E0
5.097716958E0,1.520987091E0,1.856140137E-1,4.323758698E0
5.117633958E0,1.883084106E0,7.289840698E-2,5.881269836E0
5.137549959E0,2.029479675E0,-1.775308228E-1,7.489375763E0
5.157466958E0,2.439626770E0,-2.133064270E-1,8.567284241E0
5.177383958E0,3.156635742E0,-1.830693054E-1,9.904752960E0
5.197300958E0,3.974085846E0,-5.167254639E-1,1.101229980E1
5.217217959E0,4.461472321E0,-3.748205566E-1,1.113504456E1
5.237134959E0,4.391567688E0,4.134402466E-1,1.219993011E1
5.257051959E0,4.812642059E0,9.274713135E-1,1.282024017E1
5.276968958E0,5.119354248E0,1.624421997E0,1.305450302E1
5.296885958E0,5.230273590E0,2.119592285E0,1.270976990E1
5.316802958E0,4.673132172E0,2.206711121E0,1.285182449E1
5.336719959E0,3.009192352E0,2.197280731E0,1.284838165E1
5.356636959E0,1.346899109E0,2.450853424E0,1.174787018E1
5.376553958E0,2.365081787E-2,2.375709686E0,1.178903458E1
5.396469959E0,-8.849597168E-1,2.057770844E0,1.178843582E1
5.416386959E0,-1.302142181E0,1.923500061E0,1.255349487E1
5.436303958E0,-1.374890900E0,2.099833374E0,1.180699722E1
5.456220958E0,-7.587721252E-1,2.065704346E0,1.026460464E1
5.476137958E0,2.978805542E-2,1.694176941E0,8.326734467E0
5.496054959E0,6.792874146E-1,1.085392914E0,6.812333679E0
5.515971959E0,1.092128906E0,4.254153442E-1,5.846242676E0
5.535888959E0,1.225651245E0,-1.984872437E-1,5.683231659E0
5.555805958E0,1.105301514E0,-6.707551575E-1,5.851032715E0
5.575722958E0,9.794132996E-1,-6.007008362E-1,5.898933105E0
5.595639959E0,6.123765564E-1,-6.259982300E-1,5.915548553E0
5.615556959E0,4.908293152E-1,-7.122189331E-1,6.039490814E0
5.635473959E0,4.466711426E-1,-6.671626282E-1,6.830595703E0
5.655389959E0,1.095272369E0,-4.593946838E-1,7.861052856E0
5.675306959E0,1.782942352E0,-4.879852295E-1,9.178014221E0
5.695223959E0,2.113604736E0,-5.433700562E-1,9.916129303E0
5.715140958E0,2.744991760E0,-4.935237122E-1,1.007719437E1
5.735054917E0,3.322341156E0,-7.604187012E-1,1.083731369E1
5.754971917E0,3.344195709E0,-1.016386414E0,1.360730347E1
5.774888917E0,3.048410797E0,-1.631756744E0,1.493144989E1
5.794805917E0,3.660637665E0,-1.901944885E0,1.339863739E1
5.814722917E0,2.822081451E0,-2.524350586E0,1.332469116E1
5.834639917E0,9.132508850E-1,-2.372566223E0,1.405801620E1
5.854556917E0,-9.312135315E-1,-1.917063446E0,1.391626099E1
5.874473917E0,-1.783241730E0,-1.815275116E0,1.333172653E1
5.894390917E0,-1.311722260E0,-1.796713715E0,1.239452545E1
5.914306917E0,-1.926493835E-1,-1.707948303E0,1.089674011E1
5.934223917E0,1.044378204E0,-1.580712891E0,9.403146057E0
5.954140917E0,1.797013092E0,-1.481319580E0,8.035889282E0
5.974057917E0,1.882934418E0,-1.473535767E0,6.938970337E0
5.993974917E0,1.743125153E0,-1.392554169E0,5.982758789E0
6.013891917E0,1.532213745E0,-1.256038055E0,5.276826782E0
6.033808917E0,1.197360077E0,-1.041833496E0,4.909041595E0
6.053725917E0,9.654922485E-1,-8.503816223E-1,4.930297394E0
6.073642917E0,7.092251587E-1,-7.189549255E-1,5.445825348E0
6.093559917E0,6.497987366E-1,-5.108876038E-1,6.483916626E0
6.113476917E0,7.972421265E-1,-3.335064697E-1,7.338639221E0
6.133393917E0,1.142274628E0,-5.393284607E-1,8.463999023E0
6.153309917E0,1.917662201E0,-6.411167908E-1,9.126970367E0
6.173226917E0,2.509531403E0,-3.076103210E-1,9.945617981E0
6.193143917E0,2.660567322E0,2.154020691E-1,1.163186142E1
6.213060917E0,3.095113678E0,6.027964783E-1,1.267848495E1
6.232977917E0,3.769311676E0,8.026309204E-1,1.292217819E1
6.252894917E0,4.144730988E0,7.195536804E-1,1.290526337E1
6.272811917E0,3.549119568E0,6.421646118E-1,1.349503693E1
6.292728917E0,1.392254791E0,1.244212646E0,1.427027481E1
6.312645917E0,-8.030799866E-1,1.163231049E0,1.374172394E1
6.332562917E0,-1.853445740E0,6.081852722E-1,1.261037659E1
6.352479917E0,-1.273551636E0,1.233884125E0,1.227701981E1
6.372396917E0,-3.451821899E-1,2.196382599E0,1.135314102E1
6.392313917E0,3.541635132E-1,2.533032532E0,9.927805023E0
6.412230917E0,7.276368713E-1,1.969454498E0,8.858428802E0
6.432146917E0,1.013841705E0,1.251098328E0,8.005053406E0
6.452063917E0,1.239871674E0,7.547305298E-1,7.186854858E0
6.471980917E0,1.158141632E0,3.239263916E-1,6.544839935E0
6.491897917E0,1.070424042E0,1.881587219E-1,6.151008911E0
6.511814917E0,9.877958679E-1,3.459306335E-1,5.776487732E0
6.531731917E0,1.025966492E0,5.528004456E-1,5.466183014E0
6.551648917E0,1.166224823E0,4.987628174E-1,5.497767334E0
6.571565917E0,1.196312256E0,3.683839417E-1,6.280789032E0
6.591482917E0,1.327289886E0,5.486091614E-1,7.170987854E0
6.611399917E0,1.915416870E0,6.577322388E-1,7.756270752E0
6.631316917E0,2.443967743E0,6.125262451E-1,8.979526978E0
6.651233917E0,2.888243866E0,4.722679138E-1,1.026924500E1
6.671149917E0,3.115471344E0,4.598437500E-1,1.100721039E1
6.691066917E0,3.228486328E0,4.679269409E-1,1.160895905E1
6.710983917E0,3.169508972E0,3.020718384E-1,1.268102966E1
6.730900917E0,3.561094666E0,3.240760803E-1,1.342303665E1
6.750817667E0,4.270170135E0,2.041754150E-1,1.328217957E1
6.770734667E0,3.172053680E0,-5.056484985E-1,1.356329498E1
6.790651667E0,1.209634552E0,-9.762698364E-1,1.404903488E1
6.810568667E0,-6.324348450E-1,-9.621990967E-1,1.428195053E1
6.830485667E0,-1.415306854E0,-7.746391296E-1,1.359338242E1
6.850402667E0,-1.462907867E0,-7.717950439E-1,1.235410950E1
6.870319667E0,-7.752378845E-1,-7.999365234E-1,1.088326813E1
6.890236667E0,3.855981445E-1,-7.473957825E-1,9.419013062E0
6.910152667E0,1.420096893E0,-5.795947266E-1,8.200397186E0
6.930069667E0,1.986219635E0,-6.236032104E-1,7.203320618E0
6.949986667E0,2.076481934E0,-8.217910767E-1,6.464457092E0
6.969903667E0,1.935475159E0,-9.372010803E-1,5.949677582E0
6.989820667E0,1.591939545E0,-9.928852844E-1,5.824388123E0
7.009737667E0,1.100511475E0,-9.919871521E-1,6.212980042E0
7.029654667E0,6.158193970E-1,-8.705895996E-1,6.742728424E0
7.049571667E0,4.971162415E-1,-5.926176453E-1,6.834487610E0
7.069488667E0,8.027806091E-1,-3.258723450E-1,6.981182556E0
7.089405667E0,1.464853821E0,-3.231779480E-1,7.488477631E0
7.109322667E0,2.112407227E0,-3.939807129E-1,8.134384460E0
7.129239667E0,2.441423035E0,-2.615061951E-1,8.822952576E0
7.149156667E0,2.262694702E0,1.486408997E-1,9.954599304E0
7.169072667E0,2.210752716E0,4.634362793E-1,1.145657593E1
7.188989667E0,2.737058258E0,4.781057739E-1,1.259001892E1
7.208906667E0,3.344644775E0,4.716691589E-1,1.298145493E1
7.228823667E0,3.577560425E0,4.249662781E-1,1.321077805E1
7.248740667E0,3.264411621E0,7.074288940E-1,1.371792343E1
7.268657667E0,1.154549103E0,1.551673279E0,1.426937668E1
7.288574667E0,-8.580157471E-1,1.820663910E0,1.365565292E1
7.308491667E0,-1.793570251E0,1.253493347E0,1.298355057E1
7.328408667E0,-1.621278534E0,1.208287354E0,1.270797363E1
7.348325667E0,-9.054670715E-1,1.941462708E0,1.175819870E1
7.368242667E0,-2.664459229E-2,2.126927032E0,1.023751099E1
7.388159667E0,6.939569092E-1,1.469494171E0,9.042845306E0
7.408076667E0,1.084195404E0,8.686436462E-1,7.981103210E0
7.427993667E0,1.403481445E0,4.162843323E-1,6.880741425E0
7.447909667E0,1.515149231E0,1.782792664E-1,6.189628601E0
7.467826667E0,1.527423706E0,2.079176331E-1,5.955066376E0
7.487743667E0,1.364861755E0,3.561094666E-1,5.966742096E0
7.507660667E0,1.377136230E0,3.839515686E-1,5.933960266E0
7.527577667E0,1.584754486E0,2.827619934E-1,5.962999878E0
7.547494667E0,1.632954254E0,3.568579102E-1,6.364914093E0
7.567411667E0,1.829944611E0,6.809339905E-1,7.297474823E0
7.587328667E0,2.450104980E0,7.623646545E-1,8.567882996E0
7.607245667E0,3.225492554E0,4.451742554E-1,9.200467529E0
7.627162667E0,3.341950378E0,2.281256104E-1,9.771679688E0
7.647079667E0,3.109334106E0,3.474275208E-1,1.084719315E1
7.666996667E0,3.324885864E0,4.041595459E-1,1.179157928E1
7.686913667E0,3.666924591E0,2.035766602E-2,1.245993942E1
7.706830667E0,4.439318390E0,-3.372486877E-1,1.271635620E1
7.726746667E0,4.730462952E0,-7.191046143E-1,1.279688873E1
7.746663667E0,3.101999359E0,-1.283281403E0,1.347842148E1
7.766580667E0,1.427731018E0,-1.300645294E0,1.354533234E1
7.786497667E0,2.538720703E-1,-1.178948364E0,1.311348038E1
7.806414667E0,-2.877017212E-1,-1.138233032E0,1.269734573E1
7.826331667E0,-1.910028076E-1,-1.119072876E0,1.191133026E1
7.846248667E0,2.510279846E-1,-9.183403015E-1,1.065708847E1
7.866165667E0,9.521699524E-1,-7.027885437E-1,9.318122864E0
7.886082667E0,1.684297485E0,-5.122348022E-1,8.164471893E0
7.905999667E0,2.116598511E0,-4.555027771E-1,7.163204041E0
7.925916667E0,2.284100189E0,-4.855902100E-1,6.208190002E0
7.945833667E0,2.225122833E0,-4.876858521E-1,5.692212982E0
7.965750667E0,2.018851776E0,-3.646417236E-1,5.298232269E0
7.985667667E0,1.750908966E0,-2.227368164E-1,4.943919067E0
8.005584667E0,1.199156342E0,-3.032693481E-1,5.495971069E0
8.025501667E0,7.432044983E-1,-2.830613708E-1,6.754104767E0
8.045417667E0,9.265731812E-1,-5.981561279E-1,7.008425903E0
8.065334667E0,1.754202118E0,-9.297166443E-1,7.355554047E0
8.085251667E0,2.654280396E0,-8.349636841E-1,8.355175323E0
8.105168667E0,2.922821960E0,-4.432283020E-1,9.641151123E0
8.125085667E0,3.303330688E0,-2.255809021E-1,1.116932327E1
8.145002667E0,3.837120667E0,-1.630110168E-1,1.196940948E1
8.164919667E0,4.173321533E0,4.775070190E-2,1.288834854E1
8.184836667E0,4.434977417E0,3.275189209E-1,1.374456802E1
8.204753667E0,4.339176636E0,5.903723145E-1,1.382450180E1
8.224670667E0,3.667523346E0,7.360194397E-1,1.389186172E1
8.244587667E0,2.007924500E0,1.104104004E0,1.394455215E1
