"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.313321583E0,1.746353108E0,-3.748524240E-1,1.841220381E0
7.333238583E0,1.433858608E0,-6.418866498E-1,2.977525002E0
7.353154583E0,2.467598096E-1,-5.463258968E-1,3.638010110E0
7.373070583E0,-6.774728774E-1,-2.375688636E-1,3.343119237E0
7.392986583E0,-8.908640890E-1,-4.492122329E-1,2.580397902E0
7.412902583E0,-7.902395010E-1,-7.797023799E-1,2.290816301E0
7.432818583E0,-8.530717801E-1,-8.626076386E-1,1.715033959E0
7.452734583E0,-9.643026325E-1,-7.831529680E-1,8.218261600E-1
7.472650583E0,-9.961350207E-1,-6.945571259E-1,1.058615005E-1
7.492566583E0,-9.698130485E-1,-5.565976274E-1,-5.613946831E-1
7.512482583E0,-1.010966191E0,-4.307560448E-1,-1.332273468E0
7.532397875E0,-1.005759538E0,-4.582265563E-1,-2.005102633E0
7.552314875E0,-9.459480764E-1,-5.672373306E-1,-2.383971217E0
7.572230875E0,-9.110926777E-1,-6.793476409E-1,-2.574286392E0
7.592146875E0,-8.849203943E-1,-7.298585940E-1,-2.685092298E0
7.612062875E0,-8.252799641E-1,-8.043587726E-1,-2.708834918E0
7.631978875E0,-6.549549575E-1,-8.972102183E-1,-2.678647497E0
7.651894875E0,-3.507297358E-1,-1.005862083E0,-2.402160736E0
7.671810875E0,3.118612468E-2,-1.103711290E0,-2.004569367E0
7.691726875E0,3.624994500E-1,-1.060861140E0,-1.551974410E0
7.711642875E0,5.390548110E-1,-9.169610895E-1,-1.005136955E0
