"Time (s)","X (µT)","Y (µT)","Z (µT)"
8.655424998E-1,-8.305092773E2,7.869035645E2,-4.387197113E1
8.854585001E-1,-8.312233887E2,7.867401123E2,-4.307307434E1
9.053745000E-1,-8.313229980E2,7.861141968E2,-4.229853058E1
9.252895000E-1,-8.308820190E2,7.852869263E2,-4.258310699E1
9.452054999E-1,-8.305614624E2,7.846610718E2,-4.261452484E1
9.651215002E-1,-8.307710571E2,7.839948730E2,-4.282204437E1
9.850365003E-1,-8.305469360E2,7.838995972E2,-4.307055664E1
1.004952500E0,-8.314211426E2,7.841632080E2,-4.232806396E1
1.024867500E0,-8.309052734E2,7.837727051E2,-4.198842621E1
1.044783500E0,-8.308502197E2,7.834743652E2,-4.163404846E1
1.064699500E0,-8.310330811E2,7.830615234E2,-4.216423798E1
1.084614500E0,-8.304521484E2,7.828204956E2,-4.214103699E1
1.104530500E0,-8.310745239E2,7.823964233E2,-4.251274109E1
1.124446500E0,-8.306522827E2,7.818605347E2,-4.249457550E1
1.144361500E0,-8.309415894E2,7.811452026E2,-4.156289673E1
1.164277500E0,-8.309238892E2,7.811245728E2,-4.260344696E1
1.184192500E0,-8.311327515E2,7.810728149E2,-4.235961914E1
1.204108500E0,-8.314829102E2,7.803479004E2,-4.247715759E1
1.224024500E0,-8.310467529E2,7.797822876E2,-4.238634491E1
1.243939500E0,-8.310947876E2,7.793800659E2,-4.231098175E1
1.263855500E0,-8.315675659E2,7.794260254E2,-4.259091187E1
1.283767250E0,-8.307947998E2,7.790910034E2,-4.238415527E1
1.303682250E0,-8.312671509E2,7.788805542E2,-4.230081177E1
1.323598250E0,-8.312659912E2,7.787895508E2,-4.221096039E1
1.343513250E0,-8.312672119E2,7.787030640E2,-4.231295776E1
1.363429250E0,-8.311914062E2,7.785731812E2,-4.229555511E1
1.383345250E0,-8.314411621E2,7.784076538E2,-4.205941772E1
1.403260250E0,-8.317279663E2,7.784187622E2,-4.217520905E1
1.423176250E0,-8.323919067E2,7.785731812E2,-4.191627502E1
1.443092250E0,-8.322824707E2,7.790348511E2,-4.177394867E1
1.463007250E0,-8.316790161E2,7.795277100E2,-4.180799866E1
1.482923250E0,-8.318931274E2,7.797033691E2,-4.149549103E1
1.502839250E0,-8.316019897E2,7.805185547E2,-4.140616608E1
1.522754250E0,-8.319621582E2,7.814340820E2,-4.125514984E1
1.542670250E0,-8.315288696E2,7.819415283E2,-4.114376831E1
1.562585250E0,-8.310469971E2,7.824201050E2,-4.147133636E1
1.582501250E0,-8.307603149E2,7.831916504E2,-4.179477692E1
1.602417250E0,-8.300075684E2,7.841116943E2,-4.245697784E1
1.622332250E0,-8.291375122E2,7.847667236E2,-4.330381012E1
1.642248250E0,-8.288347778E2,7.857351074E2,-4.340991211E1
1.662164250E0,-8.285911865E2,7.864009399E2,-4.322124481E1
1.682079250E0,-8.280574341E2,7.873553467E2,-4.347431946E1
1.701995250E0,-8.281000366E2,7.877291870E2,-4.382913971E1
1.721910250E0,-8.275295410E2,7.885622559E2,-4.396115112E1
1.741826250E0,-8.268627930E2,7.889599609E2,-4.396915436E1
1.761742250E0,-8.265701904E2,7.894027100E2,-4.402500916E1
1.781657250E0,-8.262587280E2,7.895875854E2,-4.393486023E1
1.801573250E0,-8.262802734E2,7.900366211E2,-4.389771271E1
1.821489250E0,-8.262047119E2,7.900046387E2,-4.382324982E1
1.841404250E0,-8.261009521E2,7.901786499E2,-4.374136353E1
1.861320250E0,-8.263847046E2,7.905970459E2,-4.381016541E1
1.881236250E0,-8.261787720E2,7.903660278E2,-4.371118927E1
1.901151250E0,-8.261768799E2,7.903375854E2,-4.379296112E1
1.921067250E0,-8.262439575E2,7.904152222E2,-4.358642578E1
1.940982250E0,-8.263222046E2,7.906242065E2,-4.331690216E1
1.960898250E0,-8.269904785E2,7.910936279E2,-4.334188843E1
1.980814250E0,-8.271500244E2,7.906875000E2,-4.317462158E1
2.000729250E0,-8.266567993E2,7.906877441E2,-4.269151306E1
2.020645250E0,-8.266302490E2,7.907072754E2,-4.257478333E1
2.040561250E0,-8.269601440E2,7.911111450E2,-4.241973114E1
2.060476250E0,-8.271248169E2,7.911427002E2,-4.195087433E1
2.080392250E0,-8.273090210E2,7.912992554E2,-4.129935455E1
2.100308250E0,-8.275596313E2,7.913428955E2,-4.112168884E1
2.120223250E0,-8.276797485E2,7.914892578E2,-4.031819916E1
2.140139250E0,-8.276947021E2,7.911369019E2,-3.997571564E1
2.160055250E0,-8.284919434E2,7.911668701E2,-3.970606232E1
2.179970250E0,-8.281593018E2,7.905799561E2,-3.961048889E1
2.199886250E0,-8.286197510E2,7.898316650E2,-3.993168640E1
2.219801250E0,-8.285649414E2,7.897454834E2,-4.025357056E1
2.239717250E0,-8.290030518E2,7.889816895E2,-4.036410522E1
2.259633250E0,-8.291165771E2,7.888270264E2,-4.070942688E1
2.279548750E0,-8.289289551E2,7.879860229E2,-4.122936249E1
2.299464750E0,-8.291489258E2,7.872155151E2,-4.130648041E1
2.319380750E0,-8.293843384E2,7.867098999E2,-4.188906097E1
2.339295750E0,-8.289939575E2,7.864966431E2,-4.279705048E1
2.359211750E0,-8.287034912E2,7.857154541E2,-4.273337555E1
2.379127750E0,-8.289207153E2,7.852152100E2,-4.344156647E1
2.399042750E0,-8.280100098E2,7.846593628E2,-4.362363434E1
2.418958750E0,-8.282297974E2,7.844974976E2,-4.423289490E1
2.438874750E0,-8.284786377E2,7.844716187E2,-4.517857361E1
2.458789750E0,-8.279926147E2,7.837908936E2,-4.505791473E1
2.478705750E0,-8.280475464E2,7.838325806E2,-4.584802246E1
2.498620750E0,-8.275314331E2,7.833455811E2,-4.590763092E1
2.518536750E0,-8.272170410E2,7.834851074E2,-4.674364471E1
2.538452750E0,-8.265891113E2,7.834616699E2,-4.714897156E1
2.558367750E0,-8.261533813E2,7.834440918E2,-4.789012146E1
2.578283750E0,-8.258942871E2,7.838586426E2,-4.837481689E1
2.598199750E0,-8.255050659E2,7.838489380E2,-4.864411926E1
2.618114750E0,-8.251365967E2,7.842160034E2,-4.889392853E1
2.638030750E0,-8.248026123E2,7.838110352E2,-4.933667755E1
2.657946750E0,-8.249491577E2,7.841664429E2,-4.948211670E1
2.677861750E0,-8.245062866E2,7.840918579E2,-4.985460663E1
2.697777750E0,-8.243646851E2,7.842228394E2,-4.978317261E1
2.717693750E0,-8.240819702E2,7.845008545E2,-5.019784546E1
2.737608750E0,-8.243001099E2,7.850761719E2,-5.044224548E1
2.757524750E0,-8.236451416E2,7.854287720E2,-4.982791138E1
2.777440750E0,-8.233325195E2,7.859982910E2,-5.048756409E1
2.797355750E0,-8.234105225E2,7.867938843E2,-5.060176086E1
2.817271750E0,-8.229008789E2,7.871290283E2,-5.042237854E1
2.837187750E0,-8.223983765E2,7.879362793E2,-5.027448273E1
2.857102750E0,-8.220604858E2,7.884661865E2,-4.992630005E1
2.877018750E0,-8.216897583E2,7.892048950E2,-5.065705872E1
2.896934750E0,-8.208381348E2,7.894365234E2,-5.084027863E1
2.916849750E0,-8.206538696E2,7.902973633E2,-5.123837280E1
2.936765750E0,-8.198215332E2,7.908690186E2,-5.141513824E1
2.956681750E0,-8.194721680E2,7.912561646E2,-5.162776947E1
2.976596750E0,-8.185592651E2,7.913265991E2,-5.165582275E1
2.996512750E0,-8.189484863E2,7.916881714E2,-5.172605896E1
3.016427750E0,-8.185063477E2,7.918221436E2,-5.157273102E1
3.036343750E0,-8.182109375E2,7.922506104E2,-5.150880432E1
3.056259750E0,-8.180849609E2,7.923325195E2,-5.168959808E1
3.076174750E0,-8.176082153E2,7.921614380E2,-5.154318237E1
3.096090750E0,-8.182125244E2,7.928413086E2,-5.135220337E1
3.116006750E0,-8.179584961E2,7.929728394E2,-5.135942841E1
3.135921750E0,-8.176400757E2,7.930044556E2,-5.149224854E1
3.155837750E0,-8.178107910E2,7.932158203E2,-5.123889160E1
3.175753750E0,-8.172352905E2,7.929393311E2,-5.176075745E1
3.195668750E0,-8.164140625E2,7.929610596E2,-5.230233002E1
3.215584750E0,-8.165192871E2,7.933373413E2,-5.275180054E1
3.235500750E0,-8.162289429E2,7.933950195E2,-5.269367981E1
3.255415750E0,-8.162176514E2,7.937802124E2,-5.293968201E1
3.275331750E0,-8.160401001E2,7.938461914E2,-5.281551361E1
3.295251250E0,-8.162456055E2,7.941452637E2,-5.278604126E1
3.315166250E0,-8.164737549E2,7.933872681E2,-5.304582214E1
3.335082250E0,-8.167456055E2,7.935355225E2,-5.321606445E1
3.354998250E0,-8.165183716E2,7.932340698E2,-5.297142792E1
3.374913250E0,-8.169583130E2,7.930258179E2,-5.283110046E1
3.394829250E0,-8.168817749E2,7.930360107E2,-5.300607300E1
3.414745250E0,-8.174857178E2,7.929220581E2,-5.268313599E1
3.434660250E0,-8.173372192E2,7.925253906E2,-5.255320740E1
3.454576250E0,-8.177717896E2,7.920188599E2,-5.258420563E1
3.474492250E0,-8.177509766E2,7.915187378E2,-5.238652039E1
3.494407250E0,-8.178710938E2,7.912225952E2,-5.272180176E1
3.514323250E0,-8.182657471E2,7.905890503E2,-5.319364929E1
3.534239250E0,-8.184417114E2,7.897952271E2,-5.387830353E1
3.554154250E0,-8.181434326E2,7.892341309E2,-5.414389801E1
3.574070250E0,-8.180103149E2,7.875391235E2,-5.456295013E1
3.593986250E0,-8.178880615E2,7.868775635E2,-5.517687988E1
3.613901250E0,-8.180952148E2,7.862766724E2,-5.545439911E1
3.633817250E0,-8.179369507E2,7.852410278E2,-5.553775787E1
3.653733250E0,-8.174140625E2,7.840679932E2,-5.573207092E1
3.673648250E0,-8.175103760E2,7.831702881E2,-5.581612396E1
3.693564250E0,-8.178478394E2,7.829319458E2,-5.583462524E1
3.713480250E0,-8.175120850E2,7.826151733E2,-5.584014893E1
3.733395250E0,-8.180620117E2,7.824593506E2,-5.543689728E1
3.753311250E0,-8.178895264E2,7.828249512E2,-5.546662140E1
3.773227250E0,-8.179484253E2,7.836578979E2,-5.515284729E1
3.793142250E0,-8.179706421E2,7.844724121E2,-5.529795837E1
3.813058250E0,-8.178548584E2,7.857268677E2,-5.433643341E1
3.832974250E0,-8.176608276E2,7.870825806E2,-5.399046326E1
3.852889250E0,-8.181522217E2,7.888369751E2,-5.345764923E1
3.872805250E0,-8.185054321E2,7.901801758E2,-5.225202942E1
3.892721250E0,-8.181463013E2,7.917976074E2,-5.125274658E1
3.912637250E0,-8.181174316E2,7.931313477E2,-4.989692688E1
3.932552250E0,-8.178978271E2,7.939681396E2,-4.987877655E1
3.952468250E0,-8.174324341E2,7.944421997E2,-5.018029022E1
3.972384250E0,-8.163217773E2,7.945036621E2,-5.021978760E1
3.992299250E0,-8.160069580E2,7.948387451E2,-5.103572083E1
4.012215250E0,-8.148952026E2,7.951668091E2,-5.196505737E1
4.032131250E0,-8.145109253E2,7.953375244E2,-5.195612335E1
4.052046250E0,-8.137197876E2,7.953817749E2,-5.275704956E1
4.071962250E0,-8.134569702E2,7.962698975E2,-5.266692352E1
4.091878250E0,-8.130128784E2,7.963612061E2,-5.241760254E1
4.111793250E0,-8.118096924E2,7.969974365E2,-5.300490570E1
4.131709250E0,-8.114334717E2,7.969578247E2,-5.304257202E1
4.151625250E0,-8.107249756E2,7.976463013E2,-5.296597290E1
4.171540250E0,-8.107211914E2,7.981989746E2,-5.268197632E1
4.191456250E0,-8.109014282E2,7.987381592E2,-5.225757599E1
4.211372250E0,-8.102042847E2,7.990096436E2,-5.200202179E1
4.231287250E0,-8.102806396E2,7.994929199E2,-5.172507477E1
4.251203250E0,-8.099974976E2,7.997360840E2,-5.129949188E1
4.271119250E0,-8.098992310E2,8.007319336E2,-5.172514343E1
4.291030750E0,-8.092388306E2,8.004518433E2,-5.154430389E1
4.310946750E0,-8.089129028E2,8.008258667E2,-5.198192596E1
4.330862750E0,-8.083320923E2,8.005819702E2,-5.215779114E1
4.350777750E0,-8.082459717E2,8.007716064E2,-5.208264160E1
4.370693750E0,-8.073819580E2,8.006260376E2,-5.242176056E1
4.390609750E0,-8.075891113E2,8.006232910E2,-5.214476013E1
4.410525750E0,-8.075828857E2,8.005998535E2,-5.215942383E1
4.430440750E0,-8.088015137E2,8.011389771E2,-5.170490265E1
4.450356750E0,-8.088320312E2,8.019022827E2,-5.148083496E1
4.470272750E0,-8.098167114E2,8.031565552E2,-5.136444855E1
4.490187750E0,-8.104321899E2,8.042477417E2,-5.001937866E1
4.510103750E0,-8.111358032E2,8.058710327E2,-5.010102844E1
4.530019750E0,-8.111182251E2,8.067700806E2,-4.954330444E1
4.549934750E0,-8.112949829E2,8.069583740E2,-4.921386719E1
4.569850750E0,-8.115861816E2,8.075815430E2,-4.944235992E1
4.589766750E0,-8.119074097E2,8.077317505E2,-4.875053406E1
4.609682750E0,-8.120100098E2,8.080582886E2,-4.892212677E1
4.629597750E0,-8.121834717E2,8.082947998E2,-4.901854706E1
4.649513750E0,-8.124250488E2,8.082802124E2,-4.888296509E1
4.669429750E0,-8.135127563E2,8.079602051E2,-4.877960968E1
4.689344750E0,-8.138259277E2,8.080850220E2,-4.860832214E1
4.709260750E0,-8.145586548E2,8.081301270E2,-4.866796875E1
4.729176750E0,-8.147779541E2,8.078931885E2,-4.860085297E1
4.749091750E0,-8.151088867E2,8.075667114E2,-4.845253754E1
4.769007750E0,-8.157977295E2,8.073609009E2,-4.880894470E1
4.788923750E0,-8.158464355E2,8.074016113E2,-4.849527740E1
4.808839750E0,-8.164053345E2,8.072449951E2,-4.851323700E1
4.828754750E0,-8.164149780E2,8.069633179E2,-4.885274506E1
4.848670750E0,-8.163796997E2,8.065272217E2,-4.879375458E1
4.868586750E0,-8.164999390E2,8.068013306E2,-4.891446686E1
4.888501750E0,-8.164628296E2,8.064539185E2,-4.874906158E1
4.908417750E0,-8.166636963E2,8.065018921E2,-4.882894897E1
4.928333750E0,-8.165592041E2,8.066331177E2,-4.890412903E1
4.948248750E0,-8.169398193E2,8.068287964E2,-4.849118042E1
4.968164750E0,-8.170991821E2,8.072513428E2,-4.842832947E1
4.988080750E0,-8.172731323E2,8.075272217E2,-4.848295593E1
5.007996750E0,-8.171373901E2,8.076369019E2,-4.825313568E1
5.027911750E0,-8.171411133E2,8.078082275E2,-4.841351318E1
5.047827750E0,-8.170881958E2,8.085223999E2,-4.822595215E1
5.067743750E0,-8.171588135E2,8.086679688E2,-4.748257446E1
5.087658750E0,-8.171384277E2,8.091589355E2,-4.744164276E1
5.107574750E0,-8.167619629E2,8.092396240E2,-4.700540161E1
5.127490750E0,-8.164566650E2,8.099497070E2,-4.706449890E1
5.147405750E0,-8.165005493E2,8.096478882E2,-4.691925049E1
5.167321750E0,-8.153777466E2,8.103422852E2,-4.738727570E1
5.187237750E0,-8.154135132E2,8.103948364E2,-4.757667542E1
5.207153750E0,-8.146837769E2,8.105137939E2,-4.805198669E1
5.227068750E0,-8.146090698E2,8.103173828E2,-4.767445374E1
5.246984750E0,-8.147537231E2,8.107394409E2,-4.770988464E1
5.266900750E0,-8.139377441E2,8.107214355E2,-4.809381866E1
5.286815417E0,-8.132255249E2,8.107634888E2,-4.842032623E1
5.306731417E0,-8.129980469E2,8.108491211E2,-4.857411957E1
5.326647417E0,-8.124312744E2,8.107695923E2,-4.884635925E1
5.346563417E0,-8.118245850E2,8.106210327E2,-4.916852570E1
5.366478417E0,-8.111101685E2,8.107981567E2,-5.018296051E1
5.386394417E0,-8.105618896E2,8.105397949E2,-5.058913422E1
5.406310417E0,-8.097624512E2,8.102310181E2,-5.128002167E1
5.426225417E0,-8.089653931E2,8.098019409E2,-5.260380554E1
5.446141417E0,-8.083392334E2,8.096244507E2,-5.352720642E1
5.466057417E0,-8.078682861E2,8.099865112E2,-5.470652771E1
5.485973417E0,-8.072327881E2,8.099229736E2,-5.516315460E1
5.505888417E0,-8.063486938E2,8.098167725E2,-5.528455353E1
5.525804417E0,-8.062709961E2,8.096235962E2,-5.569647980E1
5.545720417E0,-8.059543457E2,8.101622314E2,-5.534792328E1
5.565635417E0,-8.052486572E2,8.101823730E2,-5.541548157E1
5.585551417E0,-8.055044556E2,8.102382202E2,-5.474804688E1
5.605467417E0,-8.058369141E2,8.107900391E2,-5.407347870E1
5.625383417E0,-8.062077637E2,8.107874146E2,-5.372265625E1
5.645298417E0,-8.065988159E2,8.113955078E2,-5.291387939E1
5.665214417E0,-8.065471802E2,8.118125610E2,-5.201101685E1
5.685130417E0,-8.068858643E2,8.121771240E2,-5.220016479E1
5.705046417E0,-8.069570923E2,8.123250122E2,-5.152158356E1
5.724961417E0,-8.074082642E2,8.124679565E2,-5.147261047E1
5.744877417E0,-8.074074097E2,8.121580200E2,-5.136704254E1
5.764793416E0,-8.072389526E2,8.121696167E2,-5.134694672E1
5.784709417E0,-8.082446289E2,8.123128662E2,-5.092919159E1
5.804624417E0,-8.087801514E2,8.124640503E2,-5.034669495E1
5.824540417E0,-8.087229004E2,8.121193237E2,-5.010324860E1
5.844456417E0,-8.093895874E2,8.120606079E2,-4.998429871E1
5.864371417E0,-8.097939453E2,8.121021729E2,-5.024089813E1
5.884287417E0,-8.096705933E2,8.117499390E2,-5.042115784E1
5.904203417E0,-8.101682739E2,8.117504883E2,-5.073991394E1
5.924119417E0,-8.101068115E2,8.117846069E2,-5.094549561E1
5.944034417E0,-8.102231445E2,8.115936279E2,-5.079905701E1
5.963950417E0,-8.100575562E2,8.110399170E2,-5.123454285E1
5.983866417E0,-8.096503906E2,8.109304199E2,-5.149581909E1
6.003782417E0,-8.093161011E2,8.109860840E2,-5.209686279E1
6.023697417E0,-8.085782471E2,8.106624146E2,-5.240428162E1
6.043613417E0,-8.086341553E2,8.105222778E2,-5.220071411E1
6.063529417E0,-8.080841675E2,8.106198730E2,-5.272212219E1
6.083445417E0,-8.086876831E2,8.104502563E2,-5.266330719E1
6.103360417E0,-8.081417236E2,8.101215820E2,-5.268582916E1
6.123276417E0,-8.082373657E2,8.102727051E2,-5.290387726E1
6.143192417E0,-8.085734863E2,8.102698364E2,-5.288992310E1
6.163108417E0,-8.078671875E2,8.101439819E2,-5.296430969E1
6.183023417E0,-8.078388062E2,8.106333008E2,-5.310868073E1
6.202939417E0,-8.080532837E2,8.107178955E2,-5.304158783E1
6.222855417E0,-8.075753174E2,8.106025391E2,-5.298314667E1
6.242770417E0,-8.066719360E2,8.106890869E2,-5.307265472E1
6.262686417E0,-8.064042969E2,8.105610352E2,-5.379565430E1
6.282602250E0,-8.058187256E2,8.105919800E2,-5.392731476E1
6.302518250E0,-8.046748047E2,8.098760986E2,-5.395436859E1
6.322433250E0,-8.039428711E2,8.099655151E2,-5.498884583E1
6.342349250E0,-8.032849121E2,8.101622314E2,-5.492550659E1
6.362265250E0,-8.033594971E2,8.105132446E2,-5.483358002E1
6.382181250E0,-8.029303589E2,8.107134399E2,-5.528881836E1
6.402096250E0,-8.020477295E2,8.103018799E2,-5.513950348E1
6.422012250E0,-8.006055908E2,8.102556763E2,-5.561986542E1
6.441928250E0,-7.998864746E2,8.096456299E2,-5.616762543E1
6.461844250E0,-7.986867676E2,8.093868408E2,-5.659957123E1
6.481759250E0,-7.972922974E2,8.085706787E2,-5.738200378E1
6.501675250E0,-7.964159546E2,8.083280640E2,-5.763790131E1
6.521591250E0,-7.959299927E2,8.079629517E2,-5.820908356E1
6.541507250E0,-7.951439819E2,8.077829590E2,-5.814608002E1
6.561422250E0,-7.941105347E2,8.071361694E2,-5.776263428E1
6.581338250E0,-7.941046753E2,8.068890991E2,-5.828507996E1
6.601254250E0,-7.930410767E2,8.065913696E2,-5.842292786E1
6.621170250E0,-7.928973389E2,8.060712280E2,-5.921168518E1
6.641085250E0,-7.928186646E2,8.059059448E2,-5.924733734E1
6.661001250E0,-7.921319580E2,8.055267944E2,-5.921690369E1
6.680917250E0,-7.917226562E2,8.053460083E2,-5.943811035E1
6.700833250E0,-7.914498901E2,8.056613159E2,-5.913854980E1
6.720748250E0,-7.915770874E2,8.051478271E2,-5.855837250E1
6.740664250E0,-7.913883057E2,8.055440063E2,-5.852420807E1
6.760580250E0,-7.916304321E2,8.059741821E2,-5.815377808E1
6.780496250E0,-7.917930298E2,8.061145630E2,-5.784843445E1
6.800411250E0,-7.913129883E2,8.064302368E2,-5.760151672E1
6.820327250E0,-7.915036621E2,8.065488892E2,-5.719476318E1
6.840243250E0,-7.908402100E2,8.064935303E2,-5.731640625E1
6.860159250E0,-7.909198608E2,8.069469604E2,-5.720935822E1
6.880074250E0,-7.904167480E2,8.066915283E2,-5.693630981E1
6.899990250E0,-7.902087402E2,8.067242432E2,-5.649346924E1
6.919906250E0,-7.905502930E2,8.072792358E2,-5.578160095E1
6.939822250E0,-7.908912354E2,8.073651123E2,-5.610136414E1
6.959737250E0,-7.907103271E2,8.073885498E2,-5.588105011E1
6.979653250E0,-7.906900024E2,8.073619995E2,-5.625295258E1
6.999569250E0,-7.910781250E2,8.071823730E2,-5.611498260E1
7.019485250E0,-7.908599854E2,8.072806396E2,-5.598837280E1
7.039401250E0,-7.906813965E2,8.070457153E2,-5.647716522E1
7.059316250E0,-7.903009644E2,8.065367432E2,-5.643257904E1
7.079232250E0,-7.897560425E2,8.066099243E2,-5.698915100E1
7.099148250E0,-7.893018188E2,8.061552734E2,-5.738162994E1
7.119064250E0,-7.883719482E2,8.061375732E2,-5.723555756E1
7.138979250E0,-7.881838379E2,8.061145630E2,-5.772703552E1
7.158895250E0,-7.870941772E2,8.053164673E2,-5.781240845E1
7.178811250E0,-7.860319214E2,8.052949829E2,-5.796787262E1
7.198727250E0,-7.856493530E2,8.047437134E2,-5.848098755E1
7.218642250E0,-7.852357788E2,8.041051636E2,-5.796008301E1
7.238558250E0,-7.846980591E2,8.041376343E2,-5.798265839E1
7.258474250E0,-7.851032104E2,8.042012329E2,-5.846693420E1
7.278390250E0,-7.850717773E2,8.041768799E2,-5.835208130E1
7.298305000E0,-7.852060547E2,8.039520264E2,-5.819381714E1
7.318221000E0,-7.860455322E2,8.043048096E2,-5.779737854E1
7.338137000E0,-7.865422363E2,8.041972656E2,-5.792118835E1
7.358053000E0,-7.874406738E2,8.046546631E2,-5.777536774E1
7.377968000E0,-7.881509399E2,8.047985840E2,-5.741761017E1
7.397884000E0,-7.882977905E2,8.054217529E2,-5.731048584E1
7.417800000E0,-7.888773804E2,8.055402832E2,-5.671154785E1
7.437716000E0,-7.891798096E2,8.058913574E2,-5.626371765E1
7.457631000E0,-7.902426147E2,8.062705078E2,-5.566332245E1
7.477547000E0,-7.908274536E2,8.065250854E2,-5.515938568E1
7.497463000E0,-7.908286743E2,8.070685425E2,-5.566798401E1
7.517379000E0,-7.906663818E2,8.072658081E2,-5.520885468E1
7.537295000E0,-7.905684204E2,8.078418579E2,-5.574560547E1
7.557210000E0,-7.900658569E2,8.082719727E2,-5.542375946E1
7.577126000E0,-7.893793945E2,8.078132324E2,-5.554808044E1
7.597042000E0,-7.884029541E2,8.077443237E2,-5.602056885E1
7.616958000E0,-7.876468506E2,8.072925415E2,-5.645902252E1
7.636873000E0,-7.863379517E2,8.066051636E2,-5.667867279E1
7.656789000E0,-7.859547729E2,8.061320190E2,-5.720777130E1
7.676705000E0,-7.851757812E2,8.055274048E2,-5.735195160E1
7.696621000E0,-7.842953491E2,8.052849731E2,-5.776171112E1
7.716536000E0,-7.838466187E2,8.050611572E2,-5.804711914E1
7.736452000E0,-7.838859253E2,8.045588379E2,-5.809622955E1
7.756368000E0,-7.839067383E2,8.043181152E2,-5.813559723E1
7.776284000E0,-7.845335083E2,8.043881226E2,-5.805422211E1
7.796200000E0,-7.846800537E2,8.043171997E2,-5.838547516E1
7.816115000E0,-7.851130981E2,8.041591187E2,-5.808150482E1
7.836031000E0,-7.861348267E2,8.045626831E2,-5.817147827E1
7.855947000E0,-7.860816040E2,8.042932739E2,-5.790998077E1
7.875863000E0,-7.867330933E2,8.044453735E2,-5.741293335E1
7.895778000E0,-7.874693604E2,8.054092407E2,-5.725686646E1
7.915694000E0,-7.876409302E2,8.061572876E2,-5.704386902E1
7.935610000E0,-7.877824097E2,8.061733398E2,-5.652160645E1
7.955526000E0,-7.871654053E2,8.066566162E2,-5.644114685E1
7.975442000E0,-7.862734985E2,8.068287964E2,-5.632401276E1
7.995357000E0,-7.860277100E2,8.067924805E2,-5.577960205E1
8.015273000E0,-7.855748901E2,8.073032837E2,-5.604052734E1
8.035189000E0,-7.844364624E2,8.068246460E2,-5.528552246E1
8.055105000E0,-7.838160400E2,8.066928711E2,-5.595320892E1
8.075021000E0,-7.826471558E2,8.063742065E2,-5.632249451E1
8.094936000E0,-7.820488281E2,8.062866821E2,-5.620146942E1
8.114852000E0,-7.820522461E2,8.060488281E2,-5.602033234E1
