"Time (s)","X (hPa)"
1.066037052E2,1.033760834E3
1.075317363E2,1.033764725E3
1.084597802E2,1.033768311E3
1.093879063E2,1.033772278E3
1.103160773E2,1.033775940E3
1.112442322E2,1.033781738E3
1.121723943E2,1.033786392E3
1.131006043E2,1.033790588E3
1.140285902E2,1.033796005E3
1.149566443E2,1.033801422E3
1.158847412E2,1.033803101E3
1.168127862E2,1.033803101E3
1.177407832E2,1.033802872E3
1.186687082E2,1.033802872E3
1.195967222E2,1.033805542E3
1.205248682E2,1.033807831E3
1.214532183E2,1.033809128E3
1.223815793E2,1.033811111E3
1.233098752E2,1.033811111E3
1.242382333E2,1.033810730E3
1.251665573E2,1.033810043E3
1.260948443E2,1.033809280E3
1.270232162E2,1.033808212E3
1.279515542E2,1.033806839E3
1.288798383E2,1.033802643E3
1.298083032E2,1.033796539E3
1.307366003E2,1.033790054E3
1.316649682E2,1.033782501E3
1.325934173E2,1.033774033E3
1.335218923E2,1.033767853E3
1.344503733E2,1.033763504E3
1.353788332E2,1.033761597E3
1.363073542E2,1.033760529E3
1.372357842E2,1.033760529E3
1.381641312E2,1.033763351E3
1.390924512E2,1.033767853E3
1.400207633E2,1.033771286E3
1.409490822E2,1.033774033E3
1.418773912E2,1.033777618E3
1.428058113E2,1.033780136E3
1.437343102E2,1.033783646E3
1.446628682E2,1.033787842E3
1.455914013E2,1.033789825E3
1.465198572E2,1.033791275E3
1.474483172E2,1.033793182E3
1.483767712E2,1.033795166E3
1.493051762E2,1.033797836E3
1.502336103E2,1.033801193E3
1.511617962E2,1.033804398E3
1.520900022E2,1.033806610E3
1.530184123E2,1.033812408E3
1.539467852E2,1.033815994E3
1.548751533E2,1.033816452E3
1.558035453E2,1.033816452E3
1.567319942E2,1.033816452E3
1.576604623E2,1.033815079E3
1.585889022E2,1.033815079E3
1.595172403E2,1.033817902E3
1.604455542E2,1.033818512E3
1.613738582E2,1.033818741E3
1.623022072E2,1.033819885E3
1.632306143E2,1.033819885E3
1.641590893E2,1.033818741E3
1.650875413E2,1.033818741E3
1.660160682E2,1.033819580E3
1.669446802E2,1.033822250E3
1.678731692E2,1.033824844E3
1.688016433E2,1.033828659E3
1.697301442E2,1.033831711E3
1.706586532E2,1.033834915E3
1.715871672E2,1.033837051E3
1.725153032E2,1.033840332E3
1.734435112E2,1.033841019E3
1.743717612E2,1.033841019E3
1.753000662E2,1.033841019E3
1.762283572E2,1.033842316E3
1.771568212E2,1.033842621E3
1.780853502E2,1.033842850E3
1.790140023E2,1.033844223E3
1.799426482E2,1.033844757E3
1.808713182E2,1.033844757E3
1.817998512E2,1.033844757E3
1.827285142E2,1.033846512E3
1.836572212E2,1.033849487E3
1.845859312E2,1.033852692E3
1.855145503E2,1.033857117E3
1.864433413E2,1.033861847E3
1.873722282E2,1.033864059E3
1.883009793E2,1.033867035E3
1.892295892E2,1.033870544E3
1.901581782E2,1.033871307E3
1.910868423E2,1.033871460E3
1.920154552E2,1.033871994E3
1.929440852E2,1.033871994E3
1.938727082E2,1.033872223E3
1.948014782E2,1.033871841E3
1.957301672E2,1.033871918E3
1.966588723E2,1.033871918E3
1.975874922E2,1.033872299E3
1.985159882E2,1.033872604E3
1.994442392E2,1.033873978E3
2.003725523E2,1.033874130E3
2.013009952E2,1.033876419E3
2.022296412E2,1.033876419E3
2.031582512E2,1.033873978E3
2.040869202E2,1.033870697E3
2.050155582E2,1.033865433E3
2.059442382E2,1.033859711E3
2.068728482E2,1.033855743E3
2.078014522E2,1.033855515E3
2.087298132E2,1.033851776E3
2.096583042E2,1.033848495E3
2.105869982E2,1.033843307E3
2.115157582E2,1.033838348E3
2.124443722E2,1.033835983E3
2.133731532E2,1.033834381E3
2.143019402E2,1.033834381E3
2.152307053E2,1.033836670E3
2.161594392E2,1.033839569E3
2.170882632E2,1.033844376E3
2.180170832E2,1.033844376E3
2.189459013E2,1.033841553E3
2.198746662E2,1.033841553E3
2.208032872E2,1.033841553E3
2.217317982E2,1.033841629E3
2.226601962E2,1.033841629E3
2.235885233E2,1.033849869E3
2.245168422E2,1.033855515E3
2.254453042E2,1.033859558E3
2.263737553E2,1.033863602E3
2.273022432E2,1.033866348E3
2.282307903E2,1.033866348E3
2.291591952E2,1.033864975E3
2.300874762E2,1.033863525E3
2.310157183E2,1.033863373E3
2.319440052E2,1.033862839E3
2.328722302E2,1.033862076E3
2.338005203E2,1.033860550E3
2.347288653E2,1.033860550E3
2.356571502E2,1.033861618E3
2.365855162E2,1.033863907E3
2.375138502E2,1.033864975E3
2.384423263E2,1.033867035E3
2.393705212E2,1.033867645E3
2.402988262E2,1.033868103E3
2.412271312E2,1.033868256E3
2.421554972E2,1.033869324E3
2.430841072E2,1.033870544E3
2.440126933E2,1.033873978E3
2.449412403E2,1.033875198E3
2.458697372E2,1.033875198E3
2.467982492E2,1.033874512E3
2.477266352E2,1.033874512E3
2.486548612E2,1.033875580E3
2.495832593E2,1.033877945E3
2.505115882E2,1.033880157E3
2.514398362E2,1.033883362E3
2.523681282E2,1.033884811E3
2.532964752E2,1.033887253E3
2.542247992E2,1.033890915E3
2.551531122E2,1.033895111E3
2.560814293E2,1.033898010E3
2.570097332E2,1.033901596E3
2.579380342E2,1.033906250E3
2.588663912E2,1.033910675E3
2.597948112E2,1.033912888E3
2.607232163E2,1.033917236E3
2.616516282E2,1.033920746E3
2.625801482E2,1.033920746E3
