"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.199886250E0,-3.602038622E-1,4.016723037E-1,-7.766234875E-1
2.219801250E0,-3.002181649E-1,3.978303969E-1,-8.002545834E-1
2.239717250E0,-2.125573009E-1,3.708806932E-1,-7.900394797E-1
2.259633250E0,-1.109648719E-1,3.467784226E-1,-7.479476333E-1
2.279548750E0,-6.509582512E-3,3.622817099E-1,-6.924221516E-1
2.299464750E0,8.532513678E-2,4.490026534E-1,-6.527593136E-1
2.319380750E0,1.642204672E-1,5.512804389E-1,-6.128196716E-1
2.339295750E0,2.027456462E-1,6.136498451E-1,-5.479297042E-1
2.359211750E0,2.144463509E-1,6.519491076E-1,-4.674332142E-1
2.379127750E0,2.235068530E-1,6.532940269E-1,-3.913830221E-1
2.399042750E0,2.224984467E-1,6.318649650E-1,-3.253301382E-1
2.418958750E0,2.254779786E-1,5.853663683E-1,-2.670465708E-1
2.438874750E0,2.201687098E-1,5.344461203E-1,-2.120681554E-1
2.458789750E0,2.078470439E-1,4.982228875E-1,-1.601058245E-1
2.478705750E0,1.921779513E-1,4.896904826E-1,-1.112637222E-1
2.498620750E0,1.619319022E-1,5.276335478E-1,-4.613884538E-2
2.518536750E0,1.423934847E-1,6.080313921E-1,4.434312135E-2
2.538452750E0,1.465010047E-1,6.805395484E-1,1.522568613E-1
2.558367750E0,1.825215966E-1,6.880570054E-1,2.519558966E-1
2.578283750E0,2.306547612E-1,5.969650149E-1,3.293424249E-1
2.598199750E0,2.796397805E-1,4.258009493E-1,3.692801893E-1
2.618114750E0,3.022850156E-1,2.838912904E-1,3.621854186E-1
2.638030750E0,2.643135190E-1,2.344880998E-1,3.172656596E-1
2.657946750E0,1.497580558E-1,2.209825516E-1,2.631284297E-1
2.677861750E0,3.062354401E-2,2.047642469E-1,2.499885708E-1
2.697777750E0,-3.209231421E-2,1.730554402E-1,3.180852532E-1
2.717693750E0,-5.838396400E-2,1.451870501E-1,4.644661844E-1
2.737608750E0,-2.586716041E-2,1.036204323E-1,6.632879972E-1
2.757524750E0,-1.126704644E-2,7.871276140E-2,8.341602683E-1
2.777440750E0,-1.931058802E-2,3.117370233E-2,9.366668463E-1
2.797355750E0,-4.136169329E-2,4.985275678E-3,9.385439754E-1
2.817271750E0,-1.004226133E-1,3.177887574E-2,8.287313581E-1
2.837187750E0,-1.709516346E-1,9.371232241E-2,6.811550260E-1
2.857102750E0,-2.034270465E-1,2.185318917E-1,6.075733900E-1
2.877018750E0,-2.263525873E-1,3.981992900E-1,5.797094107E-1
2.896934750E0,-2.528149486E-1,5.615045428E-1,5.649300814E-1
2.916849750E0,-2.580151558E-1,6.337952018E-1,5.236057639E-1
2.936765750E0,-2.393349558E-1,6.167975664E-1,4.714488089E-1
2.956681750E0,-2.123474181E-1,5.028852820E-1,4.286246002E-1
2.976596750E0,-1.980459690E-1,3.284331262E-1,3.647449613E-1
2.996512750E0,-1.962506026E-1,1.317760646E-1,3.093751967E-1
3.016427750E0,-1.784493774E-1,-4.786807671E-2,2.678190768E-1
3.036343750E0,-1.542041004E-1,-1.241499111E-1,2.405952364E-1
3.056259750E0,-1.349373162E-1,-1.440379471E-1,2.084102631E-1
3.076174750E0,-1.014312953E-1,-1.054703891E-1,1.714616567E-1
3.096090750E0,-6.321839243E-2,8.799952455E-3,1.522671282E-1
3.116006750E0,-2.683121711E-2,1.549010724E-1,1.402099133E-1
3.135921750E0,-2.678143233E-2,2.796934247E-1,1.214943677E-1
3.155837750E0,-4.007764906E-2,3.547861278E-1,1.164063290E-1
3.175753750E0,-3.357101977E-2,3.618781269E-1,1.411457658E-1
3.195668750E0,-6.853647064E-3,3.302240372E-1,1.671691388E-1
3.215584750E0,1.294388622E-2,2.731254101E-1,1.575153023E-1
3.235500750E0,4.576229304E-2,1.854369193E-1,1.183190569E-1
3.255415750E0,8.690679818E-2,1.007294506E-1,5.907937139E-2
3.275331750E0,1.203854010E-1,3.888752311E-2,1.553029288E-3
3.295251250E0,1.413958669E-1,-3.581123799E-2,-2.353072539E-2
3.315166250E0,1.614982188E-1,-1.124707311E-1,-1.954696327E-2
3.335082250E0,1.532791555E-1,-1.965017468E-1,-3.418885544E-2
3.354998250E0,1.461773217E-1,-2.950989604E-1,-6.509952992E-2
3.374913250E0,1.588939130E-1,-3.472592235E-1,-4.851116985E-2
3.394829250E0,1.878556460E-1,-3.329569995E-1,-2.268341929E-2
3.414745250E0,2.428026497E-1,-2.656057179E-1,-2.323340997E-2
3.434660250E0,3.686996102E-1,-2.124757469E-1,-4.650727287E-2
3.454576250E0,5.070295930E-1,-1.482205242E-1,-8.455654234E-2
3.474492250E0,6.198717356E-1,-8.569545299E-2,-1.367537975E-1
3.494407250E0,7.162243724E-1,-1.566470414E-2,-1.895557642E-1
3.514323250E0,8.463407159E-1,3.153748065E-2,-2.246830612E-1
3.534239250E0,1.005323768E0,6.951916218E-2,-2.372680455E-1
3.554154250E0,1.145492673E0,1.025052816E-1,-2.069066912E-1
3.574070250E0,1.256885409E0,1.220607534E-1,-1.266048700E-1
3.593986250E0,1.337042332E0,1.104402840E-1,-2.148334682E-2
3.613901250E0,1.371176243E0,7.872582972E-2,8.052734286E-2
3.633817250E0,1.303440571E0,3.908429667E-2,1.360290051E-1
3.653733250E0,1.094817638E0,-3.077881970E-2,1.739196032E-1
3.673648250E0,8.159890771E-1,-1.036695316E-1,2.193392664E-1
3.693564250E0,5.157198906E-1,-1.842015684E-1,2.465175241E-1
3.713480250E0,1.975305080E-1,-2.455382645E-1,2.419425994E-1
3.733395250E0,-1.071404368E-1,-2.875063419E-1,2.671364248E-1
3.753311250E0,-4.122846425E-1,-2.684988081E-1,3.407973945E-1
3.773227250E0,-7.193018198E-1,-2.173668295E-1,4.280929267E-1
3.793142250E0,-1.041381478E0,-1.804430783E-1,5.158435702E-1
3.813058250E0,-1.366163135E0,-1.944724619E-1,5.913239717E-1
3.832974250E0,-1.662274480E0,-2.674011290E-1,6.458567381E-1
3.852889250E0,-1.857141137E0,-4.754871726E-1,6.376808882E-1
3.872805250E0,-1.859131455E0,-5.676508546E-1,5.451418757E-1
3.892721250E0,-1.745915651E0,-4.772442281E-1,4.652496278E-1
3.912637250E0,-1.352897167E0,-2.456886172E-1,4.895105362E-1
3.932552250E0,-6.924811006E-1,2.253606543E-2,5.185465217E-1
3.952468250E0,4.197860137E-2,5.523777604E-1,5.897386670E-1
3.972384250E0,5.257087946E-1,8.955991864E-1,7.361076474E-1
3.992299250E0,6.901684403E-1,8.370080590E-1,8.619807959E-1
4.012215250E0,6.080903411E-1,6.773265004E-1,8.771544695E-1
4.032131250E0,3.834973276E-1,5.473641753E-1,7.731677294E-1
4.052046250E0,1.084877253E-1,5.298562050E-1,6.444303393E-1
4.071962250E0,-1.277549118E-1,5.762479901E-1,5.674380660E-1
4.091878250E0,-2.707054019E-1,5.689694285E-1,5.369142890E-1
4.111793250E0,-3.152768612E-1,4.566462338E-1,5.456457734E-1
4.131709250E0,-2.618145943E-1,2.501499355E-1,5.612791777E-1
4.151625250E0,-1.498579532E-1,9.491385892E-3,5.510390401E-1
4.171540250E0,-8.274135739E-2,-1.147414893E-1,5.166743398E-1
4.191456250E0,-7.232934237E-2,-4.668220878E-2,4.656891823E-1
4.211372250E0,-1.083180830E-1,1.637278795E-1,3.749303818E-1
4.231287250E0,-2.463951260E-1,2.758314013E-1,2.892455757E-1
4.251203250E0,-3.335225880E-1,2.750206590E-1,1.729695648E-1
4.271119250E0,-2.820327580E-1,3.467204869E-1,8.979198337E-2
4.291030750E0,-1.786669642E-1,5.012720227E-1,2.677633986E-2
4.310946750E0,-6.931515783E-2,7.677067518E-1,-3.235369176E-2
4.330862750E0,-8.006142080E-2,8.874423504E-1,-3.562054038E-2
4.350777750E0,-3.603550419E-2,6.863550544E-1,-6.471176445E-2
4.370693750E0,1.472701430E-1,1.947659552E-1,-8.679518849E-2
4.390609750E0,9.713773429E-2,-1.636481881E-1,-9.440850466E-2
4.410525750E0,-1.221793070E-1,-1.611249000E-1,-7.778990269E-2
4.430440750E0,-3.214732111E-1,-1.973705888E-1,-4.662069306E-2
4.450356750E0,-3.879257441E-1,-2.694020569E-1,-2.873333916E-2
4.470272750E0,-5.510922074E-1,-2.388254404E-1,-8.509550989E-2
4.490187750E0,-7.205845714E-1,-2.219440788E-1,-1.175272763E-1
4.510103750E0,-7.183473110E-1,-8.030460030E-2,-1.366844028E-1
4.530019750E0,-5.551717281E-1,1.174451411E-1,-1.814725101E-1
4.549934750E0,-4.521477520E-1,1.722884476E-1,-2.660834491E-1
4.569850750E0,-3.842812181E-1,2.247547209E-1,-3.596527874E-1
4.589766750E0,-3.823381662E-1,2.421039790E-1,-4.592921436E-1
4.609682750E0,-3.500656188E-1,1.761453003E-1,-5.212644339E-1
4.629597750E0,-2.667188942E-1,1.167242378E-1,-5.580114722E-1
4.649513750E0,-1.695099473E-1,1.043839604E-1,-5.930994153E-1
4.669429750E0,-8.312578499E-2,8.977749944E-2,-6.413530707E-1
4.689344750E0,-1.531719696E-3,9.425976872E-2,-6.506536603E-1
4.709260750E0,6.891435385E-2,5.462317541E-2,-6.439125538E-1
4.729176750E0,9.457802773E-2,-8.401273750E-3,-6.045817137E-1
4.749091750E0,1.178624481E-1,-8.389710635E-2,-5.172613263E-1
4.769007750E0,1.683599800E-1,-1.436305195E-1,-3.736115396E-1
4.788923750E0,1.861360520E-1,-1.773504168E-1,-2.250245661E-1
4.808839750E0,1.927264482E-1,-1.888603270E-1,-9.965348989E-2
4.828754750E0,1.951741576E-1,-1.827888638E-1,-3.464909270E-3
4.848670750E0,2.163330913E-1,-2.133672833E-1,7.354732603E-2
4.868586750E0,2.232044488E-1,-2.757553756E-1,1.336222291E-1
4.888501750E0,2.107151598E-1,-3.134947419E-1,1.823018789E-1
4.908417750E0,1.656134576E-1,-3.353518546E-1,2.293302715E-1
4.928333750E0,1.229577363E-1,-3.997634053E-1,2.914244831E-1
4.948248750E0,1.332848221E-1,-4.916764796E-1,3.619829416E-1
4.968164750E0,1.770193726E-1,-5.583611727E-1,4.268468916E-1
4.988080750E0,2.327752858E-1,-5.532662868E-1,4.841828644E-1
5.007996750E0,2.333084792E-1,-4.777378738E-1,5.458036661E-1
5.027911750E0,1.528294533E-1,-4.461393654E-1,6.253175139E-1
5.047827750E0,7.325621694E-2,-5.074010491E-1,7.093517780E-1
5.067743750E0,4.622074589E-2,-5.901699066E-1,7.882894278E-1
5.087658750E0,6.981129944E-2,-5.820087194E-1,8.415698409E-1
5.107574750E0,8.266743273E-2,-5.370081067E-1,8.746567369E-1
5.127490750E0,1.587768644E-1,-4.060378969E-1,8.860215545E-1
5.147405750E0,2.538403869E-1,-2.679383457E-1,8.539690971E-1
5.167321750E0,2.567749321E-1,-1.928152144E-1,7.900818586E-1
5.187237750E0,2.662098408E-1,-1.811164171E-1,7.008612156E-1
5.207153750E0,2.445632666E-1,-1.502152234E-1,6.392255425E-1
5.227068750E0,2.355171740E-1,-1.621097475E-1,6.680627465E-1
5.246984750E0,2.621021569E-1,-1.339069307E-1,7.242001891E-1
5.266900750E0,2.594338357E-1,-1.077135056E-1,7.460032701E-1
5.286815417E0,1.537200361E-1,-1.387861222E-1,7.124482393E-1
5.306731417E0,4.302243143E-2,-2.299555242E-1,6.741977930E-1
5.326647417E0,-3.173078597E-2,-3.195090890E-1,6.550273895E-1
5.346563417E0,-5.624250323E-2,-3.895109296E-1,6.527990699E-1
5.366478417E0,-1.360543445E-2,-4.130356908E-1,6.652864814E-1
5.386394417E0,-4.003007896E-3,-2.305306643E-1,7.005377412E-1
5.406310417E0,-6.166738458E-4,3.835921735E-2,7.738372684E-1
5.426225417E0,-1.153349504E-2,2.963854074E-1,7.289211154E-1
5.446141417E0,-3.332014009E-2,3.220560551E-1,6.228859425E-1
5.466057417E0,-1.672839187E-2,2.009169906E-1,5.098199844E-1
5.485973417E0,-1.338611245E-1,1.212332696E-1,3.943422139E-1
5.505888417E0,-2.606023252E-1,9.630127251E-2,3.004221320E-1
5.525804417E0,-2.896372974E-1,2.569765598E-2,2.330718637E-1
5.545720417E0,-2.449122816E-1,-7.392183691E-2,1.343601793E-1
5.565635417E0,-2.349300981E-1,-9.661293775E-2,2.908886224E-2
5.585551417E0,-2.399107367E-1,-1.127988100E-1,-3.385337070E-2
5.605467417E0,-2.316742539E-1,-2.321685553E-1,-6.191945449E-2
5.625383417E0,-2.841526568E-1,-3.215218782E-1,-9.983328730E-2
5.645298417E0,-2.850944400E-1,-1.858641207E-1,-9.253935516E-2
5.665214417E0,-3.329029977E-1,-1.626492664E-2,-1.316056252E-1
5.685130417E0,-3.564357758E-1,9.499794990E-2,-1.862709969E-1
5.705046417E0,-3.451816738E-1,1.365987118E-2,-2.798197269E-1
5.724961417E0,-3.226885796E-1,-1.787241995E-1,-3.342875242E-1
5.744877417E0,-2.234617323E-1,-3.323805034E-1,-3.509304523E-1
5.764793416E0,-7.809416205E-2,-3.680070937E-1,-3.858317435E-1
5.784709417E0,5.825770274E-2,-3.159551919E-1,-4.033859372E-1
5.804624417E0,1.547220498E-1,-2.189614177E-1,-4.168346524E-1
5.824540417E0,2.008002102E-1,-6.615317613E-2,-4.122486413E-1
5.844456417E0,2.407197952E-1,2.537404373E-2,-3.705750406E-1
5.864371417E0,2.888221741E-1,7.415273041E-2,-3.169759512E-1
5.884287417E0,3.250619471E-1,1.203805208E-1,-2.481985390E-1
5.904203417E0,3.482404947E-1,1.613966525E-1,-1.466608196E-1
5.924119417E0,3.902538419E-1,1.936334819E-1,-3.345918655E-2
5.944034417E0,4.143958390E-1,2.172313482E-1,4.950214177E-2
5.963950417E0,3.794169426E-1,2.491060644E-1,1.010420769E-1
5.983866417E0,3.236652613E-1,2.516911328E-1,1.553991586E-1
6.003782417E0,2.743608356E-1,1.965814084E-1,2.038394511E-1
6.023697417E0,2.649295032E-1,7.377199084E-2,2.324977666E-1
6.043613417E0,2.705459595E-1,-6.346008182E-2,2.502074242E-1
6.063529417E0,2.823047936E-1,-1.744404733E-1,2.840772569E-1
6.083445417E0,3.106587827E-1,-2.530140579E-1,3.290070891E-1
6.103360417E0,3.652261496E-1,-3.159099817E-1,3.740309179E-1
6.123276417E0,3.980079591E-1,-3.232983947E-1,4.180102944E-1
6.143192417E0,3.858188987E-1,-3.044432700E-1,4.956299067E-1
6.163108417E0,3.152198493E-1,-2.503151894E-1,5.887883306E-1
6.183023417E0,2.502289712E-1,-2.296781987E-1,6.671836376E-1
6.202939417E0,2.656083405E-1,-1.789728105E-1,7.436234951E-1
6.222855417E0,3.603283167E-1,-5.973170698E-2,7.835119963E-1
6.242770417E0,4.757728875E-1,1.266652197E-1,7.949612141E-1
6.262686417E0,4.430326521E-1,3.097482622E-1,7.661186457E-1
6.282602250E0,1.812953502E-1,3.514244854E-1,7.504901290E-1
6.302518250E0,5.215471610E-3,1.926181614E-1,7.496290207E-1
6.322433250E0,6.307612360E-2,-2.614205517E-2,7.290095687E-1
6.342349250E0,2.288146615E-1,-1.329803169E-1,7.438111901E-1
6.362265250E0,3.466370106E-1,-4.384302348E-2,8.278128505E-1
6.382181250E0,4.163384140E-1,1.275183707E-1,9.213317633E-1
6.402096250E0,4.044531584E-1,2.961176634E-1,9.976054430E-1
6.422012250E0,3.452966511E-1,3.806649148E-1,1.037189960E0
6.441928250E0,2.962067425E-1,3.719654977E-1,1.027800560E0
6.461844250E0,2.790590227E-1,3.280371726E-1,9.772971272E-1
6.481759250E0,2.878922224E-1,2.970433235E-1,8.949928284E-1
6.501675250E0,3.006713688E-1,2.928747535E-1,7.864758968E-1
6.521591250E0,3.288086057E-1,3.239632249E-1,6.543515921E-1
6.541507250E0,3.436831534E-1,3.804814517E-1,5.133110285E-1
6.561422250E0,3.358750641E-1,4.502345622E-1,3.522078693E-1
6.581338250E0,2.958078980E-1,5.013101101E-1,1.980351061E-1
6.601254250E0,2.609876096E-1,5.236853957E-1,8.071664721E-2
6.621170250E0,2.049954385E-1,4.813364744E-1,-7.413244806E-3
6.641085250E0,1.452021599E-1,4.024743736E-1,-5.712689459E-2
6.661001250E0,7.062723488E-2,3.133310974E-1,-7.917048782E-2
6.680917250E0,-5.123992637E-2,1.951371878E-1,-8.589161932E-2
6.700833250E0,-1.940325052E-1,6.739509851E-2,-7.694895566E-2
6.720748250E0,-3.037035763E-1,-1.783648878E-2,-6.847538054E-2
6.740664250E0,-3.883557618E-1,-7.582975179E-2,-7.830625772E-2
6.760580250E0,-4.732342958E-1,-1.361329854E-1,-7.931011170E-2
6.780496250E0,-5.011490583E-1,-1.199220344E-1,-2.996185049E-2
6.800411250E0,-4.177398682E-1,8.645655587E-3,3.839045763E-2
6.820327250E0,-3.250649571E-1,1.262373179E-1,5.157379434E-2
6.840243250E0,-2.791832089E-1,2.100579143E-1,3.338999674E-2
6.860159250E0,-3.373184204E-1,2.086904794E-1,-3.851253912E-2
6.880074250E0,-4.424648285E-1,8.571971953E-2,-4.890381172E-2
6.899990250E0,-4.188842475E-1,-7.032068819E-2,4.757973365E-4
6.919906250E0,-2.844533324E-1,-1.986165792E-1,4.438420758E-2
6.939822250E0,-1.066695005E-1,-2.619531155E-1,7.755544037E-2
6.959737250E0,6.630281359E-2,-2.254503667E-1,1.038991287E-1
6.979653250E0,1.897478849E-1,-1.331938952E-1,1.056660190E-1
6.999569250E0,2.531442940E-1,-1.467142254E-2,9.816598892E-2
7.019485250E0,2.613544166E-1,1.087151393E-1,1.090021580E-1
7.039401250E0,2.454361767E-1,2.001117021E-1,1.682970673E-1
7.059316250E0,2.639632821E-1,2.568466961E-1,2.729034424E-1
7.079232250E0,3.118942976E-1,2.983521521E-1,4.034661949E-1
7.099148250E0,3.583859205E-1,3.408500254E-1,5.278059244E-1
7.119064250E0,3.657203913E-1,3.718534112E-1,6.187309027E-1
7.138979250E0,3.564158678E-1,3.741366565E-1,6.674793959E-1
7.158895250E0,3.515954912E-1,3.315937221E-1,6.716237068E-1
7.178811250E0,3.269987106E-1,2.522894740E-1,6.384415030E-1
7.198727250E0,2.809464931E-1,1.164400131E-1,5.879476666E-1
7.218642250E0,2.076911926E-1,-6.812497973E-2,5.196713209E-1
7.238558250E0,8.872210234E-2,-2.924903631E-1,4.536590874E-1
7.258474250E0,-2.721078694E-2,-5.409927964E-1,4.098301828E-1
7.278390250E0,-9.177581966E-2,-7.585392594E-1,3.610610366E-1
7.298305000E0,-1.402590424E-1,-9.203768969E-1,2.934146225E-1
7.318221000E0,-2.192579955E-1,-1.028631568E0,2.339345068E-1
7.338137000E0,-3.415377140E-1,-1.101712584E0,1.964419931E-1
7.358053000E0,-4.647906423E-1,-1.152860761E0,1.674255282E-1
7.377968000E0,-5.506278872E-1,-1.179594874E0,1.759786159E-1
7.397884000E0,-5.538049340E-1,-1.170681834E0,2.296810299E-1
7.417800000E0,-4.356926680E-1,-1.070685029E0,2.917085588E-1
7.437716000E0,-2.859151661E-1,-8.807238340E-1,3.192545772E-1
7.457631000E0,-6.352923810E-2,-5.984333754E-1,3.372744620E-1
7.477547000E0,1.348777115E-1,-2.674987614E-1,3.178695738E-1
7.497463000E0,2.100112438E-1,4.679867998E-2,2.656168342E-1
7.517379000E0,2.319725752E-1,3.653905392E-1,2.229669988E-1
7.537295000E0,2.116274834E-1,6.206237078E-1,1.915633380E-1
7.557210000E0,1.720398366E-1,7.911345363E-1,2.162071317E-1
7.577126000E0,2.044526637E-1,8.391519785E-1,3.343025148E-1
7.597042000E0,2.999968529E-1,7.850176096E-1,4.799128175E-1
7.616958000E0,3.520214856E-1,6.586227417E-1,5.739005208E-1
