"Time (s)","X (hPa)"
2.172033573E2,1.033904800E3
2.181318623E2,1.033911438E3
2.190603793E2,1.033915634E3
2.199888433E2,1.033917160E3
2.209172433E2,1.033917160E3
2.218456823E2,1.033916550E3
2.227740923E2,1.033915024E3
2.237024793E2,1.033913879E3
2.246309383E2,1.033910675E3
2.255594383E2,1.033908539E3
2.264879363E2,1.033906250E3
2.274164553E2,1.033905716E3
2.283449573E2,1.033904724E3
2.292734683E2,1.033904724E3
2.302022023E2,1.033904800E3
2.311309883E2,1.033905029E3
2.320598163E2,1.033904800E3
2.329887003E2,1.033904572E3
2.339175253E2,1.033904572E3
2.348463163E2,1.033905029E3
2.357751793E2,1.033906326E3
2.367040623E2,1.033906937E3
2.376330243E2,1.033907928E3
2.385618203E2,1.033907928E3
2.394906863E2,1.033904037E3
2.404195853E2,1.033900299E3
2.413486123E2,1.033897018E3
2.422775263E2,1.033894806E3
2.432063503E2,1.033892822E3
2.441351153E2,1.033891525E3
2.450638983E2,1.033891525E3
2.459927563E2,1.033893967E3
2.469215603E2,1.033895340E3
2.478504243E2,1.033898010E3
2.487793363E2,1.033900070E3
2.497081813E2,1.033900070E3
2.506370473E2,1.033899841E3
2.515659593E2,1.033899612E3
2.524948383E2,1.033895645E3
2.534237413E2,1.033888092E3
2.543525333E2,1.033876419E3
