"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.344769292E0,3.246046007E-1,3.246075660E-2,3.194041252E-1
1.364679167E0,3.217705190E-1,-8.312420547E-2,3.553927839E-1
1.384597166E0,2.867463231E-1,-2.110051960E-1,4.074518979E-1
1.404515166E0,2.509005666E-1,-3.410314620E-1,4.468127191E-1
1.424433167E0,1.274573356E-1,-4.125678837E-1,4.141891599E-1
1.444351166E0,-7.821895927E-2,-4.034517705E-1,3.368105292E-1
1.464268167E0,-2.173869759E-1,-3.521081507E-1,2.732375264E-1
1.484186166E0,-2.564847469E-1,-3.248566687E-1,2.563542724E-1
1.504104166E0,-2.073555887E-1,-3.258717954E-1,2.369655371E-1
1.524021166E0,-1.417016536E-1,-3.450641036E-1,1.591199338E-1
1.543939166E0,-1.304470152E-1,-3.494344652E-1,5.799682066E-2
1.563857167E0,-1.756459177E-1,-3.058803082E-1,4.988732748E-3
1.583775166E0,-1.943923831E-1,-2.104136348E-1,-7.459906396E-3
1.603693166E0,-1.902658790E-1,-2.043581009E-1,2.969587222E-3
1.623610166E0,-1.870475560E-1,-3.727110624E-1,1.370173600E-2
1.643528167E0,-2.109461129E-1,-5.930440426E-1,2.030188777E-2
1.663446167E0,-2.455492616E-1,-6.679142714E-1,2.973623946E-2
1.683364166E0,-2.268154621E-1,-6.437357068E-1,4.150374234E-2
1.703281166E0,-1.359835118E-1,-5.585250258E-1,4.865633696E-2
1.723199166E0,-5.445253849E-2,-4.042446911E-1,9.770806879E-3
1.743117167E0,-6.896778941E-2,-2.536645830E-1,-6.615048647E-2
1.763035167E0,-1.436394155E-1,-1.390374005E-1,-1.475162208E-1
1.782952167E0,-1.709651500E-1,-8.671988547E-2,-1.777011752E-1
1.802870166E0,-1.573565602E-1,-8.862148225E-2,-1.559174806E-1
1.822788166E0,-1.425003707E-1,-7.978604734E-2,-1.178500205E-1
1.842706167E0,-1.439802945E-1,-3.936712071E-2,-1.118320599E-1
1.862623166E0,-1.605827063E-1,8.227035403E-3,-1.217262745E-1
1.882541167E0,-1.490245908E-1,4.701117799E-2,-1.328004599E-1
1.902459166E0,-1.189302802E-1,9.842105210E-2,-1.398282051E-1
1.922377166E0,-1.016434878E-1,1.573663205E-1,-1.515509933E-1
1.942294166E0,-1.025016606E-1,2.270268500E-1,-1.703554094E-1
1.962212166E0,-1.023507789E-1,2.850676179E-1,-1.850598305E-1
1.982130167E0,-8.510275185E-2,3.547129631E-1,-1.927603781E-1
2.002048166E0,-5.634450540E-2,4.745628238E-1,-1.926811635E-1
2.021965167E0,-5.474223942E-2,6.111004949E-1,-1.873283684E-1
2.041883166E0,-3.906340897E-2,7.227553725E-1,-1.939841509E-1
2.061801166E0,1.162687317E-2,8.274265528E-1,-1.860247552E-1
2.081719167E0,9.238632768E-2,9.194850922E-1,-1.569000334E-1
2.101636167E0,1.564538330E-1,1.019681215E0,-1.255086809E-1
2.121554167E0,1.957523525E-1,1.081713557E0,-8.713781089E-2
2.141472166E0,3.336852491E-1,1.106639743E0,-4.552313685E-2
2.161390166E0,5.007687211E-1,1.072803259E0,-1.520712394E-2
2.181307166E0,6.040198207E-1,1.024380207E0,1.492715813E-2
2.201225167E0,6.164499521E-1,9.789875746E-1,5.605708063E-2
2.221143167E0,5.976955891E-1,9.480008483E-1,1.153048947E-1
2.241061166E0,5.498909354E-1,8.775408864E-1,2.157395184E-1
2.260978166E0,4.979171455E-1,8.005800247E-1,3.427263796E-1
2.280896166E0,4.159077704E-1,7.620928288E-1,4.414356649E-1
2.300814167E0,3.565765917E-1,8.167652488E-1,5.126150846E-1
2.320732167E0,3.189233840E-1,9.438949227E-1,6.030423641E-1
2.340649167E0,2.737587690E-1,1.057476521E0,6.924455166E-1
2.360567166E0,1.829469502E-1,1.154635668E0,7.768312693E-1
2.380485292E0,9.463579208E-2,1.196954846E0,8.542550206E-1
2.400403291E0,8.176536858E-2,1.166523337E0,8.825022578E-1
2.420320292E0,1.205792502E-1,1.066972852E0,8.723490238E-1
2.440238291E0,1.290132552E-1,9.471778870E-1,8.489586115E-1
2.460156291E0,5.524508655E-2,7.889598608E-1,8.247131705E-1
2.480074292E0,5.882134289E-2,5.990383029E-1,8.010208011E-1
2.499991292E0,1.362833083E-1,3.960119188E-1,7.461509109E-1
2.519909292E0,1.687739938E-1,2.319044918E-1,6.761513352E-1
2.539827291E0,1.175397262E-1,1.475532353E-1,6.068456769E-1
2.559745291E0,4.302623123E-2,1.145112216E-1,5.187162757E-1
2.579662291E0,-5.007393286E-2,1.135135293E-1,4.136337340E-1
2.599580292E0,-8.315934986E-2,1.247009560E-1,3.258217573E-1
2.619498292E0,-1.127207503E-1,1.572536230E-1,2.318110317E-1
2.639416291E0,-2.207490504E-1,1.092851460E-1,1.344867051E-1
2.659333291E0,-3.123899102E-1,-6.165862456E-2,7.901164889E-2
2.679251291E0,-3.123451173E-1,-3.270668983E-1,9.880419075E-2
2.699169292E0,-2.864659131E-1,-5.195416212E-1,1.469065249E-1
2.719087292E0,-2.903412282E-1,-4.325704575E-1,1.361316890E-1
2.739005291E0,-2.389917076E-1,-1.663510948E-1,1.556782424E-1
2.758922291E0,-2.108370364E-1,3.665874526E-2,1.721984148E-1
2.778840291E0,-1.872318387E-1,1.303636730E-1,1.607066095E-1
2.798758292E0,-1.525553614E-1,1.724208295E-1,9.865948558E-2
2.818676291E0,-1.187621877E-1,1.643204987E-1,9.042842314E-3
2.838593292E0,-1.257825047E-1,1.258285940E-1,-8.493150771E-2
2.858511291E0,-1.516290158E-1,9.715725482E-2,-1.630670130E-1
2.878429291E0,-1.583681256E-1,1.034894735E-1,-2.247073352E-1
2.898347292E0,-1.324844956E-1,8.730185777E-2,-2.691888213E-1
2.918264291E0,-8.765731752E-2,1.019646451E-1,-3.038426638E-1
2.938182292E0,-5.244750530E-2,1.167213321E-1,-3.155734837E-1
2.958100291E0,-4.888936505E-2,1.344177425E-1,-2.992632985E-1
2.978018291E0,-4.014705867E-2,1.372608542E-1,-2.438488454E-1
2.997935291E0,-3.126711398E-2,1.261019111E-1,-1.813938618E-1
3.017853291E0,-7.643231191E-3,1.672953665E-1,-1.143819690E-1
3.037771292E0,3.646313772E-2,2.421202958E-1,-4.605947435E-2
3.057689291E0,7.282557338E-2,2.867451608E-1,1.340954565E-2
3.077606292E0,9.033297002E-2,3.073988259E-1,4.774393886E-2
3.097524291E0,8.705282211E-2,2.999394238E-1,6.924413145E-2
3.117442292E0,7.177826017E-2,2.824966609E-1,9.928300977E-2
3.137360292E0,9.630814940E-2,2.361128330E-1,1.573554277E-1
3.157278291E0,1.883059293E-1,1.693929881E-1,2.381740957E-1
3.177195292E0,2.953705490E-1,6.659634411E-2,2.935081720E-1
3.197113291E0,3.589719534E-1,-5.338589847E-2,2.881251276E-1
3.217031292E0,3.988520801E-1,-1.661406457E-1,2.903066278E-1
3.236949292E0,4.689031839E-1,-2.370269299E-1,3.695051372E-1
3.256866292E0,5.406607985E-1,-2.485157847E-1,4.824909568E-1
3.276784291E0,5.565144420E-1,-2.836947143E-1,6.093709469E-1
3.296702291E0,4.889685810E-1,-3.150765002E-1,7.280364633E-1
3.316620292E0,3.395407200E-1,-2.624336481E-1,7.252252102E-1
3.336537291E0,1.302274019E-1,-6.278427690E-2,6.694697738E-1
3.356455292E0,3.730649594E-3,1.620126665E-1,6.621532440E-1
3.376376833E0,-1.476430614E-2,2.718717754E-1,7.297073603E-1
3.396294833E0,-3.283480648E-3,2.856668532E-1,8.070514798E-1
3.416211833E0,1.559940353E-2,2.273268551E-1,8.374900222E-1
3.436129833E0,2.204025537E-2,1.417164803E-1,8.308209181E-1
3.456047833E0,1.408209279E-2,4.513757676E-2,7.818825245E-1
3.475965833E0,-4.111869726E-3,-1.566298679E-2,7.037599087E-1
3.495883833E0,-1.492047776E-2,-5.796888843E-2,5.989599824E-1
3.515800833E0,-2.516395971E-2,-2.578110620E-2,4.839131236E-1
3.535718833E0,-4.381484166E-2,5.654525757E-2,3.672915697E-1
3.555636833E0,-6.661563367E-2,1.703039557E-1,2.635717988E-1
3.575554833E0,-6.309498847E-2,2.546611130E-1,1.972569376E-1
3.595471833E0,-2.604189329E-2,2.735892534E-1,1.706634164E-1
3.615389833E0,-2.063024417E-2,2.658450902E-1,1.220698804E-1
3.635307833E0,-4.746467620E-2,2.944595814E-1,1.374108996E-2
3.655225833E0,-8.737029135E-2,3.359233737E-1,-1.062142998E-1
3.675142833E0,-1.537566036E-1,2.806125879E-1,-2.065215856E-1
3.695060833E0,-2.575333416E-1,1.592138261E-1,-2.991888821E-1
3.714978833E0,-3.337631226E-1,-2.917392552E-2,-3.473678529E-1
3.734896833E0,-3.418002725E-1,-1.467816234E-1,-3.703725934E-1
3.754814833E0,-3.201662004E-1,-9.901721776E-2,-4.256070852E-1
3.774731833E0,-2.774547935E-1,-1.959576458E-2,-5.003499985E-1
3.794649833E0,-2.456715107E-1,1.121686101E-1,-5.800170898E-1
3.814567833E0,-1.580185145E-1,1.051420122E-1,-5.853847861E-1
3.834485833E0,-8.482856303E-2,-1.531461626E-1,-5.517867208E-1
3.854402833E0,-8.116774261E-2,-4.443120360E-1,-5.299564004E-1
3.874320833E0,-8.256855607E-2,-7.081626058E-1,-5.062159896E-1
3.894238833E0,-1.292345971E-1,-8.213052750E-1,-4.967108965E-1
3.914156833E0,-1.664313376E-1,-7.351936698E-1,-4.967038333E-1
3.934073833E0,-1.906725466E-1,-6.039639711E-1,-5.213738084E-1
3.953991833E0,-1.859767437E-1,-4.909564257E-1,-5.330199599E-1
3.973909833E0,-1.403028667E-1,-3.633806705E-1,-5.197944641E-1
3.993827833E0,-6.534242630E-2,-3.193134665E-1,-4.801204801E-1
4.013745833E0,6.690118928E-3,-3.130228519E-1,-4.171333909E-1
4.033662833E0,7.087437063E-2,-2.410363853E-1,-3.504518569E-1
4.053580833E0,1.162938923E-1,-1.760770530E-1,-2.756914794E-1
4.073498833E0,1.411628723E-1,-1.027612388E-1,-2.118880302E-1
4.093416833E0,1.322509646E-1,-4.524694756E-2,-1.449159235E-1
4.113333833E0,8.815658838E-2,-3.164907545E-2,-9.005635232E-2
4.133251833E0,4.375354201E-2,-1.334194653E-2,-5.511690676E-2
4.153169833E0,2.616000175E-2,-3.192919120E-2,-2.087223902E-2
4.173087833E0,4.152234644E-2,-1.235209107E-1,4.402245954E-2
4.193004833E0,8.825170994E-2,-2.078912705E-1,1.302744746E-1
4.212922833E0,1.466439664E-1,-2.445659637E-1,2.181593925E-1
4.232840833E0,1.671809405E-1,-2.368962020E-1,2.861147225E-1
4.252758833E0,1.706940830E-1,-2.356017977E-1,3.210912049E-1
4.272676833E0,2.153805047E-1,-2.914561033E-1,3.573119044E-1
4.292593833E0,2.861177325E-1,-3.953581452E-1,4.092763364E-1
4.312511833E0,3.692571223E-1,-4.118756652E-1,4.673882127E-1
4.332429833E0,4.219152629E-1,-2.736643851E-1,5.382531881E-1
4.352347833E0,4.223358333E-1,-8.784996718E-2,6.152980328E-1
4.372265208E0,3.904452324E-1,3.231763467E-2,6.733388901E-1
4.392183208E0,3.348279893E-1,6.068219617E-2,7.117089629E-1
4.412101208E0,2.778768241E-1,2.291884646E-2,7.503746152E-1
4.432019208E0,2.434678376E-1,-1.562545076E-2,7.862613201E-1
4.451936208E0,2.291410267E-1,-3.023430333E-2,8.192114830E-1
4.471854208E0,2.515631020E-1,-4.165976867E-2,8.363956213E-1
4.491772208E0,2.956258059E-1,-6.680676341E-2,8.397120237E-1
4.511690208E0,3.365759254E-1,-1.052357703E-1,8.398430943E-1
4.531608208E0,3.490332961E-1,-1.363098323E-1,8.248229623E-1
4.551525208E0,3.389106989E-1,-1.246910840E-1,7.953080535E-1
4.571443208E0,3.234551549E-1,-8.255959302E-2,7.457515597E-1
4.591361208E0,3.022650182E-1,-1.356065739E-2,6.764602065E-1
4.611279208E0,2.830169499E-1,7.169003040E-2,5.995455980E-1
4.631197208E0,2.693842053E-1,1.311144829E-1,5.335900187E-1
4.651114208E0,2.732532620E-1,1.700469702E-1,4.939198792E-1
4.671032208E0,2.939671576E-1,2.019147873E-1,4.733869135E-1
4.690950208E0,3.281959593E-1,2.212586552E-1,4.656022787E-1
4.710868208E0,3.440791667E-1,2.379830629E-1,4.508920908E-1
4.730785208E0,3.238665760E-1,2.264057696E-1,4.199216962E-1
4.750703208E0,2.712234557E-1,1.891204715E-1,3.811427653E-1
4.770621208E0,2.030761242E-1,1.724776477E-1,3.217175901E-1
4.790539208E0,1.227744147E-1,2.004385293E-1,2.452902645E-1
4.810457208E0,3.345561773E-2,2.498196363E-1,1.713631898E-1
4.830374208E0,-4.066659138E-2,2.900345027E-1,1.055651605E-1
4.850292208E0,-9.431581199E-2,2.838113010E-1,6.624776870E-2
4.870210208E0,-1.246281266E-1,2.322070599E-1,4.140025005E-2
4.890128208E0,-1.347120851E-1,1.618678123E-1,1.717066951E-2
4.910045208E0,-1.124626994E-1,1.074556932E-1,-2.492138930E-2
4.929963208E0,-9.660193324E-2,8.674995601E-2,-7.673044503E-2
4.949881208E0,-1.064441651E-1,1.213750541E-1,-1.306666881E-1
4.969799208E0,-1.264884621E-1,1.597458720E-1,-1.922660917E-1
4.989717208E0,-8.939296007E-2,1.719425768E-1,-2.196422964E-1
5.009634208E0,-2.031094208E-2,1.087155044E-1,-2.179472744E-1
5.029552208E0,4.770806525E-3,-2.069360390E-2,-2.176983953E-1
5.049470208E0,4.601281136E-3,-1.011812165E-1,-2.372659147E-1
5.069388208E0,1.515742391E-3,-1.241033152E-1,-2.821372449E-1
5.089306208E0,-4.018067569E-2,-3.688334301E-2,-3.521659970E-1
5.109223208E0,-1.136852056E-1,1.387189180E-1,-4.046317935E-1
5.129141208E0,-1.819171458E-1,2.586494982E-1,-4.156769514E-1
5.149059208E0,-2.106315643E-1,3.112642765E-1,-4.061288536E-1
5.168977208E0,-2.276584953E-1,3.008053601E-1,-3.759540915E-1
5.188894208E0,-2.173402607E-1,2.913949192E-1,-3.125357628E-1
5.208812208E0,-1.535331160E-1,3.040587306E-1,-2.286899388E-1
5.228730208E0,-1.008819491E-1,3.496085405E-1,-1.425172389E-1
5.248648208E0,-7.355941087E-2,3.799491823E-1,-5.714498088E-2
5.268566208E0,-7.115537673E-2,3.791150749E-1,1.612235233E-2
5.288483208E0,-6.384655088E-2,3.328132927E-1,7.641531527E-2
5.308401208E0,-2.735665999E-2,2.684963942E-1,1.417759806E-1
5.328319208E0,2.976266667E-2,2.085526884E-1,2.164436132E-1
5.348237208E0,8.933617920E-2,1.861760616E-1,3.019867837E-1
5.368150792E0,1.675846130E-1,1.677118838E-1,3.933996856E-1
5.388068791E0,2.484308928E-1,1.273046732E-1,4.773988128E-1
5.407986791E0,3.175279200E-1,2.058818191E-2,5.655375719E-1
5.427904792E0,3.807851672E-1,-1.653462797E-1,6.660516858E-1
5.447822792E0,4.217622280E-1,-3.325499594E-1,7.692148089E-1
5.467739792E0,4.328785837E-1,-3.676434159E-1,8.930632472E-1
5.487657791E0,3.908739388E-1,-2.490295917E-1,1.012979150E0
5.507575791E0,2.786819935E-1,4.403839260E-2,1.035147071E0
5.527493792E0,9.530768543E-2,3.419753611E-1,9.962419271E-1
5.547411792E0,-3.500669077E-2,4.325101078E-1,9.642443657E-1
5.567328792E0,-4.854544625E-2,2.934136689E-1,9.353641868E-1
5.587246791E0,5.008360371E-2,1.521378160E-1,9.391695261E-1
5.607164791E0,1.756291687E-1,1.453456581E-1,9.581476450E-1
5.627082792E0,2.756959498E-1,1.554333419E-1,9.751539826E-1
5.647000792E0,3.237836063E-1,1.716023982E-1,1.004758716E0
5.666917792E0,3.437826037E-1,1.595647037E-1,1.055040598E0
5.686835791E0,3.554754853E-1,1.329050064E-1,1.083623409E0
5.706753791E0,3.467048109E-1,1.112852246E-1,1.067749143E0
5.726671792E0,2.976001799E-1,1.031629369E-1,1.005729437E0
5.746589791E0,2.449518144E-1,1.374654174E-1,9.330115914E-1
5.766506792E0,2.320924997E-1,2.262902409E-1,8.643634319E-1
5.786424791E0,2.778870463E-1,3.471825421E-1,7.974082828E-1
5.806342791E0,3.525932133E-1,4.396590889E-1,7.407004833E-1
5.826260792E0,3.986242414E-1,4.626933932E-1,6.882128119E-1
5.846178791E0,3.613447547E-1,3.997497559E-1,6.170676947E-1
5.866095792E0,2.636138797E-1,3.010679781E-1,5.526715517E-1
5.886013791E0,1.740260422E-1,1.842564642E-1,4.962440729E-1
5.905931791E0,1.028748006E-1,9.930746257E-2,4.339105487E-1
5.925849792E0,5.678879842E-2,5.715388432E-2,3.747694492E-1
5.945766791E0,-5.669247359E-3,6.216023117E-2,3.204689026E-1
5.965684792E0,-8.567264676E-2,6.394961476E-2,2.718464434E-1
5.985602791E0,-1.587444097E-1,1.996159554E-2,2.356562763E-1
6.005520791E0,-2.382120192E-1,-1.047046110E-1,2.072515190E-1
6.025438792E0,-3.101845384E-1,-2.375997901E-1,1.748832166E-1
6.045355792E0,-3.661914766E-1,-3.181620836E-1,1.063460037E-1
6.065273792E0,-3.626943529E-1,-3.799490333E-1,3.526937217E-2
6.085191791E0,-2.998296320E-1,-4.032138884E-1,1.721580513E-2
6.105109791E0,-1.994718462E-1,-4.173776507E-1,4.162949324E-2
6.125027792E0,-1.369401962E-1,-4.408956170E-1,9.512160718E-2
6.144944792E0,-1.194636896E-1,-4.607568383E-1,9.927164763E-2
6.164862792E0,-1.352645457E-1,-4.577583671E-1,7.859435678E-2
6.184780791E0,-1.407720447E-1,-3.874502182E-1,4.807990789E-2
6.204698791E0,-1.233381554E-1,-2.283071131E-1,2.214373648E-2
6.224616792E0,-1.043310761E-1,-5.841539055E-2,5.322270095E-3
6.244533792E0,-8.693759888E-2,8.486922085E-2,-1.648703031E-2
6.264451792E0,-5.215166137E-2,1.812233180E-1,-5.567062646E-2
6.284369791E0,8.560218848E-3,2.470630109E-1,-8.236694336E-2
6.304287791E0,7.481091470E-2,3.145514131E-1,-6.450819969E-2
6.324205792E0,1.126556769E-1,3.625467718E-1,-2.201923728E-2
6.344122792E0,1.521889716E-1,3.853097558E-1,3.346747905E-2
6.364040792E0,1.982507855E-1,3.686763942E-1,7.135762274E-2
6.383961916E0,2.383008599E-1,3.207909167E-1,1.242606267E-1
6.403879916E0,2.538092434E-1,2.330213934E-1,1.800863296E-1
6.423797917E0,2.389988601E-1,9.906105697E-2,1.855580807E-1
6.443714916E0,2.051299065E-1,-1.290813554E-2,1.526843160E-1
6.463632917E0,2.123763561E-1,-1.107902229E-1,8.626747131E-2
6.483550916E0,2.672857642E-1,-1.528464556E-1,8.196903020E-2
6.503468916E0,3.387576044E-1,-1.647488475E-1,1.219775230E-1
6.523386917E0,4.099000394E-1,-1.944012046E-1,1.467191279E-1
6.543303917E0,4.863221645E-1,-2.499061674E-1,1.760056466E-1
6.563221917E0,5.140134692E-1,-3.295335472E-1,1.906674355E-1
6.583139916E0,4.750840366E-1,-4.306585789E-1,1.927094758E-1
6.603057916E0,4.103753567E-1,-5.244992971E-1,2.018957883E-1
6.622975917E0,3.611608744E-1,-4.844567180E-1,2.344309837E-1
6.642892917E0,3.260341585E-1,-3.299179077E-1,2.761506438E-1
6.662810917E0,2.738973200E-1,-1.917379498E-1,3.125490844E-1
6.682728916E0,2.096098661E-1,-1.342791766E-1,3.157803118E-1
6.702646916E0,1.370335519E-1,-2.001157701E-1,3.200464249E-1
6.722564917E0,1.080575809E-1,-2.607794702E-1,3.700947762E-1
6.742481917E0,1.356537640E-1,-2.672781646E-1,4.515607357E-1
6.762399917E0,1.521745026E-1,-2.688450515E-1,5.240955949E-1
6.782317916E0,1.347918063E-1,-2.868440747E-1,5.711274147E-1
6.802235916E0,9.396494180E-2,-3.251300752E-1,5.861210823E-1
6.822153917E0,5.090521649E-2,-3.842382133E-1,5.837433934E-1
6.842071916E0,3.226469085E-2,-4.253585935E-1,5.852597952E-1
6.861988917E0,3.953749314E-2,-4.544685781E-1,5.894240141E-1
6.881906916E0,3.142626584E-2,-4.862086177E-1,5.629198551E-1
6.901824916E0,-3.451805096E-3,-4.764522314E-1,5.067260265E-1
6.921742917E0,-2.275734767E-2,-4.303492010E-1,4.410229921E-1
6.941660916E0,-4.696792923E-3,-3.351500332E-1,3.737103045E-1
6.961577917E0,3.538596258E-2,-2.121544033E-1,3.358452618E-1
6.981495916E0,5.000105500E-2,-1.340034902E-1,2.951945066E-1
7.001413916E0,1.388364471E-2,-1.239770576E-1,2.385315895E-1
7.021331917E0,-3.924255818E-2,-1.455416828E-1,1.830142885E-1
7.041249916E0,-8.355043083E-2,-1.845451146E-1,1.304698586E-1
7.061166917E0,-1.252657324E-1,-1.995546818E-1,7.424655557E-2
7.081084916E0,-1.881786883E-1,-1.888981909E-1,6.091578864E-3
7.101002917E0,-2.858907580E-1,-1.613353938E-1,-6.749437004E-2
7.120920917E0,-3.659930229E-1,-1.416168809E-1,-1.388376802E-1
7.140838916E0,-3.525316119E-1,-1.292831451E-1,-1.871249080E-1
7.160756916E0,-2.984265089E-1,-1.749863625E-1,-2.228948623E-1
7.180673916E0,-3.033685386E-1,-2.489292622E-1,-2.797507346E-1
7.200591917E0,-3.679393530E-1,-2.185696065E-1,-3.559480011E-1
7.220509917E0,-4.256823957E-1,-8.129499853E-2,-4.234773815E-1
7.240427916E0,-4.307342768E-1,6.407567114E-2,-4.827927649E-1
7.260345916E0,-3.673327863E-1,1.327588260E-1,-4.842994213E-1
7.280262916E0,-3.066788912E-1,6.718432158E-2,-4.537376463E-1
7.300180917E0,-2.878043056E-1,-3.485678136E-2,-4.279174805E-1
7.320098917E0,-2.780130506E-1,-1.177348346E-1,-4.121459723E-1
7.340016916E0,-2.494239658E-1,-1.241188347E-1,-3.877485394E-1
7.359934916E0,-2.089216113E-1,-7.069101930E-2,-3.775978684E-1
7.379848166E0,-1.884988248E-1,-6.560249254E-3,-3.844374120E-1
7.399766167E0,-1.880954653E-1,4.640227184E-2,-3.923197091E-1
7.419684167E0,-2.014918327E-1,6.464777887E-2,-4.005709291E-1
7.439602166E0,-1.951724589E-1,7.101105899E-2,-3.938369453E-1
7.459520166E0,-1.578323543E-1,1.198530644E-1,-3.634431064E-1
7.479438167E0,-9.915890545E-2,1.874728799E-1,-3.165379763E-1
7.499355167E0,-5.085681751E-2,2.522229552E-1,-2.645304799E-1
7.519273167E0,-2.465328388E-2,3.151856661E-1,-2.175558507E-1
7.539191166E0,-4.075396340E-3,3.576532006E-1,-1.709578782E-1
7.559109166E0,9.963057935E-3,3.925454617E-1,-1.373471767E-1
7.579027167E0,2.770842053E-3,3.827752769E-1,-1.061132997E-1
7.598944167E0,-1.130695269E-2,3.488199115E-1,-9.345374256E-2
7.618862167E0,-3.391920403E-2,2.988280058E-1,-8.945306391E-2
7.638780166E0,-2.902571112E-2,2.310868204E-1,-8.563596755E-2
