Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
55.2116102,32.1119953,118.9528161,6.595799114,1.288763035,77.69969468,4.711792557,4.711792557
56.21161079,32.11199748,118.9528289,6.606442023,1.276642856,79.12627152,4.712250259,4.712250259
57.21161115,32.11199748,118.9528395,6.511995764,1.129827614,83.68961674,4.712218536,4.712218536
58.21161187,32.11199794,118.952853,6.480715339,1.206726219,86.49574151,4.712672245,4.712672245
59.21161151,32.11228898029235,118.95284244803501,,,118.64689934310984,,
60.21161187,32.11229517838038,118.95284326609061,,,115.00699654504267,,
61.21161222,32.112300025872415,118.95284373445686,,,110.78118943949913,,
62.21161175,32.11230380489308,118.95284399063011,,,106.93698671651497,,
63.21161473,32.11230742695924,118.9528442697186,,,105.8623690147888,,
64.2116133,32.1123128239278,118.9528445278332,,,103.05731321666684,,
65.2116133,32.1123187893799,118.95284476833906,,,100.56868183972117,,
66.21161318,32.11232265525814,118.95284510050978,,,97.01390154625619,,
67.21161354,32.11232667877354,118.95284553323768,,,93.88410905552064,,
68.21161366,32.112330969860544,118.95284594118374,,,95.18759407884772,,
69.21161377,32.112333992875406,118.95284616893375,,,93.94268729576257,,
70.21161449,32.11233753591676,118.95284645350874,,,93.64878840058746,,
71.21161461,32.1123437102612,118.95284706615065,,,91.79034160205774,,
72.21161819,32.112349801177956,118.95284770754647,,,87.56484960887875,,
73.2116158,32.11235638542766,118.95284857633342,,,87.48990186476013,,
74.2116158,32.11236189001033,118.95284932317306,,,88.34823271578354,,
75.21161675,32.112365717643826,118.95284983441074,,,86.6993411630989,,
76.21161628,32.11237178540665,118.95285081450496,,,86.98993163252122,,
77.21161652,32.112378485339725,118.95285154891353,,,88.09082848433184,,
78.21161759,32.11238487280211,118.95285233293006,,,85.7918055206871,,
79.21161795,32.112391380911404,118.95285312726342,,,86.30889781816875,,
80.21161795,32.11239832230728,118.95285386311137,,,87.07162631459177,,
81.21161854,32.11240373796858,118.95285450183673,,,88.59729422801459,,
82.2116189,32.112406647955204,118.95285480266267,,,88.43438162265042,,
83.21161938,32.11241100583008,118.95285521656604,,,86.32634420346096,,
84.2116189,32.11241816738822,118.95285602469627,,,85.58594299405644,,
85.21162009,32.112424583365765,118.9528569886979,,,86.24426575800466,,
86.21162021,32.11242939653008,118.95285774141938,,,89.28459070293327,,
87.21162117,32.11243265041219,118.95285816383797,,,90.74543063820865,,
88.21162069,32.11243568244627,118.95285845629782,,,90.17619301831667,,
89.21162105,32.112441167968576,118.952859110237,,,89.93575931819873,,
90.211622,32.11244737691333,118.95285990849901,,,90.37016005197216,,
91.21162224,32.11245109604475,118.95286029974044,,,88.53010536590878,,
92.21162248,32.11245692696991,118.95286085296729,,,90.35552027224199,,
93.21162283,32.112464119275366,118.95286150226312,,,92.03621955231584,,
94.21162295,32.11247068680578,118.9528620740956,,,89.6058316984642,,
95.21162355,32.112477705560984,118.95286286018805,,,89.79824844911694,,
96.21162379,32.112483827386505,118.95286367729774,,,89.4361463597481,,
97.21162391,32.11248806312961,118.95286410801423,,,88.97963524939333,,
98.2116245,32.11249436806892,118.95286447831106,,,89.78211653719823,,
99.21162534,32.11250127994708,118.95286493201877,,,91.01912784293002,,
100.2116255,32.11250650297214,118.95286542819578,,,90.31781485222638,,
101.2116255,32.11251061001481,118.9528659548473,,,89.95502639081987,,
102.2116264,32.112515128126496,118.95286651763288,,,88.94423786673661,,
103.2116266,32.11251938462514,118.95286696027648,,,90.33970346148683,,
104.2116269,32.11252372413093,118.95286734289124,,,90.88605309503541,,
105.2116274,32.112530219774214,118.95286803628944,,,90.73362171174509,,
106.2116278,32.112535597393936,118.95286878347649,,,90.45642174799279,,
107.2116274,32.11253941897763,118.95286928698121,,,89.39622529881368,,
108.2116276,32.1125440379653,118.952869467705,,,89.8475242227555,,
109.211629,32.11254866957845,118.95286932856527,,,89.59882277915612,,
110.2116289,32.11255364764155,118.95286928268656,,,87.35645247877329,,
111.2116292,32.11256023187219,118.95286975387839,,,85.79856905111328,,
112.2116303,32.11256662887743,118.95286983220579,,,84.05733261891373,,
113.2116302,32.1125715305664,118.95286968048478,,,84.7637765529456,,
114.2116305,32.11257720218307,118.95286942530709,,,84.4441246015615,,
115.2116305,32.11258533391678,118.95286912473405,,,83.48784837602881,,
116.2116318,32.11259255485608,118.95286896771489,,,85.94798873480946,,
117.2116323,32.11259691837014,118.95286868827975,,,82.83659599640876,,
118.2116321,32.11260348958418,118.95286832474277,,,82.30054557506097,,
119.2116352,32.11260922470045,118.95286816530516,,,83.31034030565885,,
120.2116328,32.11261340741606,118.95286813190295,,,84.17300650258514,,
121.2116333,32.11262054803234,118.95286789369113,,,86.042046516406,,
122.2116333,32.11262585896924,118.95286783759262,,,86.61664529733011,,
123.2116338,32.1126293169596,118.95286787847185,,,87.0503744130589,,
124.2116339,32.11263363813026,118.95286776847067,,,87.8596744153672,,
125.2116344,32.11264114100857,118.95286744507848,,,86.17886960043455,,
126.211635,32.112646754095444,118.95286736259497,,,86.13369324068594,,
127.2116357,32.112649279478106,118.95286757981546,,,86.19288385215545,,
128.2116364,32.11265275286616,118.95286771803856,,,85.32816885980814,,
129.2116364,32.11265770886083,118.9528676396602,,,84.7819554735315,,
130.2116363,32.112662050862674,118.95286742086714,,,85.2349051818312,,
131.211637,32.112667949694206,118.9528670051894,,,86.09995917925784,,
132.2115895,32.112674240528946,118.95286657237328,,,84.65045040914849,,
133.2115891,32.11267839660708,118.95286635703022,,,84.57717271853349,,
134.2115891,32.11268470650214,118.95286612100065,,,84.64006455527536,,
135.2115911,32.11269245571771,118.95286565752171,,,82.39095248693037,,
136.2115887,32.11269977452462,118.95286507820242,,,84.01365518023114,,
137.2115854,32.11270563088862,118.95286488355538,,,84.8238508553016,,
138.2115837,32.112709752330574,118.95286503858576,,,84.37350148900687,,
139.2115828,32.11271300635051,118.95286502963131,,,85.44155848444449,,
140.2115803,32.112716556717615,118.95286482117871,,,83.86854901019869,,
141.2115816,32.112721249782055,118.95286452663662,,,83.38895826942974,,
142.2115831,32.11272568256857,118.95286436882584,,,84.92264890576374,,
143.2115837,32.112728950318704,118.95286444597991,,,85.65371226476358,,
144.2115848,32.112732612249644,118.95286454851068,,,83.18273016376341,,
145.2115849,32.112737403710526,118.95286456484351,,,84.00862362777733,,
146.2115859,32.11274138629883,118.95286470532359,,,83.0534669884791,,
147.2115862,32.11274433344854,118.9528649726147,,,83.63964188866721,,
148.211587,32.112747817032975,118.95286515613563,,,83.36162740101527,,
149.2115878,32.11275253646152,118.95286530175672,,,82.83669595463466,,
150.2115885,32.11275820635308,118.95286553708334,,,86.14853882207359,,
151.2115892,32.11276498516665,118.95286512944894,,,85.61653835592396,,
152.2115896,32.11277197258233,118.9528652428901,,,84.52761673561061,,
153.2115902,32.11277824221302,118.95286514953376,,,86.17398275746763,,
154.2115908,32.112785422040396,118.95286474059475,,,84.88890748433846,,
155.211591,32.11279198667175,118.9528644864382,,,83.89296600723486,,
156.211592,32.11279792864821,118.95286416648395,,,85.39510187977761,,
157.2115923,32.11280455133906,118.95286392242201,,,85.65708127007134,,
158.2115936,32.11281118810395,118.95286400987662,,,87.33518288196193,,
159.2115934,32.11281809810468,118.9528642092774,,,86.19019119203034,,
160.2115942,32.11282387922583,118.95286433953801,,,85.02621960619724,,
161.2115945,32.112828110792535,118.95286448989869,,,86.15701193746918,,
162.2115955,32.11283388848751,118.95286486191505,,,84.8701366878059,,
163.2115973,32.112840701510315,118.95286527595752,,,84.62970628226807,,
164.2115964,32.11284733772503,118.9528657444442,,,85.22604420311538,,
165.2115963,32.112853491706055,118.9528662468166,,,83.28884590422567,,
166.2115973,32.11285798988359,118.95286649221843,,,83.3494801461072,,
167.2115972,32.112862165155825,118.95286683222999,,,83.8036853740046,,
168.2115982,32.11286670351809,118.95286713272593,,,88.78506159050036,,
169.2115978,32.11287145372707,118.95286717774758,,,89.96723920255997,,
170.2115992,32.11287546193762,118.95286724649429,,,87.6375132884922,,
171.2115989,32.11288017233897,118.95286718400828,,,87.1980038178194,,
172.2115999,32.11288747949946,118.95286668651183,,,89.95668755294064,,
173.2116001,32.11289381730695,118.95286631419621,,,90.93748675464497,,
174.2116004,32.11290052751688,118.95286574772149,,,91.83189162206389,,
175.211601,32.112907572343715,118.95286571790562,,,90.94347488036715,,
176.2116021,32.11291224497493,118.9528659316067,,,91.81061667192772,,
177.2116017,32.11291676891519,118.95286606672394,,,92.36155370832758,,
178.2116028,32.11292346811672,118.95286617402445,,,90.98571530920167,,
179.2116034,32.11292790769014,118.9528660895487,,,91.40768345194314,,
180.2116033,32.11293359163562,118.9528656682752,,,91.3749042489868,,
181.2116036,32.11294038448728,118.95286563883401,,,87.69488376156411,,
182.211604,32.11294595618126,118.95286605149064,,,89.38209296870187,,
183.2116048,32.11295042918235,118.95286605869474,,,89.55655694229671,,
184.2116054,32.1129532165518,118.95286591560266,,,91.52057250748967,,
185.2116055,32.112956242723875,118.95286575369164,,,88.89515299606767,,
186.2116063,32.112962461925264,118.95286557291982,,,89.39755322669517,,
187.2116065,32.112967884636205,118.95286545522367,,,87.93670364600578,,
188.2116069,32.11297158036872,118.95286554923807,,,90.85243072608064,,
189.2116072,32.112978026145385,118.95286582090705,,,91.77167718907042,,
190.2116081,32.11298515429695,118.95286547710322,,,91.09736455281,,
191.2116245,32.11298936210639,118.95286494954006,,,91.38943826044157,,
192.2116094,32.11299269186131,118.95286443466888,,,92.33964902590839,,
193.2116088,32.1129990109959,118.95286376568178,,,92.32821468384155,,
194.2116113,32.11300421604035,118.95286351803388,,,92.54384945653848,,
195.2116096,32.11300819176781,118.95286367599434,,,94.41067942396403,,
196.2116104,32.11301447394265,118.95286366690374,,,91.37614174447077,,
197.2116107,32.11302119983174,118.95286328062743,,,89.81001235005667,,
198.2116108,32.11302802116689,118.95286256079676,,,89.99392050747858,,
199.2116148,32.11303517690049,118.95286186700187,,,92.28033951053939,,
200.2116115,32.11303921722713,118.95286153493774,,,92.17316217803337,,
201.2116121,32.113042218560096,118.95286109056421,,,91.72393558393175,,
202.2116125,32.11304889741855,118.95285985659133,,,89.33964265807664,,
203.2116132,32.113054457167614,118.95285888176164,,,89.1972264133617,,
204.2116129,32.11305702335001,118.95285865054164,,,88.7214525886429,,
205.2116137,32.11306042810303,118.95285857828323,,,89.80231758958881,,
206.2116144,32.113065164515184,118.95285846530123,,,88.27314932499894,,
207.2116154,32.11306932988536,118.95285844734627,,,86.99386760588595,,
208.2116152,32.1130747360365,118.95285846626867,,,88.37989815597989,,
209.2116156,32.113082166332426,118.95285836697727,,,88.46840543191581,,
210.2116158,32.113088452627245,118.95285807589245,,,92.72241634519769,,
211.2116166,32.11309158140663,118.95285774685989,,,87.79139082478595,,
212.2116165,32.11309540262185,118.95285751923728,,,90.81910643495007,,
213.2116174,32.113101956830455,118.95285746574672,,,92.48365976086498,,
214.2116175,32.113107032339975,118.952857487465,,,92.68594522368724,,
215.2116183,32.11311016220326,118.95285748777721,,,92.89436498612058,,
216.2116182,32.1131130277849,118.9528573496912,,,92.98948130818943,,
217.2116184,32.11311832408295,118.95285692768267,,,89.03150057384913,,
218.2116193,32.113125489972525,118.95285620557456,,,88.09691587206564,,
219.2116194,32.11313198895706,118.95285540848596,,,88.98628540357852,,
220.2116203,32.1131386800726,118.95285465470397,,,88.4065075141853,,
221.2116202,32.11314485006166,118.95285399334331,,,88.54573052287219,,
222.211621,32.11314904654393,118.95285357588853,,,87.59921398097812,,
223.2116209,32.11315543934318,118.95285275779425,,,87.30497947553864,,
224.2116212,32.11316079427409,118.95285210242595,,,85.0308759720971,,
225.2116226,32.11316273508065,118.95285203555447,,,85.8082743156289,,
226.2116225,32.11316543806873,118.95285192985118,,,85.53275903971951,,
227.2116231,32.11317188682819,118.95285138377821,,,86.5446565792908,,
228.2116234,32.113178242820915,118.95285116155982,,,89.54178903147748,,
229.2116235,32.11318447481426,118.95285086061052,,,91.02615722400809,,
230.2116246,32.11318982296323,118.95285072588945,,,91.77520136303208,,
231.2116243,32.11319383565214,118.95285087906727,,,92.89904484991554,,
232.2116245,32.113197652443176,118.95285107638655,,,92.53896400079901,,
233.2116256,32.1132030781741,118.95285152387821,,,92.29955878504131,,
234.2116253,32.11320928064699,118.9528519701804,,,91.83682754647171,,
235.2116258,32.11321397978722,118.95285203118061,,,87.7781028285665,,
236.2116264,32.11321722661232,118.95285194733876,,,87.86807681352084,,
237.2116272,32.113220787010206,118.95285197787331,,,89.22042017184611,,
238.2116272,32.11322671760335,118.9528522996873,,,90.75792934246103,,
239.2116274,32.113233559760594,118.95285249319446,,,91.33902167475668,,
240.2116274,32.1132385474667,118.95285224419644,,,89.06995720697324,,
241.2116289,32.113242746091345,118.95285188110863,,,87.45191851182949,,
242.2116284,32.11324914032884,118.9528518202783,,,86.60879826268037,,
243.2116289,32.11325566269098,118.9528515654247,,,89.22358867357464,,
244.2116301,32.11326201262502,118.95285137715295,,,91.96805083679733,,
245.2116296,32.113266246689015,118.9528512717229,,,93.08318453032462,,
246.2116307,32.1132709740092,118.95285123775982,,,90.68763224674095,,
247.2116311,32.11327753562228,118.95285113986805,,,89.57013490556024,,
248.2116308,32.11328177602318,118.95285076689908,,,87.77204889790322,,
249.2116327,32.11328554477291,118.95285074913538,,,92.97199478404205,,
250.2116325,32.1132902167885,118.95285117482884,,,93.5367298158847,,
251.2116325,32.11329585796094,118.95285160124017,,,95.52465622093227,,
252.2116325,32.113302548579625,118.9528520012646,,,95.68554930764047,,
253.2116336,32.11330882858772,118.9528523330587,,,91.65161885207108,,
254.2116342,32.113315143883135,118.952852721898,,,89.82462217757902,,
255.211634,32.11332138531558,118.95285310722963,,,90.25824257991701,,
256.2116342,32.113327646229884,118.95285341360886,,,92.25592667150869,,
257.2116349,32.11333357874641,118.95285370805972,,,95.26169241084396,,
258.2116005,32.11333974957632,118.95285409499118,,,94.74286971387251,,
259.2116027,32.113346385061256,118.9528545265205,,,93.91317603510005,,
260.2116046,32.11335248970886,118.95285488364178,,,94.57110953656819,,
261.2116052,32.11335865015176,118.95285520322108,,,95.85390937504299,,
262.211605,32.11336487220357,118.95285552004928,,,97.938090084237,,
263.2116033,32.11337101803041,118.95285590107197,,,96.56541557134045,,
264.2116042,32.11337724643931,118.95285623886375,,,93.79460946826818,,
265.2116047,32.11338134844391,118.95285599409301,,,91.24873016375571,,
266.211605,32.11338600277575,118.95285534145182,,,91.55844232457328,,
267.2116258,32.11339266086093,118.95285451389331,,,89.5510915271428,,
268.2116278,32.11339921989698,118.9528535617493,,,89.59788119697413,,
269.2116297,32.11340564477318,118.95285261789186,,,91.14936965089025,,
270.2116303,32.113412144693946,118.95285170987248,,,92.76352945528183,,
271.2116313,32.11341847631838,118.95285097202486,,,93.65648914998066,,
272.2116323,32.11342503066853,118.95285003110956,,,90.96694743198663,,
273.2116339,32.11343197973072,118.95284906780961,,,89.98427547781945,,
274.2116346,32.11343685007602,118.95284862275423,,,89.58482547639926,,
275.2116352,32.113439647820634,118.95284854488985,,,92.92678074831333,,
276.2116368,32.11344187384898,118.95284837979781,,,93.50128443620132,,
277.2116379,32.11344524801071,118.95284790749864,,,92.65851818710752,,
278.2116382,32.113451327658396,118.95284707430808,,,93.67498277581437,,
279.2116401,32.113457311489015,118.95284622382057,,,94.36214532055254,,
280.2116406,32.11346154472333,118.95284549737654,,,95.33207015879617,,
281.2116412,32.11346625031113,118.95284462426875,,,95.78811302036259,,
282.211641,32.113470748084886,118.95284378303907,,,95.54671673534412,,
283.2116417,32.11347490119759,118.95284305920342,,,95.24512857152546,,
284.2116426,32.11348067600947,118.95284226371831,,,91.15734354474233,,
285.2116437,32.113487655515854,118.95284206151038,,,93.06175200461004,,
286.2116437,32.113494184299064,118.952842205088,,,92.93660496156356,,
287.2116446,32.11350067062222,118.9528423550169,,,89.9771279467919,,
288.2116456,32.11350575040332,118.95284271339783,,,91.6921909868489,,
289.2116461,32.113509462677555,118.95284296956527,,,91.51458240662562,,
290.2116466,32.113515072843036,118.95284259752337,,,89.37336259432678,,
291.211647,32.11352128007113,118.95284210955401,,,88.86129408874574,,
292.2116503,32.11352788365266,118.9528415566216,,,87.03672745112496,,
293.2116487,32.113534822646635,118.95284084012907,,,86.52303386976901,,
294.2116489,32.1135415264206,118.95283995236962,,,88.374282009123,,
295.21165,32.11354819429238,118.95283893568012,,,89.27327674925087,,
296.2116499,32.11355480714176,118.95283838876573,,,88.84216530399023,,
297.2116507,32.11356121331732,118.95283824349195,,,88.4456344246643,,
298.2116512,32.11356807113006,118.95283742405852,,,89.31033203747376,,
299.2116525,32.11357487397016,118.952836535467,,,89.7177843431513,,
300.211653,32.11357963101426,118.95283600814078,,,94.53123827449545,,
301.2116531,32.11358369260316,118.9528354586254,,,92.92615789219236,,
302.2116537,32.113588112997036,118.95283490798796,,,92.71339139980847,,
303.2116542,32.11359278139182,118.95283477275719,,,91.67155033561534,,
304.2116547,32.113596295090666,118.95283479242427,,,90.9666713671419,,
305.2116553,32.11359883733401,118.95283478183771,,,90.21410984970092,,
306.2116553,32.113603227535144,118.95283496174181,,,90.32619039979346,,
307.2116553,32.11360944433602,118.95283529832241,,,89.83046098247574,,
308.2116561,32.1136136282961,118.95283540369404,,,91.47444585507488,,
309.2116572,32.11361737295792,118.95283541071593,,,87.44755402379063,,
310.2116574,32.1136220131155,118.95283542330039,,,86.22259651696623,,
311.2116581,32.113627629742794,118.95283545860072,,,86.78846867967195,,
312.2116586,32.113634269615375,118.95283564703931,,,87.69656383328658,,
313.2116584,32.11363920695173,118.9528353922014,,,87.96067406899981,,
314.2116617,32.11364296035201,118.95283476497646,,,87.44888460528293,,
315.2116597,32.11364743258411,118.95283426894494,,,88.8208068697748,,
316.2116598,32.113651087346526,118.95283401112832,,,88.96462358342713,,
317.21166,32.11365392604365,118.95283389421883,,,87.75909275575926,,
318.2116631,32.11365850788536,118.95283369052166,,,86.70389657746563,,
319.2116611,32.11366461536547,118.95283352842637,,,86.61000504931243,,
320.2116617,32.113670513953394,118.9528335371724,,,87.61046640002479,,
321.2116623,32.113677240224135,118.9528333325243,,,87.88853727249904,,
322.2116644,32.113683385325444,118.95283318488548,,,87.54948974037185,,
323.2116624,32.113689525186146,118.9528329297144,,,87.83016592775915,,
324.211664,32.113696563500504,118.95283212144172,,,91.15993472965253,,
325.211664,32.113701474918905,118.95283162121866,,,94.21907110980399,,
326.2116642,32.11370523976903,118.95283135029828,,,95.31380301376515,,
327.2116641,32.11370981934451,118.95283089349333,,,96.84390745227832,,
328.2116654,32.1137144264923,118.95283039913473,,,96.82803138285169,,
329.2116657,32.11371919482466,118.9528299614636,,,97.00914861608295,,
330.2116653,32.113724975493916,118.95282945370084,,,96.21398041071811,,
331.2116666,32.11373157827067,118.95282861145654,,,97.56890132015984,,
332.2116667,32.11373798262248,118.95282803593692,,,96.59401754972903,,
333.2116675,32.11374448304063,118.9528274449023,,,89.28011628918723,,
334.2116678,32.11374923510147,118.9528271239401,,,88.89037512222622,,
335.211668,32.11375384627549,118.95282696394594,,,93.59040272434282,,
336.2116679,32.11376017588044,118.95282666978994,,,94.24502358544187,,
337.2116687,32.1137664233094,118.95282645870985,,,94.59390279385983,,
338.2116692,32.11377322876818,118.95282630120607,,,95.82846227098429,,
339.2116692,32.11377958367054,118.9528260639936,,,95.80068172686677,,
340.2116739,32.11378605746567,118.95282595779487,,,97.0937267135823,,
341.2116705,32.1137924054619,118.95282599323224,,,95.82213596822227,,
342.2116711,32.113798367609114,118.9528261301638,,,97.77382094137965,,
343.2116711,32.11380262775865,118.95282608455165,,,98.01089124055495,,
344.2116722,32.11380545812298,118.95282578858054,,,92.51285420692665,,
345.2116724,32.11380864120402,118.95282540803022,,,88.58027271860367,,
346.2116723,32.113813203396525,118.9528249539603,,,89.13467611713173,,
347.2116722,32.11381921595386,118.95282435057214,,,87.82463094876016,,
348.2116729,32.113825313507895,118.95282393350136,,,86.43375749260126,,
349.2116746,32.11383046989487,118.9528237706661,,,87.97465986342769,,
350.2116737,32.113834588656694,118.95282377567938,,,91.8226651447652,,
351.2116745,32.11383815780289,118.9528238722981,,,93.84692259404979,,
352.2116745,32.11384294809677,118.9528235180639,,,94.55744006755705,,
353.2116755,32.11384986442073,118.95282261327269,,,95.35963986655986,,
354.2116758,32.1138565183038,118.95282186183907,,,95.27700083021271,,
355.2116756,32.113860600113924,118.95282142085782,,,94.27675953122463,,
356.2116764,32.11386644567077,118.95282078135973,,,90.39923761762489,,
357.211677,32.113872309906725,118.9528202907081,,,94.8220780633776,,
358.2116771,32.113876278287925,118.95282002746907,,,96.02404251137972,,
359.2116774,32.113882654600864,118.95281903546004,,,96.15236492278491,,
360.2116778,32.11388703667969,118.9528182646205,,,95.74997679383735,,
361.2116777,32.11388938873217,118.95281780268841,,,95.49127136543737,,
362.2116816,32.11389408381888,118.95281683543988,,,92.25523025023962,,
363.2116816,32.113900855552075,118.95281568371057,,,89.64938172796526,,
364.2116793,32.11390694413738,118.95281502136167,,,89.64376090973376,,
365.2116792,32.11391325048356,118.95281455185511,,,89.3031429652221,,
366.2116802,32.11391970797941,118.95281440166232,,,87.66066421291745,,
367.2116807,32.1139260605661,118.95281417412278,,,88.05656652077602,,
368.2116809,32.1139323804905,118.95281395460239,,,89.55459121419669,,
369.2116812,32.113938110457305,118.95281379924407,,,88.88281637948316,,
370.2116815,32.11394271888947,118.95281379867716,,,89.50974659870765,,
371.2116823,32.11394638235717,118.95281375989308,,,88.65334907423673,,
372.2116829,32.11395024380134,118.95281348339232,,,91.56749402301145,,
373.2116835,32.11395648455701,118.95281300971592,,,96.35712431940983,,
374.2116833,32.11396168892038,118.95281255763683,,,95.50025159776627,,
375.2116838,32.11396444713464,118.95281213292552,,,95.51840851799327,,
376.2116876,32.113969236882454,118.95281143782783,,,91.6589505297348,,
377.2116849,32.113976711586986,118.95281036065408,,,91.19387993844506,,
378.2116847,32.11398282492761,118.95280935028777,,,91.4421264964423,,
379.2116859,32.11398618252419,118.95280887314959,,,89.71296567101946,,
380.2116863,32.113988224960885,118.95280873526823,,,91.2676442912046,,
381.211686,32.113990465658446,118.95280872780545,,,91.32682164713184,,
382.2116867,32.11399400444104,118.95280875859048,,,90.0189707822842,,
