,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
363,362.2116816,32.11121707482956,118.95131533453551,,,173.89838447826162,,
364,363.2116816,32.11121638807283,118.9513069747389,,,286.7492997998663,,
365,364.2116793,32.11121768452553,118.95129929048666,,,201.4545275937844,,
366,365.2116792,32.11121953997248,118.95129167069676,,,154.84025086169208,,
367,366.2116802,32.111222263059965,118.95128423201554,,,156.87010478772368,,
368,367.2116807,32.11122503833907,118.95127698778232,,,153.89771761338557,,
369,368.2116809,32.111227379843754,118.95126954191123,,,158.30186306103235,,
370,369.2116812,32.111229971103015,118.95126305938945,,,153.85310179304906,,
371,370.2116815,32.11123253290256,118.95125819185054,,,146.9860511401481,,
372,371.2116823,32.111234496122584,118.95125429093254,,,147.01731032948544,,
373,372.2116829,32.11123598542274,118.95124976383111,,,154.6037430340433,,
374,373.2116835,32.111238363642926,118.9512424180146,,,157.9951936693069,,
375,374.2116833,32.11124067294581,118.95123651301903,,,152.7930922520626,,
376,375.2116838,32.11124266910569,118.95123399739636,,,143.04292148665354,,
377,376.2116876,32.11124648134385,118.95123005708196,,,134.55895542821156,,
378,377.2116849,32.11125154986756,118.95122305960197,,,136.6471611825873,,
379,378.2116847,32.11125522626998,118.95121677489223,,,144.22706849302108,,
380,379.2116859,32.11125751028509,118.95121363275616,,,141.20427038277876,,
381,380.2116863,32.111259041153694,118.95121186526723,,,137.10030235187514,,
382,381.211686,32.111260411537465,118.95120958660073,,,140.12899602058508,,
383,382.2116867,32.11126198903045,118.95120555281683,,,148.44685458445133,,
384,383.2116868,32.111264029756796,118.95119901714605,,,157.47415600163345,,
385,384.2116356,32.11126631198312,118.95119147192558,,,159.35061022190962,,
386,385.2116343,32.11126787805279,118.95118620986462,,,158.85987424874463,,
387,386.2116328,32.11126886236389,118.95118291382838,,,159.18773219455932,,
388,387.2116334,32.11127022462107,118.95117877118265,,,158.39878464574304,,
389,388.2116303,32.1112719025593,118.95117360413735,,,157.4982405138818,,
390,389.2116292,32.11127291974725,118.9511696741547,,,159.8612968010027,,
391,390.2116257,32.111273400295005,118.95116692115313,,,163.6902187402643,,
392,391.2116262,32.11127394063894,118.95116427858454,,,165.00578537165927,,
393,392.2116213,32.11127495554129,118.95116095212943,,,161.79356592595173,,
394,393.2116162,32.11127630914224,118.95115697515405,,,157.96783340702984,,
395,394.2116181,32.11127774276979,118.95115230769096,,,158.2438363729134,,
396,395.2116171,32.11127889867175,118.95114573297408,,,165.4972935754272,,
397,396.2116162,32.11127972477908,118.95113793509378,,,172.60187443927953,,
398,397.2116166,32.111280593424105,118.95113041300654,,,171.67573001644746,,
399,398.2116169,32.111281613583955,118.95112294550393,,,170.26234290099364,,
400,399.2116163,32.11128259251299,118.95111863037008,,,165.9170289296885,,
401,400.211616,32.11128354642726,118.95111572759953,,,161.97904533855922,,
402,401.2116164,32.11128455707793,118.95111170692601,,,162.29748925027195,,
403,402.211616,32.111285840604474,118.95110539993004,,,164.78502121228644,,
404,403.2116187,32.11128735281451,118.95109730784674,,,166.69577542633215,,
405,404.2116164,32.11128848739394,118.95108929562737,,,169.6168302569008,,
406,405.211617,32.111289093351516,118.95108152141405,,,174.15692484706824,,
407,406.2116172,32.11128946246492,118.95107642352782,,,175.51917248301822,,
408,407.2116171,32.11128974790845,118.9510727848249,,,174.73127363087974,,
409,408.2116168,32.111290101382586,118.95106827230696,,,174.12491047094875,,
410,409.2116195,32.11129117554683,118.95106187379852,,,169.74569817521933,,
411,410.2116169,32.11129262651781,118.95105374265773,,,166.93499389371732,,
412,411.2116176,32.11129328956422,118.95104515212823,,,174.46785556769987,,
413,412.2116184,32.111295563018594,118.95103752726887,,,159.9994082446102,,
414,413.2116175,32.11129663914834,118.95103241650119,,,162.58591569151667,,
415,414.2116177,32.111297093417264,118.95102537076909,,,172.6601411399206,,
416,415.2116183,32.111297841576274,118.95101761566946,,,173.48954628535876,,
417,416.2116189,32.111298604062455,118.95101414995789,,,168.11684819940058,,
418,417.2116195,32.11129925944707,118.95100991887887,,,167.66696136897554,,
419,418.2116189,32.11130016080707,118.95100178190637,,,172.1038640852487,,
420,419.2116195,32.111302298742736,118.95099363420103,,,161.99856298575537,,
421,420.2116205,32.11130447107844,118.95098581367886,,,160.5362382129308,,
422,421.2116205,32.11130611233377,118.95098111833272,,,157.50838271076748,,
423,422.2116196,32.11130766915379,118.95097548483498,,,158.85209340321376,,
424,423.2116205,32.11130928839307,118.9509667529101,,,167.25883501314206,,
425,424.2116205,32.1113105898344,118.95095914878465,,,167.62454157365528,,
426,425.2116212,32.111312059790414,118.95095125293913,,,166.82324655267132,,
427,426.2116235,32.11131348167178,118.95094565198332,,,163.51967418791332,,
428,427.2116218,32.11131453394538,118.9509421572856,,,160.66717051692046,,
429,428.2116215,32.11131540019437,118.95093917584973,,,159.84325993801963,,
430,429.2116218,32.11131707850225,118.9509342021845,,,157.9280291869104,,
431,430.2116215,32.111319362126174,118.95092720265441,,,157.33689404809104,,
432,431.2116243,32.111319630594046,118.9509231368838,,,169.69034913393455,,
433,432.2116232,32.11131949107415,118.95091923653892,,,178.49886443756168,,
434,433.2116222,32.111321124542776,118.95091180034945,,,166.66334606501107,,
435,434.2116235,32.11132245966827,118.95090560496449,,,162.9685914171523,,
436,435.2116239,32.11132315272028,118.9508998767257,,,169.60872146224438,,
437,436.2116233,32.11132442571575,118.9508919657684,,,168.6773516922526,,
438,437.2116235,32.11132615236336,118.95088484395856,,,163.2818378677872,,
439,438.2116237,32.111327736477236,118.95087657593758,,,166.08239907942595,,
440,439.2116238,32.111329271076094,118.95087055489819,,,163.49356447799892,,
441,440.211624,32.11133097555063,118.95086604457278,,,157.22950053254613,,
442,441.2116245,32.111332829072204,118.95086094679534,,,155.20087247470497,,
443,442.2116256,32.11133443331831,118.95085557456126,,,157.64877720775712,,
444,443.2116251,32.11133555270812,118.95085050592475,,,162.80051030052425,,
445,444.2116256,32.111336208344284,118.95084613041168,,,167.8658218257649,,
446,445.2116263,32.111336803943274,118.95084222997838,,,169.21701564668865,,
447,446.2116259,32.111337809458306,118.95083824319424,,,164.45741417654392,,
448,447.2116271,32.111339581433135,118.95083237490194,,,159.64701849599646,,
449,448.2116268,32.1113417376252,118.95082505636795,,,159.5017040881321,,
450,449.2116278,32.11134311365239,118.95081995395216,,,160.73839633136868,,
451,450.2116269,32.11134424403685,118.95081481292064,,,163.0581296523285,,
452,451.211628,32.111345337188965,118.950809133044,,,165.81597929327506,,
453,452.2116274,32.11134610875336,118.95080464800927,,,167.53234741389076,,
454,453.2116277,32.11134677750429,118.9508009972503,,,167.43040719175474,,
455,454.2116281,32.111347618371624,118.95079715423257,,,165.79195593225677,,
456,455.2116284,32.11134826454707,118.95079158808934,,,169.22341106325052,,
457,456.2116292,32.11134874818069,118.95078398257436,,,175.52793711438142,,
458,457.2116294,32.11135008056348,118.95077698055644,,,167.06299455279645,,
459,458.2116293,32.11135040816008,118.95076944305318,,,175.94575892398348,,
460,459.2116302,32.111350490953384,118.95076144517292,,,179.42968936094087,,
461,460.2116301,32.1113516010971,118.95075347257821,,,170.55137245067237,,
462,461.2116306,32.111353124604044,118.95074527317546,,,166.67044863609635,,
463,462.2116309,32.11135417972311,118.95073905994927,,,167.93475253309748,,
464,463.2116309,32.11135500759464,118.95073555657741,,,165.9365629376823,,
465,464.2116315,32.11135642930671,118.95073182958589,,,159.87843569747247,,
466,465.2116312,32.111358400758874,118.95072688373688,,,153.7962621070336,,
467,466.2116348,32.11135975237281,118.95072244795442,,,156.77896651964716,,
468,467.2116324,32.11136129441402,118.95071629637079,,,161.81888457027878,,
469,468.2116326,32.11136353597455,118.95070788250237,,,161.32260963429326,,
470,469.2116323,32.11136454420711,118.95070302405964,,,164.16671243498138,,
471,470.2116328,32.11136576397914,118.95069716955001,,,164.9805776998844,,
472,471.2116349,32.11136749873986,118.95068920973962,,,164.52602306153835,,
473,472.2116333,32.11136919387765,118.95068102910112,,,165.32757069515606,,
474,473.2116334,32.11137072900234,118.95067398174868,,,164.5073337823884,,
475,474.2116343,32.11137153816745,118.95067053525676,,,163.51949570835188,,
476,475.2116343,32.11137219340814,118.95066848083572,,,162.02092919657412,,
477,476.2116349,32.111373386573284,118.950665098158,,,159.4748607119168,,
478,477.2116346,32.11137506747751,118.95065981503181,,,157.75630612877092,,
479,478.2116354,32.11137644523904,118.95065441735457,,,160.41032389045347,,
480,479.2116354,32.111377662688135,118.95064944889232,,,162.90922927633142,,
481,480.2116359,32.11137900524326,118.95064471524239,,,161.40873920493982,,
482,481.2116359,32.11138030923837,118.95063974912644,,,159.93120139986422,,
483,482.2116359,32.111383420900566,118.95063500192174,,,147.50482459656962,,
484,483.2116368,32.11138996695003,118.95063163916446,,,114.30186349087478,,
485,484.2116365,32.11139482238793,118.95063034149358,,,99.54630081414814,,
486,485.211637,32.111398063573766,118.95063023545019,,,96.95178223029325,,
487,486.211637,32.111402089576735,118.95063040673006,,,90.14278537303016,,
488,487.2116382,32.11140844405379,118.95063088883785,,,86.22950451466681,,
489,488.2116382,32.111413836939796,118.95063105454032,,,88.96786131161821,,
490,489.211638,32.11141766713109,118.95063031476204,,,95.32254930363172,,
491,490.2116385,32.11142388205822,118.9506288904068,,,99.89213500480139,,
492,491.2116393,32.11143006149375,118.95062775589248,,,98.47112291274084,,
493,492.2116388,32.11143630478795,118.95062631451272,,,100.10393033457353,,
494,493.2116393,32.111441431706446,118.95062636979888,,,91.80263012948024,,
495,494.2116401,32.111445258207176,118.95062752845011,,,80.65285926523381,,
496,495.2116401,32.111449279581734,118.95062760251398,,,85.9622704655601,,
497,496.2116407,32.11145504437337,118.95062633360625,,,97.55521905221633,,
498,497.2116404,32.111461813772955,118.95062484420538,,,100.31523122348642,,
499,498.2116406,32.11146827091892,118.9506235625508,,,98.76458502376067,,
500,499.2116411,32.111473744871375,118.95062245261808,,,99.21597705501404,,
501,500.2116414,32.11147754946964,118.95062244240313,,,92.82495322685361,,
502,501.211642,32.111483054799514,118.95062215509832,,,92.16840819893673,,
503,502.2116423,32.1114901163144,118.95062203725257,,,91.12640909305333,,
504,503.2116425,32.11149548036968,118.9506223997894,,,86.82781849346372,,
505,504.2116424,32.11149848074174,118.95062251977622,,,87.0709393039142,,
506,505.2116427,32.11150179729404,118.95062254789899,,,88.64383324920345,,
507,506.2116431,32.11150639816194,118.95062258766686,,,89.39972496398707,,
508,507.2116441,32.111509932884346,118.95062254473956,,,90.46115910830213,,
509,508.2116442,32.111512851906696,118.95062229531553,,,92.30458879358719,,
510,509.2116443,32.11151772520366,118.95062168976047,,,94.79809244703767,,
511,510.2116197,32.11152476895322,118.95062018377183,,,99.65090804610145,,
512,511.2116172,32.111530528818754,118.95061880734231,,,100.49359669199589,,
513,512.211616,32.111534188667335,118.95061917312258,,,91.20800724107767,,
514,513.211616,32.111539805531365,118.95062061720014,,,81.0860896117938,,
515,514.2116165,32.11154697923304,118.95062159402532,,,82.75633858985668,,
516,515.2116071,32.11155183062313,118.95062182019738,,,88.83454790244491,,
517,516.2116159,32.11155437618446,118.95062171037937,,,90.75635329111958,,
518,517.2116252,32.11155860588455,118.9506211826237,,,93.25424914027974,,
519,518.2115494,32.11156508941455,118.95062096468479,,,91.99569615046528,,
520,519.2116141,32.11157146724536,118.95062149806085,,,86.20330033244363,,
521,520.2116143,32.11157731547483,118.95062136564442,,,90.6527896786547,,
522,521.2116146,32.11158151928782,118.950620359073,,,98.73123769465258,,
523,522.2116154,32.11158520268859,118.9506198010998,,,97.90134931684247,,
524,523.2116153,32.11158968439342,118.95061986318402,,,90.94362890652849,,
525,524.2116156,32.11159575465289,118.95061970302471,,,91.04647543142505,,
526,525.2116169,32.111602550539175,118.95062005087489,,,87.95367307711138,,
527,526.2116174,32.11160940870939,118.95062082476207,,,84.97932735853112,,
528,527.2116168,32.11161626327921,118.9506217094276,,,84.10696025260586,,
529,528.211617,32.111621069237444,118.95062202768666,,,86.75588213316087,,
530,529.2116177,32.11162338349276,118.95062161422985,,,92.48802960410865,,
531,530.2116179,32.11162534140725,118.95062106635042,,,96.06939274100841,,
532,531.2116193,32.11162885315931,118.95062084715696,,,93.9156599845902,,
533,532.2116193,32.11163410306778,118.95062053178637,,,92.59035057408641,,
534,533.21162,32.111640465499654,118.9506201622558,,,92.77531156417945,,
535,534.2116199,32.11164643357581,118.95062014364453,,,90.17739833592361,,
536,535.2116202,32.11165070520515,118.95061923227591,,,97.0742798586366,,
537,536.21162,32.11165579603146,118.95061754182719,,,103.32137219839876,,
538,537.2116215,32.11166207578627,118.9506155909387,,,104.09824987909917,,
539,538.2116216,32.11166714252354,118.95061412800733,,,102.80071076531442,,
540,539.2116218,32.111670051429535,118.95061350439191,,,101.00575514986667,,
541,540.2116219,32.111672510562336,118.95061324656056,,,98.33662119143742,,
542,541.2116228,32.111676286834665,118.95061294892638,,,94.8396787039784,,
543,542.2116226,32.111682551484066,118.95061261685728,,,92.3295329413993,,
544,543.211623,32.11168832057251,118.95061229374961,,,92.78007928490968,,
545,544.2116237,32.11169091912876,118.95061183581002,,,95.9007743226017,,
546,545.2116244,32.11169510029214,118.95061088979377,,,98.29704947803202,,
547,546.211624,32.11170220394824,118.95060963624391,,,98.07756724556555,,
548,547.2116245,32.11170714087394,118.95060898141186,,,96.66924358939741,,
549,548.2116252,32.11171075036821,118.95060865554939,,,94.33098600485152,,
550,549.2116251,32.11171571889041,118.95060875782609,,,90.44227247765195,,
551,550.2116259,32.11172307879637,118.9506095237817,,,85.39425837933277,,
552,551.2116262,32.111727598990875,118.95061009744357,,,84.01676281333982,,
553,552.2116265,32.11173302902285,118.9506105828758,,,85.56550390907933,,
554,553.2116265,32.11174057599891,118.95061083379998,,,88.61158799294856,,
555,554.2116266,32.11174796874747,118.95061071841648,,,90.61252082380895,,
556,555.2116269,32.111754490488444,118.95061056501865,,,91.04350966880565,,
557,556.2116275,32.1117579578075,118.95061014449594,,,93.74440208024271,,
558,557.2116281,32.11176129349685,118.95060974005337,,,94.9820052502638,,
559,558.2116283,32.11176616794876,118.95060980048302,,,91.24636689906515,,
560,559.2116287,32.1117707738648,118.95061081277014,,,82.5231462547357,,
561,560.2116288,32.11177602089285,118.95061121574193,,,83.9639232218467,,
562,561.2116293,32.11178303956729,118.95060992774026,,,98.38526497860857,,
563,562.2116289,32.11178969486592,118.95060933272178,,,94.13853643641778,,
564,563.2116296,32.11179659000382,118.95060876222823,,,93.7223598665438,,
565,564.2116301,32.111800988481185,118.95060868114486,,,91.61014780684559,,
566,565.2116308,32.11180649668567,118.9506080660061,,,93.9407548338163,,
567,566.2116303,32.11181389184416,118.95060726700595,,,95.13834548638852,,
568,567.2116306,32.11182067609858,118.95060705008265,,,91.50898849427722,,
569,568.2116315,32.111827670545054,118.95060644725434,,,93.77679679590153,,
570,569.2116312,32.11183403602161,118.95060567634613,,,95.49543103843882,,
571,570.2116315,32.111838446833026,118.9506051115265,,,95.7781849312961,,
572,571.2116326,32.11184448265392,118.9506043145735,,,95.88400749729283,,
573,572.211632,32.11185123957993,118.95060314054442,,,97.86006510799575,,
574,573.2116321,32.11185621643908,118.9506026574867,,,94.93141205029633,,
575,574.2116326,32.111860894933265,118.95060297351831,,,88.78283396710356,,
576,575.2116359,32.1118678913112,118.95060302956463,,,89.57110438681786,,
577,576.2116336,32.11187476469604,118.95060267579487,,,92.30760856408347,,
578,577.2116345,32.11188147757456,118.95060204887719,,,94.13768919638255,,
579,578.2116349,32.111886048512744,118.95060149038581,,,95.41715322586992,,
580,579.2116355,32.111890742414765,118.95060085642609,,,95.89919444297504,,
581,580.211635,32.111897800006794,118.95059992291425,,,95.98849383226968,,
582,581.2116349,32.11190432481047,118.95059899234643,,,96.31007177109734,,
583,582.2116363,32.11190684552613,118.95059867883974,,,94.96142122219157,,
584,583.2116358,32.111908823676046,118.95059878827362,,,92.49142019610963,,
585,584.2116365,32.11191458922739,118.95059897791839,,,89.99725088427192,,
586,585.2116371,32.111920432182814,118.95059893688101,,,89.62548359840343,,
587,586.2116373,32.111922878482204,118.95059882877048,,,90.68601645177091,,
588,587.2116373,32.111927764403845,118.95059932336794,,,88.07862429311285,,
589,588.2116373,32.11193469045204,118.9506002720745,,,83.05725256508504,,
590,589.2116381,32.11193822041271,118.95060078066228,,,82.47757492326343,,
591,590.2116376,32.11194132928265,118.95060080676068,,,86.17429093047508,,
592,591.2116388,32.11194612269281,118.95060066598015,,,90.57315942035314,,
593,592.2116385,32.11195091266603,118.95060115489366,,,87.45172204601408,,
594,593.2116396,32.111956158974486,118.95060167824842,,,84.85569958882877,,
595,594.2116396,32.11196247813105,118.95060132484363,,,92.55768760809724,,
596,595.2116395,32.11196666457806,118.95060115281468,,,93.13450267376948,,
597,596.2116399,32.111972153746855,118.95060067925641,,,93.08776796256711,,
598,597.2116404,32.111980155317966,118.9506000608194,,,93.8227523745719,,
599,598.2116429,32.11198727288489,118.95059994888523,,,90.25205232066389,,
600,599.2116407,32.11199141311098,118.95059936495737,,,93.47209550604282,,
