"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.069090835E-1,4.773624241E-1,-2.056598663E-2,4.472563267E-1
9.268260836E-1,4.542695880E-1,7.711295784E-2,5.915515423E-1
9.467430837E-1,3.732312620E-1,1.625860184E-1,7.096069455E-1
9.666600833E-1,1.868180931E-1,1.783475578E-1,8.077875972E-1
9.865770834E-1,-5.306953564E-2,7.259278744E-2,8.578045964E-1
1.006494083E0,-2.255368233E-1,-4.732784629E-2,8.507938981E-1
1.026411084E0,-3.061672151E-1,-9.089982510E-2,8.327826858E-1
1.046328084E0,-3.007130325E-1,-6.975115836E-2,7.735829353E-1
1.066245084E0,-2.507580519E-1,-3.674089909E-3,6.969305873E-1
1.086162083E0,-2.159515023E-1,8.062711358E-2,6.236159801E-1
1.106079083E0,-1.701400578E-1,1.526791900E-1,5.628255606E-1
1.125996083E0,-1.401624680E-1,1.586268395E-1,5.276628733E-1
1.145913084E0,-1.314135045E-1,9.017005563E-2,4.704785049E-1
1.165830084E0,-1.466713101E-1,-1.276108995E-2,3.732465804E-1
1.185747083E0,-1.691880673E-1,-8.331061900E-2,2.631543577E-1
1.205664083E0,-1.872078627E-1,-9.056210518E-2,1.684862822E-1
1.225581083E0,-1.804928631E-1,-3.092629835E-2,9.376123548E-2
1.245498084E0,-1.864822209E-1,7.988667488E-2,3.440984339E-2
1.265415084E0,-2.389576286E-1,1.998122483E-1,-2.295209467E-2
1.285332084E0,-3.029713333E-1,3.038399220E-1,-6.369926035E-2
1.305249083E0,-3.319340348E-1,3.663046956E-1,-7.826381922E-2
1.325166083E0,-3.065541089E-1,3.263735175E-1,-6.046005711E-2
1.345083083E0,-2.453254461E-1,1.970685720E-1,-3.440623730E-2
1.364999083E0,-1.762912422E-1,-1.633904316E-2,-2.709035762E-4
1.384916083E0,-1.487832367E-1,-2.042604387E-1,2.677627280E-2
1.404833084E0,-1.365592331E-1,-2.683875561E-1,4.539588094E-2
1.424750084E0,-1.348167658E-1,-1.979772896E-1,5.555640906E-2
1.444667084E0,-2.034485042E-1,-5.544710159E-2,4.453160614E-2
1.464584083E0,-3.865661621E-1,5.487091094E-2,1.043816097E-2
1.484500084E0,-5.701638460E-1,9.199924767E-2,-4.607491568E-2
1.504417084E0,-7.052031755E-1,8.815480769E-2,-1.207428351E-1
1.524334083E0,-7.624179125E-1,1.580008715E-1,-2.648208439E-1
1.544251083E0,-7.053086162E-1,2.679359317E-1,-4.716559947E-1
1.564168083E0,-5.425896645E-1,3.824664354E-1,-6.912530065E-1
1.584085084E0,-3.339280784E-1,4.312931299E-1,-8.428393006E-1
1.604002084E0,-1.578543633E-1,3.653621674E-1,-9.184201360E-1
1.623919083E0,3.671544418E-2,2.583291233E-1,-9.054290056E-1
1.643836083E0,1.739850491E-1,1.870361269E-1,-8.321351409E-1
1.663753083E0,2.461194247E-1,1.758242249E-1,-7.608824968E-1
1.683670084E0,2.936083078E-1,1.453284323E-1,-6.905781031E-1
1.703587084E0,3.524524868E-1,1.058675423E-1,-6.391027570E-1
1.723504084E0,4.028711319E-1,4.411823675E-2,-5.946280360E-1
1.743421083E0,3.963717818E-1,-2.472668141E-2,-5.429528356E-1
1.763338083E0,3.669825792E-1,-1.147453934E-1,-4.876605272E-1
1.783255083E0,3.566302359E-1,-1.767921597E-1,-4.381354153E-1
1.803172084E0,3.459991217E-1,-1.607670486E-1,-4.149048030E-1
1.823089084E0,2.630297840E-1,-1.192793846E-1,-4.250746369E-1
1.843006083E0,1.352927238E-1,-1.150416583E-1,-4.344963133E-1
1.862923083E0,3.539416939E-2,-1.113593727E-1,-4.536217153E-1
1.882840083E0,1.282701641E-2,-1.631897390E-1,-4.652684033E-1
1.902757084E0,-5.030909181E-2,-3.009521365E-1,-4.440195560E-1
1.922674084E0,-1.669595242E-1,-3.857780993E-1,-3.858513236E-1
1.942591084E0,-1.808571219E-1,-2.627342939E-1,-3.472929597E-1
1.962508083E0,-1.123405397E-1,-2.490582764E-1,-3.327856064E-1
1.982425083E0,5.851078779E-2,-2.955985367E-1,-3.218524754E-1
2.002342083E0,2.127250731E-1,-2.889451385E-1,-3.015830815E-1
2.022259084E0,1.033218205E-1,-3.176859021E-1,-2.741523683E-1
2.042176084E0,-1.997260153E-1,-5.484442711E-1,-3.368383944E-1
2.062093083E0,-4.602131248E-1,-8.723297715E-1,-4.123958051E-1
2.082010083E0,-6.953266263E-1,-9.259132743E-1,-3.819981515E-1
2.101927083E0,-7.858167887E-1,-9.342210889E-1,-2.479858696E-1
2.121844084E0,-7.587857842E-1,-1.038404465E0,-8.082768321E-2
2.141761084E0,-6.683781743E-1,-1.089858770E0,8.186341822E-2
2.161678084E0,-6.085114479E-1,-8.308342695E-1,1.734521240E-1
2.181595083E0,-5.646273494E-1,-4.849493802E-1,1.312275827E-1
2.201512083E0,-5.833321214E-1,-1.327552795E-1,-3.880516440E-2
2.221429083E0,-6.099470854E-1,1.958906651E-1,-1.856555939E-1
2.241346084E0,-5.097857118E-1,4.233018160E-1,-2.230916917E-1
2.261263084E0,-3.143912554E-1,5.348148346E-1,-1.843601614E-1
2.281180083E0,-8.710190654E-2,5.723952651E-1,-1.204136685E-1
2.301097083E0,9.440144897E-2,5.997324586E-1,-5.664645135E-2
2.321014083E0,1.917504966E-1,6.640726924E-1,1.013661362E-2
2.340931084E0,2.661465704E-1,6.881152987E-1,4.692365974E-2
2.360848084E0,3.617204130E-1,5.844326615E-1,4.390751198E-2
2.380765084E0,4.003119469E-1,4.555527866E-1,4.745472968E-2
2.400682083E0,3.356596529E-1,3.988589346E-1,5.137714744E-2
2.420599083E0,2.194785923E-1,3.899164796E-1,-5.930616520E-3
2.440516084E0,1.424470246E-1,3.274225891E-1,-1.165790185E-1
2.460433084E0,1.015158221E-1,2.489059865E-1,-1.977047622E-1
2.480350792E0,5.157784000E-2,2.385361344E-1,-2.218908072E-1
2.500267792E0,1.477022655E-2,2.806671560E-1,-2.009779364E-1
2.520184792E0,2.248462103E-2,2.968484759E-1,-1.902454495E-1
2.540101792E0,5.135049671E-2,2.620565593E-1,-1.921796948E-1
2.560018792E0,6.031842902E-2,2.361796945E-1,-2.350888550E-1
2.579935792E0,4.487172142E-2,2.197046876E-1,-3.226427138E-1
2.599852792E0,1.849658415E-2,2.064314634E-1,-4.214878082E-1
2.619769792E0,1.234098524E-2,1.144732758E-1,-4.416597188E-1
2.639686792E0,2.266474627E-2,9.390524589E-3,-3.943127394E-1
2.659603792E0,4.997987673E-2,-8.852421492E-2,-3.374644220E-1
2.679520792E0,7.507054508E-2,-2.220364213E-1,-2.844147086E-1
2.699437792E0,5.074077845E-2,-4.017756283E-1,-2.650361061E-1
2.719354792E0,-4.374979064E-2,-5.351424813E-1,-2.514267564E-1
2.739271792E0,-1.560073644E-1,-5.538093448E-1,-3.047747016E-1
2.759188792E0,-2.808457613E-1,-4.637073576E-1,-4.652555585E-1
2.779105792E0,-3.734034300E-1,-3.154970706E-1,-5.785722733E-1
2.799022792E0,-3.804382980E-1,-1.133609042E-1,-5.280723572E-1
2.818939792E0,-3.117419779E-1,5.904063582E-2,-3.761419952E-1
2.838856792E0,-2.112217993E-1,1.205905601E-1,-2.079465538E-1
2.858773792E0,-1.267971247E-1,8.268144727E-2,-1.213598922E-1
2.878690792E0,-7.127505541E-2,1.094711758E-2,-1.421353519E-1
2.898607792E0,-3.053066134E-2,-3.897025809E-2,-2.620162964E-1
2.918524792E0,1.571822166E-2,-4.743925482E-2,-3.631381989E-1
2.938441792E0,7.799528539E-2,-3.952419758E-2,-3.727444410E-1
2.958358792E0,1.565661281E-1,-2.149391547E-2,-2.968342304E-1
2.978275792E0,2.393573672E-1,1.584012061E-4,-2.058282793E-1
2.998192792E0,3.293129504E-1,1.031544060E-3,-1.655977368E-1
3.018109792E0,4.004137516E-1,1.644859836E-2,-1.462804079E-1
3.038026792E0,4.374447763E-1,6.889310479E-2,-1.186146289E-1
3.057943792E0,4.335159957E-1,1.370919645E-1,-7.209647447E-2
3.077860792E0,3.940556049E-1,2.053363323E-1,-2.502685040E-2
3.097777792E0,3.323386610E-1,1.935441792E-1,3.748080879E-2
3.117694792E0,3.128098249E-1,4.683770984E-2,1.286300123E-1
3.137611792E0,3.178390265E-1,-1.371119767E-1,2.310864180E-1
3.157528792E0,2.944000065E-1,-2.232695073E-1,3.041366339E-1
3.177445792E0,2.056280673E-1,-2.352196723E-1,3.091427684E-1
3.197362792E0,1.335240602E-1,-3.115373254E-1,2.973391712E-1
3.217279792E0,1.717839837E-1,-4.128057957E-1,3.255017698E-1
3.237196792E0,2.950882316E-1,-4.246138632E-1,4.220194817E-1
3.257113792E0,3.671814501E-1,-4.427924454E-1,5.645474195E-1
3.277030792E0,3.523432016E-1,-5.274288654E-1,7.506976128E-1
3.296947792E0,3.115430176E-1,-5.081539750E-1,8.865406513E-1
3.316864792E0,1.958218366E-1,-3.936897814E-1,8.509620428E-1
3.336781792E0,4.565962590E-4,-2.402070165E-1,6.686340570E-1
3.356698792E0,-2.346900105E-1,1.129220054E-2,4.216855764E-1
3.376615792E0,-3.773714304E-1,2.792098522E-1,2.022418678E-1
3.396532792E0,-4.247974455E-1,4.979338348E-1,7.000005990E-2
3.416449792E0,-3.805928230E-1,6.545693874E-1,3.339358419E-2
3.436366792E0,-2.883140445E-1,7.338889837E-1,7.638216019E-2
3.456283792E0,-1.543564498E-1,7.120848298E-1,1.380322576E-1
3.476200667E0,-5.316681694E-3,6.057177186E-1,1.913211644E-1
3.496117667E0,1.141670197E-1,4.790341258E-1,2.534212172E-1
3.516034667E0,1.603157520E-1,3.631553352E-1,3.086474240E-1
3.535951667E0,1.616057754E-1,2.676237226E-1,3.262008727E-1
3.555868667E0,1.376731843E-1,1.919690073E-1,2.845444083E-1
3.575785667E0,1.086911857E-1,1.077424362E-1,2.012146562E-1
3.595702667E0,6.301680207E-2,5.856034905E-2,1.104016304E-1
3.615619667E0,-1.771279611E-3,6.064590067E-2,5.036100745E-2
3.635536667E0,-5.631146953E-2,1.024495289E-1,1.132302079E-2
3.655453667E0,-5.129719526E-2,9.675747156E-2,-1.714658737E-2
3.675371667E0,-1.618720219E-2,4.738973081E-2,-1.320477389E-2
3.695288667E0,3.664202988E-2,-1.983496547E-2,1.099576522E-2
3.715204667E0,6.435158104E-2,-4.167970270E-2,1.655822434E-2
3.735122667E0,5.186865479E-2,-5.002757534E-3,-2.244741097E-2
3.755039667E0,-1.168305054E-3,5.680826679E-2,-7.709880173E-2
3.774956667E0,-7.413844019E-2,1.180974916E-1,-1.367696822E-1
3.794873667E0,-1.810482442E-1,1.692399085E-1,-1.683917493E-1
3.814790667E0,-3.467267454E-1,1.294469982E-1,-1.961658001E-1
3.834707667E0,-5.283172131E-1,-4.362899438E-2,-2.644587457E-1
3.854624667E0,-6.605128646E-1,-2.470646203E-1,-3.384737372E-1
3.874541667E0,-7.296267748E-1,-3.253558278E-1,-4.479881227E-1
3.894458667E0,-7.569994330E-1,-2.389846146E-1,-5.495727658E-1
3.914375667E0,-7.167140245E-1,-6.766401231E-2,-5.975767374E-1
3.934292667E0,-5.700495243E-1,8.251963556E-2,-5.566101670E-1
3.954209667E0,-3.676476479E-1,2.349688262E-1,-4.624311924E-1
3.974126667E0,-1.596041471E-1,2.896109819E-1,-3.736958206E-1
3.994043667E0,-1.653493568E-2,2.432763278E-1,-2.973436713E-1
4.013960667E0,4.000351951E-2,2.137071639E-1,-2.684812546E-1
4.033877667E0,7.547074556E-2,2.020685822E-1,-3.141697347E-1
4.053794667E0,1.235545874E-1,1.281483471E-1,-3.633069992E-1
4.073711667E0,1.925863922E-1,3.898038715E-2,-3.457309604E-1
4.093628667E0,2.658076584E-1,-1.257620752E-3,-2.759359479E-1
4.113545667E0,3.059888780E-1,1.290159672E-2,-1.980303526E-1
4.133462667E0,3.237936199E-1,7.254157960E-2,-1.636692137E-1
4.153379667E0,3.507612944E-1,1.201722473E-1,-1.515051872E-1
4.173296667E0,3.448131680E-1,1.741678119E-1,-1.488335878E-1
4.193213667E0,2.643498778E-1,1.987065673E-1,-1.469006091E-1
4.213130667E0,1.191317663E-1,2.217324525E-1,-1.638185084E-1
4.233047667E0,-3.620084748E-2,2.077620775E-1,-2.262823731E-1
4.252964667E0,-1.751875132E-1,1.607770026E-1,-2.499082983E-1
4.272881667E0,-2.625223994E-1,1.089755818E-1,-1.811860204E-1
4.292798667E0,-2.742166221E-1,5.458877608E-2,-5.492176488E-2
4.312715667E0,-2.482931912E-1,-1.519465819E-3,7.779482007E-2
4.332632667E0,-2.550347149E-1,-5.856997147E-2,1.787608415E-1
4.352549667E0,-2.410098016E-1,-1.547363251E-1,2.296508998E-1
4.372466667E0,-1.537096649E-1,-1.776071638E-1,2.486101836E-1
4.392383667E0,-9.568152577E-2,-8.957874775E-2,2.824371755E-1
4.412300667E0,-6.258496642E-2,-2.617166564E-2,3.848821223E-1
4.432217667E0,1.539359801E-4,6.777756661E-2,5.389924645E-1
4.452134667E0,4.269522429E-2,2.310461700E-1,5.751066804E-1
4.472051542E0,4.092442617E-2,2.452012002E-1,5.356611013E-1
4.491968542E0,-3.971914947E-2,2.027425468E-1,4.914347529E-1
4.511885542E0,-1.620576680E-1,1.671628058E-1,4.287092388E-1
4.531802542E0,-2.722890973E-1,6.158762425E-2,3.497720361E-1
4.551719542E0,-3.002837300E-1,-8.400364965E-2,3.048560023E-1
4.571636542E0,-2.640536427E-1,-1.687554419E-1,3.569654822E-1
4.591553542E0,-2.270925939E-1,-1.342002451E-1,4.622469544E-1
4.611470542E0,-1.710245311E-1,-3.518069908E-2,5.355467796E-1
4.631388542E0,-3.588696942E-2,2.516866475E-2,6.116213202E-1
4.651305542E0,1.891674548E-1,4.555011541E-2,7.295919657E-1
4.671222542E0,4.065160453E-1,-7.759477943E-2,8.923447132E-1
4.691139542E0,5.789105892E-1,-1.032696217E-1,1.027993202E0
4.711056542E0,7.072694898E-1,-1.152358353E-1,1.105232000E0
4.730973542E0,7.360050678E-1,-1.386624873E-1,1.176221013E0
4.750890542E0,6.205059886E-1,-1.580673754E-1,1.236538649E0
4.770807542E0,4.529312551E-1,-1.939110160E-1,1.242684126E0
4.790724542E0,2.651268542E-1,-2.703702152E-1,1.203746080E0
4.810641542E0,3.965225071E-2,-3.717454076E-1,1.141157389E0
4.830558542E0,-2.299740463E-1,-4.760231674E-1,1.064092636E0
4.850475542E0,-4.821592271E-1,-5.083873868E-1,9.652450681E-1
4.870392542E0,-5.901475549E-1,-5.169653893E-1,8.206680417E-1
4.890309542E0,-4.181993902E-1,-5.017012954E-1,5.979791880E-1
4.910226542E0,-3.474306315E-2,-5.586335659E-1,2.574937046E-1
4.930143542E0,-2.645585127E-2,-1.005959809E-1,7.394921035E-2
4.950060542E0,-1.197370514E-1,3.790880740E-1,4.711885937E-3
4.969977542E0,-8.824140579E-2,3.497421145E-1,-4.262513295E-2
4.989894542E0,-1.810627989E-2,4.029123783E-1,-6.357650459E-2
5.009811542E0,-6.923147943E-3,3.997054398E-1,-1.597414017E-1
5.029728542E0,-1.923666522E-2,3.538126647E-1,-2.876590788E-1
5.049645542E0,9.916238487E-3,4.402939081E-1,-3.628208935E-1
5.069562542E0,3.833768517E-2,3.892931640E-1,-4.069318771E-1
5.089479542E0,5.697336793E-2,2.831827402E-1,-4.293591678E-1
5.109396542E0,2.628087625E-2,2.745195627E-1,-4.446529746E-1
5.129313542E0,-8.841047063E-3,2.421735078E-1,-4.406927526E-1
5.149230542E0,-5.443408340E-2,2.109364718E-1,-4.534546733E-1
5.169148542E0,-9.629453719E-2,1.756629944E-1,-4.710592926E-1
5.189065542E0,-1.129094362E-1,1.246200129E-1,-5.019284487E-1
5.208982542E0,-1.120635718E-1,6.969414651E-2,-5.147683024E-1
5.228899542E0,-1.106086075E-1,2.755246125E-2,-5.119378567E-1
5.248816542E0,-9.054032713E-2,3.382179886E-2,-4.938173890E-1
5.268733542E0,-5.183947459E-2,1.375100315E-1,-4.505540133E-1
5.288650542E0,-1.252820902E-2,3.260614872E-1,-3.650004268E-1
5.308567542E0,4.119642824E-2,4.752825201E-1,-2.609691322E-1
5.328484542E0,9.823831171E-2,5.611565113E-1,-1.737954170E-1
5.348401542E0,1.435897648E-1,5.676274896E-1,-1.040039733E-1
5.368318542E0,1.570132673E-1,5.179256201E-1,-2.596234158E-2
5.388235542E0,1.413314342E-1,4.210856855E-1,3.662071750E-2
5.408152542E0,6.384482980E-2,2.442532033E-1,9.389428049E-2
5.428069542E0,4.658074304E-2,7.360650599E-2,1.286889911E-1
5.447986542E0,8.714423329E-2,-3.919522464E-2,1.705939621E-1
5.467903542E0,1.150770336E-1,-8.923117816E-2,2.203898877E-1
5.487820333E0,1.378093213E-1,-1.032020524E-2,2.823369503E-1
5.507737333E0,1.592313647E-1,5.976848677E-2,3.603063226E-1
5.527654334E0,1.713159680E-1,2.996027656E-2,4.371172786E-1
5.547571334E0,2.281969488E-1,-9.998708963E-3,4.838752449E-1
5.567488334E0,2.946433723E-1,3.027438372E-2,5.017702579E-1
5.587406334E0,3.188511431E-1,1.203167811E-1,5.068665147E-1
5.607323334E0,2.602097392E-1,2.509030327E-2,5.333650112E-1
5.627240334E0,1.121834591E-1,-1.798494756E-1,4.989048839E-1
5.647157333E0,-1.183556393E-2,-4.534440935E-1,4.486426115E-1
5.667074333E0,-1.267446131E-1,-5.830004811E-1,4.224011302E-1
5.686991333E0,-2.260731012E-1,-5.049490333E-1,3.934044242E-1
5.706908334E0,-2.721268535E-1,-3.573321700E-1,3.956761360E-1
5.726825334E0,-2.779626548E-1,-1.728845388E-1,3.940865397E-1
5.746742333E0,-2.659202218E-1,-4.973506927E-2,3.707300127E-1
5.766659333E0,-2.410331666E-1,1.134472340E-2,3.202299476E-1
5.786576333E0,-2.161971629E-1,3.032889590E-2,2.419827431E-1
5.806493334E0,-1.625918448E-1,4.524430633E-2,1.621352881E-1
5.826410334E0,-1.007449850E-1,5.277679116E-2,1.126018241E-1
5.846327334E0,-2.333834022E-2,9.449787438E-2,2.260828391E-2
5.866244333E0,4.666282982E-2,1.557327360E-1,-7.860837132E-2
5.886161333E0,5.743740499E-2,1.914276779E-1,-1.529147029E-1
5.906078334E0,6.469950080E-2,2.073443979E-1,-2.208813429E-1
5.925996333E0,9.218158573E-2,1.901879162E-1,-2.231096327E-1
5.945913333E0,1.056110784E-1,1.378432810E-1,-1.987511367E-1
5.965830334E0,7.976713777E-2,7.273492217E-2,-1.906936169E-1
5.985747334E0,4.650305957E-2,-2.320282161E-3,-1.986575276E-1
6.005664334E0,-1.545410138E-3,-6.637625396E-2,-1.979742050E-1
6.025581333E0,-6.694936752E-2,-1.056824550E-1,-1.664515734E-1
6.045498333E0,-1.226210743E-1,-6.448340416E-2,-1.221443787E-1
6.065415333E0,-1.652486622E-1,3.291046992E-2,-1.027306244E-1
6.085332334E0,-2.102397531E-1,1.345642954E-1,-1.126670688E-1
6.105249334E0,-2.626450658E-1,1.683101803E-1,-1.208551228E-1
6.125166333E0,-2.954083085E-1,1.734862775E-1,-1.441501081E-1
6.145083333E0,-2.848271430E-1,2.151523530E-1,-1.946716309E-1
6.165000333E0,-2.380808592E-1,3.040134013E-1,-2.452788055E-1
6.184917334E0,-1.552905440E-1,3.235566616E-1,-2.859023213E-1
6.204834334E0,1.159887202E-2,2.105640322E-1,-2.959334850E-1
6.224751334E0,1.449909061E-1,1.020685583E-1,-2.813899815E-1
6.244669334E0,1.679041088E-1,2.706658095E-2,-2.848181129E-1
6.264586334E0,1.564132422E-1,8.398486301E-3,-3.296161890E-1
6.284503333E0,1.530973762E-1,1.120728534E-2,-3.602077365E-1
6.304420333E0,1.545812786E-1,-2.665727958E-2,-3.818712831E-1
6.324337333E0,1.473500580E-1,-6.340788305E-2,-3.860841990E-1
6.344254334E0,1.419224888E-1,-6.193723157E-2,-3.809252381E-1
6.364171334E0,1.456470042E-1,-1.923513785E-2,-3.703079820E-1
6.384088334E0,1.709772795E-1,4.320864379E-2,-3.427421451E-1
6.404005333E0,2.096450478E-1,1.517737359E-1,-2.877947688E-1
6.423922333E0,2.520689666E-1,2.517463863E-1,-2.221404165E-1
6.443839333E0,2.858109176E-1,3.240408897E-1,-1.860036105E-1
6.463756334E0,3.008752763E-1,3.733347058E-1,-1.639490426E-1
6.483673208E0,3.189198077E-1,3.407650292E-1,-1.433215588E-1
6.503590208E0,2.996092439E-1,2.775594592E-1,-1.351117939E-1
6.523507209E0,2.674973905E-1,1.786277741E-1,-1.194015890E-1
6.543425208E0,2.067225277E-1,9.895126522E-2,-1.083328277E-1
6.563342209E0,1.450225115E-1,2.849163488E-2,-8.480083942E-2
6.583259209E0,8.458825946E-2,-4.581883922E-2,-2.804756537E-2
6.603176209E0,3.423867002E-2,-6.639886647E-2,7.247570902E-2
6.623093208E0,3.430766612E-2,-2.002523839E-2,1.987090260E-1
6.643010208E0,6.184680387E-2,7.678901777E-3,3.345698118E-1
6.662927208E0,1.102727726E-1,-6.321349740E-2,4.573018849E-1
6.682844209E0,2.005144209E-1,-1.508982480E-1,5.587349534E-1
6.702761209E0,2.892586589E-1,-1.338337809E-1,6.305257678E-1
6.722678209E0,2.849896848E-1,-6.858666986E-2,6.904944181E-1
6.742595208E0,1.925764680E-1,-6.078257784E-2,7.109540701E-1
6.762512208E0,5.080694705E-2,-1.708602458E-1,6.840131879E-1
6.782429209E0,-4.954874516E-2,-2.980021536E-1,6.270014644E-1
6.802346209E0,-9.447545558E-2,-2.954854667E-1,5.924640298E-1
6.822263209E0,-1.026845276E-1,-2.291734219E-1,6.035938859E-1
6.842181209E0,-8.585181087E-2,-9.735780954E-2,6.077570915E-1
6.862098209E0,-2.839058638E-2,6.758682430E-3,5.870265961E-1
6.882015209E0,2.220029570E-2,5.600678921E-2,5.877699852E-1
6.901932208E0,3.096187115E-2,6.575363874E-2,5.553178787E-1
6.921849208E0,-1.156641264E-2,6.148511916E-2,5.114414692E-1
6.941766209E0,-7.931549102E-2,9.087723494E-2,4.516069293E-1
6.961683209E0,-1.135833114E-1,1.781744808E-1,3.871880770E-1
6.981600209E0,-1.293675154E-1,2.731440365E-1,3.169999719E-1
7.001517208E0,-1.643911898E-1,3.743363023E-1,2.458381802E-1
7.021434208E0,-1.907528937E-1,4.222829640E-1,2.040809542E-1
7.041351208E0,-1.660798788E-1,3.965334594E-1,1.940108985E-1
7.061268209E0,-1.042032838E-1,2.833292484E-1,1.822135150E-1
7.081185209E0,-5.042608455E-2,7.054561377E-2,1.227416992E-1
7.101102209E0,-4.888206255E-3,-1.195076257E-1,3.618457541E-2
7.121020209E0,-9.020790458E-3,-2.030359209E-1,-6.876924634E-2
7.140937209E0,-7.329662144E-2,-1.969908774E-1,-1.610795856E-1
7.160854208E0,-1.581861675E-1,-8.349125087E-2,-2.047016770E-1
7.180771208E0,-2.259237021E-1,4.895494506E-2,-2.231358439E-1
7.200688208E0,-2.701764703E-1,9.344659746E-2,-2.343976647E-1
7.220605209E0,-2.763341069E-1,1.892086416E-1,-2.890630662E-1
7.240522209E0,-2.987774611E-1,1.961263418E-1,-3.113116324E-1
7.260439209E0,-3.125073016E-1,1.277296543E-1,-2.994737029E-1
7.280356208E0,-2.590637207E-1,-7.848754525E-2,-2.912826240E-1
7.300273208E0,-2.087091058E-1,-3.314886987E-1,-2.660399675E-1
7.320190208E0,-1.798162311E-1,-4.634144306E-1,-2.668499649E-1
7.340107209E0,-1.572134942E-1,-5.065307617E-1,-2.962214351E-1
7.360025208E0,-1.251704395E-1,-4.360780716E-1,-3.515367210E-1
7.379942209E0,-9.283900261E-2,-2.935298383E-1,-4.183934927E-1
7.399859209E0,-3.586357087E-2,-1.534300148E-1,-4.821413159E-1
7.419776209E0,3.104715794E-2,-2.766357735E-3,-5.264153481E-1
7.439693208E0,1.079868823E-1,1.349691898E-1,-5.447636843E-1
7.459610208E0,1.999878138E-1,2.596997917E-1,-5.281252861E-1
7.479527167E0,2.811387777E-1,3.894991577E-1,-4.852234423E-1
7.499444167E0,3.243404627E-1,5.177658796E-1,-4.401829839E-1
7.519361167E0,3.318583667E-1,6.127972603E-1,-4.000624418E-1
7.539278167E0,3.174254894E-1,6.394076943E-1,-3.630146384E-1
7.559195167E0,2.806508541E-1,6.240533590E-1,-3.200866580E-1
