"Time (s)","X (µT)","Y (µT)","Z (µT)"
6.280710837E-1,-3.724264526E2,6.717351685E2,-1.009933472E1
6.479880833E-1,-3.720556641E2,6.715424194E2,-9.364013672E0
6.679050834E-1,-3.718060913E2,6.710295410E2,-9.337921143E0
6.878220835E-1,-3.715748901E2,6.705391846E2,-9.549133301E0
7.077390836E-1,-3.715568237E2,6.702228394E2,-8.781982422E0
7.276560836E-1,-3.709396362E2,6.694812012E2,-9.329544067E0
7.475730837E-1,-3.706558838E2,6.690615845E2,-8.534652710E0
7.674900834E-1,-3.706021729E2,6.687742310E2,-7.697723389E0
7.874070834E-1,-3.699689941E2,6.681376343E2,-7.527648926E0
8.073240835E-1,-3.701178589E2,6.675426636E2,-6.880661011E0
8.272410836E-1,-3.698819580E2,6.675172119E2,-5.929077148E0
8.471580837E-1,-3.695438843E2,6.671212769E2,-5.641342163E0
8.670750833E-1,-3.697341919E2,6.668642578E2,-5.097305298E0
8.869920834E-1,-3.696370239E2,6.665242920E2,-4.570236206E0
9.069090835E-1,-3.703842773E2,6.662603760E2,-3.924362183E0
9.268260836E-1,-3.708599243E2,6.666071167E2,-3.725280762E0
9.467430837E-1,-3.709434204E2,6.664588013E2,-3.659698486E0
9.666600833E-1,-3.719050293E2,6.665161743E2,-3.407913208E0
9.865770834E-1,-3.716593628E2,6.663370361E2,-3.924942017E0
1.006494083E0,-3.723262939E2,6.661955566E2,-3.887756348E0
1.026411084E0,-3.732484741E2,6.660792847E2,-3.960067749E0
1.046328084E0,-3.735007935E2,6.661548462E2,-4.504684448E0
1.066245084E0,-3.743576660E2,6.662559814E2,-4.544036865E0
1.086162083E0,-3.747814941E2,6.667329712E2,-4.886779785E0
1.106079083E0,-3.748848267E2,6.669398804E2,-4.592498779E0
1.125996083E0,-3.755849609E2,6.672785034E2,-4.958007812E0
1.145913084E0,-3.757852783E2,6.675960083E2,-5.181793213E0
1.165830084E0,-3.761286011E2,6.679126587E2,-5.275161743E0
1.185747083E0,-3.765374756E2,6.681679077E2,-5.183319092E0
1.205664083E0,-3.761421509E2,6.683055420E2,-5.573715210E0
1.225581083E0,-3.767697754E2,6.683015747E2,-5.542236328E0
1.245498084E0,-3.766456909E2,6.682081299E2,-6.100769043E0
1.265415084E0,-3.763956299E2,6.680502930E2,-6.055007935E0
1.285332084E0,-3.762744141E2,6.680517578E2,-6.571685791E0
1.305249083E0,-3.760764160E2,6.681934814E2,-6.927398682E0
1.325166083E0,-3.760776978E2,6.681708984E2,-7.275680542E0
1.345083083E0,-3.757219849E2,6.684489136E2,-7.718048096E0
1.364999083E0,-3.758336792E2,6.684168091E2,-7.846191406E0
1.384916083E0,-3.759866333E2,6.686426392E2,-7.493164062E0
1.404833084E0,-3.757764893E2,6.690086060E2,-8.124069214E0
1.424750084E0,-3.760011597E2,6.688644409E2,-7.914520264E0
1.444667084E0,-3.761070557E2,6.692636108E2,-8.259185791E0
1.464584083E0,-3.763039551E2,6.698500977E2,-8.253112793E0
1.484500084E0,-3.765866699E2,6.707094116E2,-8.074005127E0
1.504417084E0,-3.763692627E2,6.720863037E2,-8.731506348E0
1.524334083E0,-3.764756470E2,6.731711426E2,-9.029647827E0
1.544251083E0,-3.756258545E2,6.734123535E2,-9.566467285E0
1.564168083E0,-3.751748657E2,6.734329224E2,-1.004447937E1
1.584085084E0,-3.751074219E2,6.734148560E2,-1.034721375E1
1.604002084E0,-3.736103516E2,6.725419312E2,-1.120915222E1
1.623919083E0,-3.729014282E2,6.712025146E2,-1.157344055E1
1.643836083E0,-3.719104614E2,6.703637085E2,-1.119337463E1
1.663753083E0,-3.719518433E2,6.694974976E2,-1.145199585E1
1.683670084E0,-3.710581665E2,6.690417480E2,-1.175765991E1
1.703587084E0,-3.702987671E2,6.683178711E2,-1.154708862E1
1.723504084E0,-3.696849976E2,6.679218140E2,-1.109777832E1
1.743421083E0,-3.688012085E2,6.675148315E2,-1.117655945E1
1.763338083E0,-3.686576538E2,6.672095337E2,-1.083897400E1
1.783255083E0,-3.679487915E2,6.669227295E2,-1.054244995E1
1.803172084E0,-3.682771606E2,6.662427368E2,-9.894805908E0
1.823089084E0,-3.677918701E2,6.660086670E2,-9.859756470E0
1.843006083E0,-3.674782104E2,6.654572754E2,-9.641937256E0
1.862923083E0,-3.671418457E2,6.656190796E2,-9.604293823E0
1.882840083E0,-3.671530151E2,6.654655151E2,-9.456176758E0
1.902757084E0,-3.671145020E2,6.653446045E2,-9.456527710E0
1.922674084E0,-3.669741211E2,6.650762329E2,-9.464843750E0
1.942591084E0,-3.667893066E2,6.652630005E2,-9.430374146E0
1.962508083E0,-3.668972778E2,6.652457886E2,-9.904937744E0
1.982425083E0,-3.668851318E2,6.652608032E2,-9.575073242E0
2.002342083E0,-3.668771362E2,6.648345947E2,-9.028045654E0
2.022259084E0,-3.665339966E2,6.646491699E2,-9.564849854E0
2.042176084E0,-3.666684570E2,6.643160400E2,-8.724472046E0
2.062093083E0,-3.670305786E2,6.642009277E2,-9.386550903E0
2.082010083E0,-3.671292725E2,6.645392456E2,-9.597991943E0
2.101927083E0,-3.673701172E2,6.645394287E2,-9.559265137E0
2.121844084E0,-3.676634521E2,6.648090820E2,-1.016181946E1
2.141761084E0,-3.685574951E2,6.654304810E2,-1.000820923E1
2.161678084E0,-3.689404907E2,6.657910156E2,-1.028131104E1
2.181595083E0,-3.696240845E2,6.661414185E2,-1.044461060E1
2.201512083E0,-3.700061035E2,6.666965942E2,-1.097485352E1
2.221429083E0,-3.698259277E2,6.670958252E2,-1.166012573E1
2.241346084E0,-3.695124512E2,6.675314331E2,-1.177049255E1
2.261263084E0,-3.691198730E2,6.676613770E2,-1.218832397E1
2.281180083E0,-3.686380615E2,6.673690186E2,-1.236042786E1
2.301097083E0,-3.680869141E2,6.674805298E2,-1.267680359E1
2.321014083E0,-3.677015381E2,6.675422363E2,-1.275167847E1
2.340931084E0,-3.674590454E2,6.671599731E2,-1.286445618E1
2.360848084E0,-3.671292725E2,6.670803223E2,-1.221557617E1
2.380765084E0,-3.665845337E2,6.666618042E2,-1.258811951E1
2.400682083E0,-3.657747803E2,6.665051270E2,-1.226162720E1
2.420599083E0,-3.659260864E2,6.662377319E2,-1.212817383E1
2.440516084E0,-3.658857422E2,6.661650391E2,-1.225706482E1
2.460433084E0,-3.656604614E2,6.661814575E2,-1.186294556E1
2.480350792E0,-3.651991577E2,6.661724854E2,-1.204995728E1
2.500267792E0,-3.650636597E2,6.659375000E2,-1.199156189E1
2.520184792E0,-3.647499390E2,6.661863403E2,-1.251155090E1
2.540101792E0,-3.648099976E2,6.659904785E2,-1.215011597E1
2.560018792E0,-3.641400146E2,6.658739014E2,-1.227551270E1
2.579935792E0,-3.637705078E2,6.658375244E2,-1.264250183E1
2.599852792E0,-3.632672119E2,6.659143677E2,-1.261517334E1
2.619769792E0,-3.627330933E2,6.657726440E2,-1.249208069E1
2.639686792E0,-3.618411255E2,6.653576050E2,-1.236479187E1
2.659603792E0,-3.621853638E2,6.657951660E2,-1.265093994E1
2.679520792E0,-3.622300415E2,6.654314575E2,-1.244941711E1
2.699437792E0,-3.620512695E2,6.655639038E2,-1.219464111E1
2.719354792E0,-3.619580078E2,6.654290161E2,-1.212498474E1
2.739271792E0,-3.620219727E2,6.655744019E2,-1.277647400E1
2.759188792E0,-3.621281128E2,6.654576416E2,-1.240803528E1
2.779105792E0,-3.625682983E2,6.657903442E2,-1.254875183E1
2.799022792E0,-3.618724976E2,6.658382568E2,-1.254341125E1
2.818939792E0,-3.621590576E2,6.662969360E2,-1.263751221E1
2.838856792E0,-3.613985596E2,6.660678101E2,-1.257310486E1
2.858773792E0,-3.612935791E2,6.660658569E2,-1.323585510E1
2.878690792E0,-3.611553955E2,6.662195435E2,-1.336163330E1
2.898607792E0,-3.610772095E2,6.663798828E2,-1.330035400E1
2.918524792E0,-3.611237793E2,6.661744385E2,-1.361927795E1
2.938441792E0,-3.602757568E2,6.663657227E2,-1.365797424E1
2.958358792E0,-3.601268311E2,6.659862671E2,-1.343458557E1
2.978275792E0,-3.601942139E2,6.660131836E2,-1.335174561E1
2.998192792E0,-3.604879761E2,6.657888184E2,-1.257498169E1
3.018109792E0,-3.598799438E2,6.654690552E2,-1.258261108E1
3.038026792E0,-3.597681885E2,6.652511597E2,-1.237333679E1
3.057943792E0,-3.594799805E2,6.647794189E2,-1.176150513E1
3.077860792E0,-3.593070068E2,6.646791992E2,-1.178103638E1
3.097777792E0,-3.597688599E2,6.645131226E2,-1.145741272E1
3.117694792E0,-3.591503296E2,6.642777100E2,-1.123771667E1
3.137611792E0,-3.590555420E2,6.641383667E2,-1.078498840E1
3.157528792E0,-3.595675659E2,6.635245972E2,-1.083177185E1
3.177445792E0,-3.600283813E2,6.634847412E2,-1.052397156E1
3.197362792E0,-3.602094727E2,6.633917236E2,-1.011315918E1
3.217279792E0,-3.605097656E2,6.635114136E2,-1.013766479E1
3.237196792E0,-3.608275757E2,6.636102905E2,-9.924514771E0
3.257113792E0,-3.620783081E2,6.632669678E2,-9.208221436E0
3.277030792E0,-3.623036499E2,6.632933350E2,-9.320953369E0
3.296947792E0,-3.631508179E2,6.630352173E2,-8.862625122E0
3.316864792E0,-3.643240967E2,6.629033203E2,-8.337539673E0
3.336781792E0,-3.649067383E2,6.631123657E2,-8.245346069E0
3.356698792E0,-3.656463013E2,6.630109253E2,-7.885711670E0
3.376615792E0,-3.663724976E2,6.633943481E2,-8.108520508E0
3.396532792E0,-3.665314331E2,6.634473877E2,-8.502563477E0
3.416449792E0,-3.660142212E2,6.637821655E2,-9.343002319E0
3.436366792E0,-3.655996704E2,6.642741699E2,-9.471130371E0
3.456283792E0,-3.652896729E2,6.640581665E2,-9.737167358E0
3.476200667E0,-3.647822266E2,6.643892822E2,-1.023188782E1
3.496117667E0,-3.646140747E2,6.644507446E2,-1.024707031E1
3.516034667E0,-3.643115845E2,6.646194458E2,-1.059335327E1
3.535951667E0,-3.646163330E2,6.645291748E2,-9.890350342E0
3.555868667E0,-3.647090454E2,6.643821411E2,-9.936386108E0
3.575785667E0,-3.646449585E2,6.643907471E2,-1.023908997E1
3.595702667E0,-3.648245850E2,6.640648804E2,-1.028628540E1
3.615619667E0,-3.649025879E2,6.640573120E2,-9.539794922E0
3.635536667E0,-3.647845459E2,6.640765991E2,-9.953613281E0
3.655453667E0,-3.645845337E2,6.641410522E2,-9.904235840E0
3.675371667E0,-3.644252930E2,6.643309326E2,-9.943511963E0
3.695288667E0,-3.646489868E2,6.643143921E2,-1.022877502E1
3.715204667E0,-3.645772705E2,6.641597900E2,-9.829467773E0
3.735122667E0,-3.646123657E2,6.644273682E2,-1.016775513E1
3.755039667E0,-3.646880493E2,6.642210083E2,-9.834625244E0
3.774956667E0,-3.647497559E2,6.641489258E2,-9.861068726E0
3.794873667E0,-3.646716309E2,6.640189819E2,-1.006193542E1
3.814790667E0,-3.644050293E2,6.640577393E2,-1.042517090E1
3.834707667E0,-3.645040283E2,6.646128540E2,-1.086532593E1
3.854624667E0,-3.642047729E2,6.650083618E2,-1.116252136E1
3.874541667E0,-3.641121826E2,6.654107666E2,-1.151028442E1
3.894458667E0,-3.640745239E2,6.659747314E2,-1.211932373E1
3.914375667E0,-3.635658569E2,6.663284912E2,-1.232916260E1
3.934292667E0,-3.636420898E2,6.666499023E2,-1.288800049E1
3.954209667E0,-3.632221680E2,6.668222656E2,-1.319448853E1
3.974126667E0,-3.626060181E2,6.670635376E2,-1.384747314E1
3.994043667E0,-3.620539551E2,6.672535400E2,-1.377064514E1
4.013960667E0,-3.616713867E2,6.669556885E2,-1.366865540E1
4.033877667E0,-3.610641479E2,6.666551514E2,-1.364462280E1
4.053794667E0,-3.607202759E2,6.669025879E2,-1.326641846E1
4.073711667E0,-3.607315063E2,6.666007080E2,-1.310638428E1
4.093628667E0,-3.603521729E2,6.666266479E2,-1.286033630E1
4.113545667E0,-3.598714600E2,6.665605469E2,-1.271203613E1
4.133462667E0,-3.597407227E2,6.660148315E2,-1.255421448E1
4.153379667E0,-3.595671997E2,6.660096436E2,-1.249732971E1
4.173296667E0,-3.594245605E2,6.652545166E2,-1.213365173E1
4.193213667E0,-3.589674683E2,6.650593872E2,-1.151313782E1
4.213130667E0,-3.591013184E2,6.651317139E2,-1.178416443E1
4.233047667E0,-3.582979736E2,6.650424194E2,-1.128979492E1
4.252964667E0,-3.580488892E2,6.649530029E2,-1.167077637E1
4.272881667E0,-3.578826904E2,6.651481934E2,-1.201440430E1
4.292798667E0,-3.575469971E2,6.652857056E2,-1.180468750E1
4.312715667E0,-3.576690063E2,6.652395020E2,-1.245166016E1
4.332632667E0,-3.578502197E2,6.656312866E2,-1.224665833E1
4.352549667E0,-3.582194824E2,6.657767944E2,-1.276872253E1
4.372466667E0,-3.586290283E2,6.658187866E2,-1.336470032E1
4.392383667E0,-3.585090942E2,6.662800903E2,-1.356178284E1
4.412300667E0,-3.592985840E2,6.663517456E2,-1.364297485E1
4.432217667E0,-3.594605103E2,6.665084839E2,-1.328100586E1
4.452134667E0,-3.595598755E2,6.664879761E2,-1.321224976E1
4.472051542E0,-3.599673462E2,6.665059204E2,-1.310099792E1
4.491968542E0,-3.604916992E2,6.664179688E2,-1.311033630E1
4.511885542E0,-3.607821045E2,6.663298340E2,-1.295376587E1
4.531802542E0,-3.606934204E2,6.669317627E2,-1.330386353E1
4.551719542E0,-3.610184937E2,6.670505981E2,-1.377182007E1
4.571636542E0,-3.609985962E2,6.669361572E2,-1.349534607E1
4.591553542E0,-3.615569458E2,6.670494385E2,-1.374470520E1
4.611470542E0,-3.620643921E2,6.673508301E2,-1.345390320E1
4.631388542E0,-3.625672607E2,6.674805908E2,-1.368360901E1
4.651305542E0,-3.625596313E2,6.679672852E2,-1.399812317E1
4.671222542E0,-3.631077881E2,6.676779785E2,-1.382653809E1
4.691139542E0,-3.634970703E2,6.674371338E2,-1.326861572E1
4.711056542E0,-3.644437866E2,6.671661377E2,-1.271064758E1
4.730973542E0,-3.653945923E2,6.670301514E2,-1.239617920E1
4.750890542E0,-3.662521973E2,6.664078369E2,-1.155334473E1
4.770807542E0,-3.669559326E2,6.661929932E2,-1.080688477E1
4.790724542E0,-3.683323364E2,6.665050659E2,-1.031575012E1
4.810641542E0,-3.692758179E2,6.662994995E2,-1.048973083E1
4.830558542E0,-3.702471313E2,6.668970337E2,-1.011851501E1
4.850475542E0,-3.709346313E2,6.675552979E2,-1.034080505E1
4.870392542E0,-3.715800171E2,6.682077637E2,-9.842758179E0
4.890309542E0,-3.726585693E2,6.693193970E2,-1.059873962E1
4.910226542E0,-3.734201660E2,6.697902222E2,-1.036941528E1
4.930143542E0,-3.740244141E2,6.699702759E2,-1.008566284E1
4.950060542E0,-3.744042969E2,6.700852051E2,-1.069322205E1
4.969977542E0,-3.741348877E2,6.706005859E2,-1.027624512E1
4.989894542E0,-3.734336548E2,6.714851685E2,-1.113647461E1
5.009811542E0,-3.731503906E2,6.721325684E2,-1.152752686E1
5.029728542E0,-3.728130493E2,6.723898926E2,-1.194493103E1
5.049645542E0,-3.727288818E2,6.724519653E2,-1.194099426E1
5.069562542E0,-3.719557495E2,6.727202148E2,-1.209741211E1
5.089479542E0,-3.713034668E2,6.722335205E2,-1.238180542E1
5.109396542E0,-3.714749146E2,6.724344482E2,-1.220997620E1
5.129313542E0,-3.707422485E2,6.719732056E2,-1.235935974E1
5.149230542E0,-3.700620728E2,6.717549438E2,-1.277960205E1
5.169148542E0,-3.698358765E2,6.713709717E2,-1.268193054E1
5.189065542E0,-3.695459595E2,6.714450684E2,-1.278166199E1
5.208982542E0,-3.692594604E2,6.714236450E2,-1.277230835E1
5.228899542E0,-3.690314941E2,6.716328125E2,-1.335337830E1
5.248816542E0,-3.685319214E2,6.720932617E2,-1.328746033E1
5.268733542E0,-3.682324829E2,6.720671997E2,-1.358883667E1
5.288650542E0,-3.679266357E2,6.720403442E2,-1.379917908E1
5.308567542E0,-3.672617798E2,6.720242310E2,-1.358230591E1
5.328484542E0,-3.668585205E2,6.716112671E2,-1.379020691E1
5.348401542E0,-3.662121582E2,6.714346924E2,-1.401387024E1
5.368318542E0,-3.655446167E2,6.715032349E2,-1.362269592E1
5.388235542E0,-3.653759155E2,6.713336792E2,-1.322872925E1
5.408152542E0,-3.651141357E2,6.713691406E2,-1.355426025E1
5.428069542E0,-3.654394531E2,6.711585083E2,-1.340368652E1
5.447986542E0,-3.652050171E2,6.714038696E2,-1.355892944E1
5.467903542E0,-3.656826782E2,6.714685059E2,-1.355490112E1
5.487820333E0,-3.659616089E2,6.720230713E2,-1.360804749E1
5.507737333E0,-3.657899170E2,6.719128418E2,-1.370591736E1
5.527654334E0,-3.670252686E2,6.720806885E2,-1.372470093E1
5.547571334E0,-3.669267578E2,6.724002686E2,-1.381315613E1
5.567488334E0,-3.677497559E2,6.727611084E2,-1.339059448E1
5.587406334E0,-3.674887695E2,6.727568359E2,-1.353358459E1
5.607323334E0,-3.680831909E2,6.726267700E2,-1.321098328E1
5.627240334E0,-3.685756836E2,6.722294312E2,-1.295460510E1
5.647157333E0,-3.689976196E2,6.714190063E2,-1.314532471E1
5.667074333E0,-3.693649292E2,6.710242310E2,-1.249031067E1
5.686991333E0,-3.697815552E2,6.714938354E2,-1.252958679E1
5.706908334E0,-3.705836182E2,6.717377319E2,-1.280816650E1
5.726825334E0,-3.708300781E2,6.720610352E2,-1.274797058E1
5.746742333E0,-3.710944824E2,6.720004883E2,-1.288581848E1
5.766659333E0,-3.715210571E2,6.723995972E2,-1.298519897E1
5.786576333E0,-3.719570923E2,6.722810669E2,-1.284562683E1
5.806493334E0,-3.715609741E2,6.731169434E2,-1.341557312E1
5.826410334E0,-3.716788940E2,6.729741211E2,-1.330068970E1
5.846327334E0,-3.719857788E2,6.731755371E2,-1.366996765E1
5.866244333E0,-3.717319946E2,6.732250977E2,-1.351594543E1
5.886161333E0,-3.714853516E2,6.727480469E2,-1.329475403E1
5.906078334E0,-3.708949585E2,6.723585815E2,-1.359448242E1
5.925996333E0,-3.706950684E2,6.722249756E2,-1.329533386E1
5.945913333E0,-3.703638306E2,6.714445190E2,-1.296849060E1
5.965830334E0,-3.700877075E2,6.711282959E2,-1.305325317E1
5.985747334E0,-3.698751831E2,6.712580566E2,-1.277305603E1
6.005664334E0,-3.697061157E2,6.712080688E2,-1.271517944E1
6.025581333E0,-3.698316650E2,6.710936279E2,-1.248681641E1
6.045498333E0,-3.697677002E2,6.709924927E2,-1.261218262E1
6.065415333E0,-3.697465210E2,6.713784790E2,-1.298226929E1
6.085332334E0,-3.695324097E2,6.716072998E2,-1.271990967E1
6.105249334E0,-3.697637329E2,6.717821045E2,-1.290931702E1
6.125166333E0,-3.692957764E2,6.722568359E2,-1.359881592E1
6.145083333E0,-3.694150391E2,6.730951538E2,-1.346823120E1
6.165000333E0,-3.694777832E2,6.734859009E2,-1.425123596E1
6.184917334E0,-3.687484741E2,6.733876953E2,-1.372018433E1
6.204834334E0,-3.687459717E2,6.735223389E2,-1.404263306E1
6.224751334E0,-3.682785034E2,6.735940552E2,-1.436007690E1
6.244669334E0,-3.680060425E2,6.735360718E2,-1.428804016E1
6.264586334E0,-3.672841187E2,6.732279663E2,-1.404672241E1
6.284503333E0,-3.668665771E2,6.733679199E2,-1.412713623E1
6.304420333E0,-3.675191650E2,6.732846680E2,-1.405186462E1
6.324337333E0,-3.671607056E2,6.731727295E2,-1.403404236E1
6.344254334E0,-3.667813721E2,6.728195801E2,-1.354028320E1
6.364171334E0,-3.666921387E2,6.725932617E2,-1.383924866E1
6.384088334E0,-3.661058350E2,6.730596313E2,-1.383425903E1
6.404005333E0,-3.657177124E2,6.728760376E2,-1.343266296E1
6.423922333E0,-3.658861694E2,6.726566162E2,-1.355679321E1
6.443839333E0,-3.656510010E2,6.722543335E2,-1.320443726E1
6.463756334E0,-3.650424805E2,6.719489746E2,-1.304933167E1
6.483673208E0,-3.645466309E2,6.715554199E2,-1.287501526E1
6.503590208E0,-3.638018188E2,6.709122925E2,-1.270407104E1
6.523507209E0,-3.638378906E2,6.700802612E2,-1.242857361E1
6.543425208E0,-3.634331665E2,6.696375732E2,-1.176310730E1
6.563342209E0,-3.632453003E2,6.696990967E2,-1.178031921E1
6.583259209E0,-3.630773315E2,6.694899292E2,-1.159375000E1
6.603176209E0,-3.632108154E2,6.694847412E2,-1.117982483E1
6.623093208E0,-3.631435547E2,6.699482422E2,-1.156437683E1
6.643010208E0,-3.632920532E2,6.702208862E2,-1.121957397E1
6.662927208E0,-3.641800537E2,6.704430542E2,-1.114564514E1
6.682844209E0,-3.645119629E2,6.704507446E2,-1.100041199E1
6.702761209E0,-3.650093384E2,6.711293335E2,-1.056217957E1
6.722678209E0,-3.651741943E2,6.709656982E2,-1.077888489E1
6.742595208E0,-3.657342529E2,6.704051514E2,-1.118409729E1
6.762512208E0,-3.666011963E2,6.699674683E2,-1.057409668E1
6.782429209E0,-3.671296997E2,6.698286133E2,-1.094056702E1
6.802346209E0,-3.679409180E2,6.698931885E2,-1.073413086E1
6.822263209E0,-3.683646240E2,6.700496216E2,-1.043292236E1
6.842181209E0,-3.687406006E2,6.702175903E2,-1.054525757E1
6.862098209E0,-3.694640503E2,6.704552002E2,-1.073551941E1
6.882015209E0,-3.697077026E2,6.705381470E2,-1.082983398E1
6.901932208E0,-3.701987305E2,6.707594604E2,-1.058160400E1
6.921849208E0,-3.706948853E2,6.706462402E2,-1.077584839E1
6.941766209E0,-3.710532227E2,6.708726807E2,-1.046566772E1
6.961683209E0,-3.709116821E2,6.707605591E2,-1.061923218E1
6.981600209E0,-3.712118530E2,6.712907104E2,-1.079386902E1
7.001517208E0,-3.708251953E2,6.706674805E2,-1.093112183E1
7.021434208E0,-3.708607178E2,6.708629150E2,-1.131297302E1
7.041351208E0,-3.710287476E2,6.707547607E2,-1.144972229E1
7.061268209E0,-3.706814575E2,6.709129639E2,-1.196139526E1
7.081185209E0,-3.705587769E2,6.710786743E2,-1.170704651E1
7.101102209E0,-3.709282837E2,6.710702515E2,-1.171524048E1
7.121020209E0,-3.706422729E2,6.712519531E2,-1.158445740E1
7.140937209E0,-3.708652954E2,6.716182861E2,-1.148788452E1
7.160854208E0,-3.706235352E2,6.717506104E2,-1.163619995E1
7.180771208E0,-3.703507080E2,6.722085571E2,-1.132189941E1
7.200688208E0,-3.705212402E2,6.732208862E2,-1.167300415E1
7.220605209E0,-3.705308228E2,6.740995483E2,-1.179779053E1
7.240522209E0,-3.704453125E2,6.741298828E2,-1.196069336E1
7.260439209E0,-3.698706665E2,6.743029175E2,-1.222749329E1
7.280356208E0,-3.699647827E2,6.741655273E2,-1.290425110E1
7.300273208E0,-3.698073120E2,6.742452393E2,-1.280067444E1
7.320190208E0,-3.696738892E2,6.740765991E2,-1.330120850E1
7.340107209E0,-3.699899292E2,6.741085815E2,-1.267439270E1
7.360025208E0,-3.700616455E2,6.738309326E2,-1.277807617E1
7.379942209E0,-3.698930054E2,6.739968262E2,-1.316401672E1
7.399859209E0,-3.696354980E2,6.738067627E2,-1.246852112E1
7.419776209E0,-3.693076782E2,6.739342651E2,-1.329635620E1
7.439693208E0,-3.691704102E2,6.732484131E2,-1.286080933E1
7.459610208E0,-3.688377075E2,6.733509521E2,-1.272865295E1
7.479527167E0,-3.678031616E2,6.731468506E2,-1.287924194E1
7.499444167E0,-3.674147339E2,6.723060303E2,-1.273793030E1
7.519361167E0,-3.666611938E2,6.720413818E2,-1.285537720E1
7.539278167E0,-3.662649536E2,6.716489868E2,-1.240830994E1
7.559195167E0,-3.653108521E2,6.714008789E2,-1.225598145E1
7.579112167E0,-3.644078369E2,6.714207153E2,-1.246096802E1
7.599029167E0,-3.643377075E2,6.711805420E2,-1.222920227E1
7.618947167E0,-3.638354492E2,6.715037842E2,-1.203608704E1
7.638864167E0,-3.643507080E2,6.715596313E2,-1.209809875E1
7.658781167E0,-3.636096191E2,6.718104248E2,-1.240715027E1
7.678698167E0,-3.637235107E2,6.719258423E2,-1.253057861E1
7.698615167E0,-3.639915161E2,6.719776611E2,-1.207197571E1
7.718532167E0,-3.641533813E2,6.719870605E2,-1.227029419E1
7.738449167E0,-3.646212769E2,6.724018555E2,-1.226698303E1
7.758366167E0,-3.652447510E2,6.724218140E2,-1.217640686E1
7.778283167E0,-3.658739014E2,6.720920410E2,-1.208421326E1
7.798200167E0,-3.660300903E2,6.723688354E2,-1.174978638E1
7.818117167E0,-3.665582886E2,6.720244141E2,-1.155561829E1
7.838035167E0,-3.675057983E2,6.714841309E2,-1.193632507E1
7.857952167E0,-3.676552734E2,6.717625122E2,-1.174769592E1
7.877869167E0,-3.686191406E2,6.718936157E2,-1.222712708E1
7.897786167E0,-3.687922974E2,6.725742188E2,-1.204727173E1
7.917703167E0,-3.693418579E2,6.729829102E2,-1.259255981E1
7.937620167E0,-3.695404053E2,6.732937012E2,-1.302413940E1
7.957537167E0,-3.694987793E2,6.730897827E2,-1.298626709E1
7.977454167E0,-3.694562378E2,6.732591553E2,-1.324331665E1
7.997371167E0,-3.697850342E2,6.730266724E2,-1.331150818E1
8.017288167E0,-3.695032349E2,6.730678101E2,-1.312948608E1
8.037205167E0,-3.694853516E2,6.724391479E2,-1.331588745E1
8.057122167E0,-3.691280518E2,6.723143311E2,-1.334364319E1
8.077040167E0,-3.682122803E2,6.723676758E2,-1.362657166E1
8.096957167E0,-3.677488403E2,6.722771606E2,-1.430567932E1
8.116874167E0,-3.672052002E2,6.720584717E2,-1.400984192E1
